@relation flume-1.5.0.arff

@attribute AvgWMC numeric
@attribute CCMax numeric
@attribute CDE numeric
@attribute CIE numeric
@attribute NTM numeric
@attribute SDMC numeric
@attribute WMC numeric
@attribute AvgSLOC numeric
@attribute NA. numeric
@attribute NAIMP numeric
@attribute NCM numeric
@attribute NIM numeric
@attribute NLM numeric
@attribute NM numeric
@attribute NMIMP numeric
@attribute NMNpub numeric
@attribute Nmpub numeric
@attribute NumPara numeric
@attribute loc numeric
@attribute stms numeric
@attribute AID numeric
@attribute CLD numeric
@attribute DIT numeric
@attribute DP numeric
@attribute DPA numeric
@attribute DPD numeric
@attribute NMA numeric
@attribute NMI numeric
@attribute NMO numeric
@attribute NOA numeric
@attribute NOC numeric
@attribute NOD numeric
@attribute NOP numeric
@attribute PII numeric
@attribute SIX numeric
@attribute SP numeric
@attribute SPA numeric
@attribute SPD numeric
@attribute CBO numeric
@attribute DAC numeric
@attribute DACquote numeric
@attribute ICP numeric
@attribute IHICP numeric
@attribute NIHICP numeric
@attribute bug {TRUE,FALSE}

@data
1.75,6,3.748994803525101,3.678740144882061,6,1.6393596310755,14,6.875,2,2,1,7,8,8,8,0,8,4,62,42,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
2.54545454545455,8,6.48154046619067,5.90199147418862,9,2.1685200803411897,56,11.590909090909099,12,12,0,22,22,22,22,5,17,22,402,289,0,0,0,0,0,0,22,0,0,0,0,0,0,0.0,0.0,0,0,0,4,7,6,103,0,103,TRUE
2.91891891891892,14,6.94700467702211,7.332997811194549,21,3.08771216256167,108,17.5405405405405,43,43,0,37,37,37,37,14,23,56,826,573,0,0,0,0,0,0,37,0,0,0,0,0,0,0.0,0.0,0,0,0,29,23,15,201,0,201,TRUE
3.25,8,6.86924442401095,5.95896642041836,2,2.8613807855649,13,20.0,5,5,4,0,4,4,4,3,1,8,624,420,0,1,0,0,0,0,4,0,0,0,2,2,0,0.0,0.0,0,0,0,9,2,2,35,0,35,FALSE
5.2,14,3.79746763298401,5.35124115473415,2,4.74973683481517,26,25.6,1,1,4,1,5,5,5,1,4,20,132,73,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,15,1,1,10,0,10,FALSE
1.0,1,2.58496250072116,2.18872187554087,3,0.0,3,3.0,1,1,0,3,3,3,3,0,3,3,12,8,1,0,1,0,0,0,3,0,0,1,0,0,1,0.125,0.0,0,0,0,0,0,0,0,0,0,FALSE
1.0,1,5.51127425503224,0.0,1,0.0,1,1.0,7,2,0,1,1,5,1,1,0,0,112,64,1,0,1,0,0,0,1,4,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,1,1,1,0,0,0,FALSE
3.5,6,6.576472629159942,4.1945728565287,1,2.5,7,15.5,6,1,1,1,2,6,2,1,1,3,305,186,1,0,1,0,0,0,2,4,0,1,0,0,1,0.111111111111111,0.0,0,0,0,1,1,1,4,0,4,FALSE
1.4,3,3.86752135334778,4.2155478066993,4,0.8,7,6.0,4,4,0,5,5,5,5,0,5,4,41,23,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,1,6,0,6,FALSE
2.0,4,3.61634856607517,4.89095732094918,2,1.4142135623731005,6,12.0,1,1,3,0,3,3,3,0,3,3,40,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,0,0,FALSE
1.0,1,2.58496250072116,2.18872187554087,3,0.0,3,3.0,1,1,0,3,3,3,3,0,3,3,12,8,1,0,1,0,0,0,3,0,0,1,0,0,1,0.125,0.0,0,0,0,0,0,0,0,0,0,FALSE
1.0,1,2.85206062541148,3.04774267858127,4,0.0,4,3.25,2,2,1,3,4,4,4,0,4,4,17,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,2,0,0,0,FALSE
1.5,4,4.57349453781615,5.874089192003419,8,1.02469507659596,15,7.7,8,2,0,10,10,18,10,1,9,10,88,61,1,0,1,5,5,0,5,8,5,1,0,0,1,0.26709401709401703,0.277777777777778,0,0,0,9,2,2,50,9,41,TRUE
6.3,23,5.4200121897616516,6.66838832317865,6,8.60290648560125,63,30.5,14,14,0,10,10,10,10,2,8,9,328,234,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,13,6,6,122,0,122,FALSE
1.0,1,4.01531953111478,4.86987718424726,7,0.0,7,4.42857142857143,6,0,0,7,7,15,7,0,7,6,39,22,1,0,1,5,5,0,2,8,5,1,0,0,1,0.239316239316239,0.33333333333333304,0,0,0,3,0,0,13,9,4,FALSE
3.5,9,4.2709505944546695,5.54947368169912,4,3.5472994422987902,21,17.5,9,9,5,1,6,6,6,1,5,10,117,82,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,2,0,0,0,FALSE
1.0,1,4.3038307429232505,4.94426873017462,10,0.0,10,5.2,8,2,0,10,10,18,10,0,10,10,62,44,1,0,1,5,5,0,5,8,5,1,0,0,1,0.26709401709401703,0.277777777777778,0,0,0,3,0,0,19,9,10,FALSE
1.5,4,5.5566761448865485,5.92559777722617,9,1.29559693908693,21,9.071428571428571,6,6,6,8,14,14,14,2,12,21,169,100,0,1,0,20,0,20,14,0,0,0,4,4,0,0.0,0.0,0,0,0,11,3,3,20,0,20,FALSE
1.33333333333333,2,2.92192809488736,2.95591309517582,2,0.471404520791032,4,3.3333333333333304,1,1,2,1,3,3,3,1,2,1,14,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,FALSE
2.8333333333333304,6,3.48008369518745,4.12474915765829,2,1.7716909687891105,17,9.66666666666667,0,0,6,0,6,6,6,0,6,8,60,49,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
1.33333333333333,2,2.92192809488736,2.95591309517582,2,0.471404520791032,4,3.3333333333333304,1,1,2,1,3,3,3,1,2,1,14,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,FALSE
2.25,5,5.1279947856045895,4.857669245872099,2,1.6393596310755,9,10.25,2,2,2,2,4,4,4,2,2,8,99,58,1,0,1,2,2,0,2,0,2,1,0,0,1,0.444444444444444,0.5,0,0,0,5,2,2,3,0,3,FALSE
0.0,0,4.06424538410977,2.25162916738782,2,0.0,0,1.0,0,0,0,2,2,2,2,0,2,0,34,26,0,1,0,2,0,2,2,0,0,0,1,1,0,0.0,0.0,0,0,0,2,0,0,0,0,0,FALSE
3.3333333333333304,6,3.6178096843744494,4.87570500771392,0,1.8856180831641296,10,17.3333333333333,1,1,3,0,3,3,3,1,2,9,57,35,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,7,1,1,16,0,16,TRUE
1.0,1,3.0062389286533904,2.12192809488736,4,0.0,4,1.5,3,3,0,4,4,4,4,0,4,2,11,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,1,3,2,0,0,0,FALSE
1.0,1,2.66353275480426,2.18670434591002,2,0.0,2,3.0,2,1,0,2,2,5,2,0,2,3,9,6,2,0,2,0,0,0,2,3,0,2,0,0,1,0.148148148148148,0.0,0,0,0,0,0,0,5,5,0,FALSE
1.0,1,2.72548055699787,0.0,1,0.0,1,1.0,8,8,0,1,1,1,1,1,0,0,11,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,8,1,0,0,0,FALSE
3.0,4,5.27011158931423,5.09514601347883,0,1.0,6,17.5,5,5,0,2,2,3,2,0,2,6,79,49,1,0,1,0,0,0,2,1,0,1,0,0,1,0.111111111111111,0.0,1,1,0,0,4,4,0,0,0,FALSE
0.0,0,3.12192809488736,2.0,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,1,6,4,0,1,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0,1,0,1,0,0,0,0,0,0,FALSE
7.0,7,3.54659356429494,4.6296763347294405,0,0.0,7,42.0,1,1,1,0,1,1,1,0,1,6,47,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,5,1,1,9,0,9,TRUE
1.0,1,3.22109725005796,2.75162916738782,4,0.0,4,1.5,3,3,0,4,4,4,4,0,4,2,11,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,2,3,2,0,0,0,FALSE
1.0,1,6.5442048723639,3.1699250014423104,3,0.0,3,2.3333333333333304,27,27,2,1,3,3,3,1,2,1,5996,3686,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,27,5,0,0,0,TRUE
1.8333333333333304,6,3.84410654481454,4.35455244495229,5,1.86338998124982,11,5.83333333333333,5,5,0,6,6,6,6,0,6,5,42,29,1,0,1,0,0,0,6,0,0,1,0,0,1,0.14285714285714302,0.0,0,0,0,2,1,1,0,0,0,FALSE
1.75,6,3.86935042169722,4.74100028182506,6,1.6393596310755,14,6.0,5,5,0,8,8,8,8,0,8,10,56,39,1,0,1,0,0,0,8,0,0,1,0,0,1,0.148148148148148,0.0,0,0,0,7,1,1,4,0,4,FALSE
1.0,1,3.61687460595622,4.68867102049598,3,0.0,3,9.33333333333333,4,4,0,3,3,3,3,0,3,0,37,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,4,4,1,33,0,33,TRUE
1.0,1,3.64022392894185,5.2037766049008605,3,0.0,3,13.333333333333302,7,1,0,3,3,7,3,0,3,0,47,33,1,0,1,2,2,0,1,4,2,1,0,0,1,0.19444444444444395,0.28571428571428603,0,0,0,8,1,1,43,6,37,TRUE
1.11764705882353,2,4.4507164858994415,5.671688078848112,15,0.322189739708921,19,11.588235294117599,6,6,0,17,17,17,17,1,16,4,231,146,0,0,0,0,0,0,17,0,0,0,0,0,0,0.0,0.0,0,0,0,11,6,2,150,0,150,TRUE
1.65,6,4.24884232678407,6.41868421305747,14,1.23592070943083,33,23.05,7,1,0,20,20,24,20,1,19,5,484,355,1,0,1,2,2,0,18,4,2,1,0,0,1,0.269005847953216,0.0833333333333333,0,0,0,14,1,1,276,34,242,FALSE
1.33333333333333,2,4.076741430173859,4.7679022244706,4,0.471404520791032,8,6.0,6,6,0,6,6,6,6,4,2,2,46,35,0,1,0,12,0,12,6,0,0,0,6,6,0,0.0,0.0,0,0,0,3,6,3,12,0,12,FALSE
1.33333333333333,2,3.98418371977919,5.0700894682777315,4,0.471404520791032,8,9.5,7,1,0,6,6,10,6,0,6,1,66,42,1,0,1,2,2,0,4,4,2,1,0,0,1,0.244444444444444,0.2,0,0,0,3,1,1,33,6,27,FALSE
1.4642857142857095,6,4.5959516990327,6.2221333894717095,39,0.9442360047430208,82,11.9285714285714,7,1,1,55,56,60,56,13,43,20,714,551,1,0,1,2,2,0,54,4,2,1,0,0,1,0.274747474747475,0.0333333333333333,0,0,0,13,1,1,497,70,427,FALSE
1.4,3,3.6897037321995496,5.13962019699711,4,0.8,7,15.0,7,1,0,5,5,9,5,0,5,0,84,71,1,0,1,2,2,0,3,4,2,1,0,0,1,0.236111111111111,0.222222222222222,0,0,0,8,1,1,68,5,63,FALSE
1.0,1,2.25162916738782,4.63761599415091,2,0.0,2,11.0,0,0,0,2,2,2,2,0,2,0,26,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,24,0,24,FALSE
1.0,1,2.28103611255342,3.3767593515239303,4,0.0,4,7.75,0,0,0,4,4,4,4,0,4,0,37,28,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,51,0,51,FALSE
1.4,6,4.97639045218487,5.412016042794808,21,1.09544511501033,35,14.24,6,6,1,24,25,25,25,0,25,1,418,260,0,0,0,0,0,0,25,0,0,0,0,0,0,0.0,0.0,0,0,0,6,6,4,506,0,506,TRUE
3.6666666666666696,7,4.3035088547976805,5.8601103842163305,0,2.3570226039551603,11,23.3333333333333,6,6,0,3,3,3,3,0,3,0,82,71,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,10,6,4,48,0,48,FALSE
1.84,5,4.85832170304245,6.44371394820295,15,1.25475097130865,46,15.28,7,7,0,25,25,25,25,1,24,12,411,276,0,0,0,0,0,0,25,0,0,0,0,0,0,0.0,0.0,0,0,0,13,4,3,455,0,455,TRUE
2.64285714285714,7,4.3703831513776805,6.6753397176681695,4,1.63038745864476,37,22.5,5,5,0,14,14,14,14,0,14,2,336,257,0,0,0,0,0,0,14,0,0,0,0,0,0,0.0,0.0,0,0,0,21,3,2,277,0,277,FALSE
1.5,2,1.92192809488736,4.21351401617042,1,0.5,3,16.0,0,0,0,2,2,2,2,0,2,0,36,29,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,25,0,25,FALSE
1.22222222222222,2,3.34194534761954,5.440663624169249,7,0.415739709641549,11,10.7777777777778,0,0,0,9,9,9,9,2,7,5,105,71,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,8,0,0,110,0,110,FALSE
1.125,2,3.17694476297177,5.108013704374732,7,0.33071891388307395,9,11.5,0,0,0,8,8,8,8,1,7,2,100,66,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,9,0,0,137,0,137,FALSE
1.0,1,1.58496250072116,3.2806390622295694,1,0.0,1,6.0,0,0,0,1,1,1,1,0,1,0,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,4,0,4,FALSE
2.0454545454545503,8,4.53649838298292,6.5602974690549685,14,1.82102051127365,45,11.8636363636364,0,0,22,0,22,22,22,0,22,59,263,181,0,0,0,0,0,0,22,0,0,0,0,0,0,0.0,0.0,0,0,0,14,0,0,35,0,35,FALSE
1.0,1,1.58496250072116,3.2806390622295694,1,0.0,1,6.0,0,0,0,1,1,1,1,0,1,0,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,4,0,4,FALSE
1.33333333333333,2,3.3273399000835098,4.49131604961941,4,0.471404520791032,8,6.16666666666667,2,2,0,6,6,6,6,0,6,4,41,29,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,2,2,2,12,0,12,FALSE
2.75,4,3.2390979179887904,5.80461298590394,0,0.82915619758885,11,20.25,0,0,4,0,4,4,4,1,3,9,83,51,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,4,0,4,FALSE
1.0,1,3.85216872360328,4.15015851316673,2,0.0,2,6.5,4,4,0,2,2,2,2,0,2,0,21,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,5,4,4,12,0,12,FALSE
1.61111111111111,3,4.14340760298639,5.884850004914,8,0.590563656263036,29,15.1111111111111,10,4,0,18,18,22,18,2,16,6,294,205,1,0,1,2,2,0,16,4,2,1,0,0,1,0.26797385620915,0.0909090909090909,0,0,0,9,4,3,151,30,121,TRUE
1.42857142857143,3,4.61436944588676,5.818158253479838,5,0.7284313590846829,10,9.14285714285714,6,6,0,7,7,7,7,3,4,2,76,49,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,14,6,4,60,0,60,FALSE
1.0,1,4.0766483065098,0.0,1,0.0,1,2.0,33,33,0,1,1,1,1,1,0,0,52,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,27,1,0,0,0,FALSE
1.14285714285714,2,3.44063635267327,3.63883012703221,6,0.349927106111883,8,3.14285714285714,7,7,1,6,7,7,7,1,6,5,31,18,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7,2,0,0,0,TRUE
1.0,1,4.16140632972184,4.20914148934848,7,0.0,7,3.28571428571429,4,2,0,7,7,13,7,1,6,2,32,19,1,0,1,2,2,0,5,6,2,1,0,0,1,0.222222222222222,0.153846153846154,0,0,0,6,1,1,11,6,5,FALSE
1.0,1,2.66449777920046,2.25656476213095,3,0.0,3,3.0,2,1,0,3,3,6,3,0,3,4,12,8,2,0,2,0,0,0,3,3,0,2,0,0,1,0.166666666666667,0.0,0,0,0,0,0,0,5,5,0,FALSE
2.3333333333333304,3,3.1820058147602097,3.69454882778696,1,0.942809041582063,7,8.0,2,2,2,1,3,3,3,1,2,3,28,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,4,1,1,4,0,4,FALSE
1.0,1,3.86957674631639,3.1053885422075296,7,0.0,7,2.28571428571429,6,6,1,6,7,7,7,1,6,4,24,14,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,2,0,0,0,TRUE
13.666666666666698,51,5.64579745163166,6.98604786521167,2,15.9164485150844,123,70.2222222222222,76,76,0,9,9,9,9,3,6,46,831,497,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,6,76,3,102,0,102,FALSE
6.0,24,5.1484414715789,6.85225398750268,2,6.03022689155527,66,35.0,16,16,0,11,11,11,11,6,5,24,411,245,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,11,14,8,98,0,98,FALSE
1.0,1,3.08505510275648,2.52164063634332,2,0.0,2,4.5,2,2,0,2,2,2,2,2,0,2,14,9,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,2,2,2,4,0,4,FALSE
3.25,11,4.53628623116887,4.97759322309606,3,3.19178633370093,26,14.0,10,10,0,8,8,8,8,4,4,8,129,84,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,3,5,5,20,0,20,FALSE
1.0,1,3.98989809546429,3.90726822961739,7,0.0,7,2.71428571428571,1,1,0,7,7,7,7,1,6,8,28,13,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,0,0,FALSE
1.5,4,5.82498818874053,5.01461117466703,9,0.957427107756338,18,6.5,5,5,0,12,12,12,12,3,9,10,273,188,0,0,0,0,0,0,12,0,0,0,0,0,0,0.0,0.0,0,0,0,2,2,2,5,0,5,FALSE
2.0,3,2.25162916738782,3.4632805178108104,1,1.0,4,9.0,0,0,1,1,2,2,2,1,1,2,20,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,5,0,0,7,0,7,FALSE
3.25,6,5.37450807735883,6.448186228828042,2,2.10653744329409,26,21.75,4,4,1,7,8,8,8,2,6,5,258,203,0,1,0,2,0,2,8,0,0,0,2,2,0,0.0,0.0,0,0,0,10,4,4,100,0,100,FALSE
1.0,1,3.27760772245429,3.13598573049654,6,0.0,6,3.1666666666666696,3,3,0,6,6,6,6,0,6,5,28,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,2,0,0,0,FALSE
1.6,3,4.10346518960165,5.300064815439071,3,0.8,8,9.6,3,3,4,1,5,5,5,1,4,8,62,46,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,2,3,3,4,0,4,FALSE
1.6666666666666698,2,3.59948398178769,4.53828214306354,1,0.471404520791032,5,9.0,6,6,0,3,3,3,3,0,3,0,39,31,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,1,6,2,10,0,10,TRUE
1.0,1,3.67802948896523,4.34955041848728,1,0.0,1,66.0,32,32,0,1,1,1,1,0,1,0,160,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,32,1,0,0,0,FALSE
1.0,1,2.58496250072116,1.58496250072116,1,0.0,1,2.0,4,0,0,1,1,7,1,1,0,1,5,2,1,0,1,1,1,0,0,6,1,1,0,0,1,0.0476190476190476,0.14285714285714302,0,0,0,1,0,0,0,0,0,FALSE
1.0,1,2.58496250072116,2.52164063634332,1,0.0,1,3.0,4,0,0,1,1,7,1,1,0,1,6,3,1,0,1,1,1,0,0,6,1,1,0,0,1,0.0476190476190476,0.14285714285714302,0,0,0,2,0,0,3,0,3,FALSE
2.0,3,2.94770277922009,4.71949969826521,1,1.0,4,36.5,0,0,0,2,2,2,2,1,1,2,76,61,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,4,0,0,85,0,85,FALSE
1.5,2,3.44643934467102,4.463902813856951,1,0.5,3,10.5,5,5,0,2,2,2,2,0,2,0,31,23,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,5,2,6,0,6,TRUE
3.0,23,6.8141022241953895,6.25032877375224,10,5.48938369339704,45,14.1333333333333,64,35,0,15,15,33,15,7,8,12,609,399,3,0,3,5,5,0,12,18,3,3,0,0,1,0.500610500610501,0.272727272727273,3,3,0,8,17,7,58,18,40,FALSE
1.74285714285714,4,5.62491121366304,5.82499245307557,19,0.995500079439106,61,17.6,2,2,10,25,35,35,35,15,20,60,676,537,0,0,0,0,0,0,35,0,0,0,0,0,0,0.0,0.0,0,0,0,17,2,2,81,0,81,FALSE
2.6666666666666696,6,3.83307090709128,5.47960441996955,3,1.8856180831641296,16,12.666666666666698,15,4,0,6,6,21,6,1,5,9,84,57,2,0,2,0,0,0,6,15,0,2,0,0,1,0.19047619047619,0.0,2,2,0,4,3,1,18,6,12,FALSE
2.05882352941176,9,5.193804516199339,6.097406260986968,12,2.09959627030291,35,9.05882352941176,11,11,0,17,17,17,17,3,14,18,172,117,1,1,1,0,0,0,17,0,0,1,1,1,1,0.15740740740740694,0.0,2,0,2,8,6,5,29,0,29,FALSE
1.16666666666667,2,3.4994581877844,3.3021390820667498,5,0.37267799624996506,7,3.1666666666666696,8,8,1,5,6,6,6,1,5,4,28,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,0,8,2,0,0,0,TRUE
1.84615384615385,4,5.68736878485728,6.29368294521337,4,0.7692307692307689,24,14.0,5,5,0,13,13,13,13,5,8,8,231,168,0,0,0,0,0,0,13,0,0,0,0,0,0,0.0,0.0,0,0,0,18,2,2,25,0,25,FALSE
1.4,2,4.95503193151098,6.1971367676292095,6,0.489897948556636,14,14.8,3,3,0,10,10,10,10,2,8,3,175,133,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,16,2,2,43,0,43,FALSE
1.0,1,4.245469029158451,6.37566190213358,5,0.0,5,17.4,3,3,0,5,5,5,5,1,4,1,105,83,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,14,2,2,32,0,32,FALSE
1.33333333333333,3,3.672396304861,4.47151169452631,13,0.577350269189626,24,4.66666666666667,1,1,0,18,18,18,18,2,16,20,88,60,0,0,0,0,0,0,18,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,FALSE
1.0,1,3.1841963645051803,0.0,1,0.0,1,2.0,13,13,0,1,1,1,1,1,0,0,17,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,13,1,0,0,0,FALSE
1.33333333333333,3,4.65005786300093,5.00627021680844,9,0.623609564462324,16,5.41666666666667,5,5,0,12,12,12,12,3,9,4,88,56,0,1,0,7,0,7,12,0,0,0,6,6,0,0.0,0.0,3,0,3,7,3,2,11,0,11,FALSE
11.0,11,3.12192809488736,4.5431109265508605,0,0.0,11,45.0,0,0,1,0,1,1,1,0,1,6,49,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,9,0,0,21,0,21,TRUE
