relName,AvgWMC,CCMax,CDE,CIE,NTM,SDMC,WMC,AvgSLOC,NA.,NAIMP,NCM,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,loc,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,PII,SIX,SP,SPA,SPD,CBO,DAC,DACquote,ICP,IHICP,NIHICP,bug,bugDensity,type
core/src/main/java/org/apache/mahout/cf/taste/hadoop/similarity/item/ItemSimilarityJob.java,4.0,7,5.81340786563584,5.6898100178082895,1,3.0,8,34.5,16,5,1,1,2,40,2,0,2,2,118,68,2,0,2,0,0,0,2,38,0,2,0,0,1,0.148148148148148,0.0,0,0,0,7,2,1,54,50,4,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/hadoop/similarity/item/SimilarItem.java,1.0,1,3.35591309517582,2.00488616409184,3,0.0,3,3.3333333333333304,3,3,0,3,3,3,3,0,3,2,21,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/hadoop/slopeone/ByItemIDComparator.java,2.0,3,3.00719648968562,3.1813663288914595,1,1.0,4,4.0,1,1,1,1,2,2,2,0,2,2,12,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,2,0,2,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/hadoop/slopeone/FullRunningAverageAndStdDevWritable.java,1.0,1,3.75444184571334,4.31881709488827,5,0.0,5,5.2,1,1,0,5,5,5,5,0,5,3,32,19,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,3,1,1,18,0,18,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/hadoop/slopeone/SlopeOneAverageDiffsJob.java,3.5,6,3.3927474104487803,5.36430000277778,1,2.5,7,23.5,11,0,1,1,2,40,2,0,2,2,50,25,2,0,2,0,0,0,2,38,0,2,0,0,1,0.148148148148148,0.0,0,0,0,7,0,0,36,36,0,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/hadoop/slopeone/SlopeOneDiffsToAveragesReducer.java,2.0,2,2.84643934467102,3.9736606896881903,0,0.0,2,9.0,0,0,0,1,1,1,1,1,0,3,12,7,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,3,0,0,3,0,3,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/hadoop/slopeone/SlopeOnePrefsToDiffsReducer.java,4.0,4,3.12192809488736,4.8311481453663205,0,0.0,4,21.0,0,0,0,1,1,1,1,1,0,3,24,21,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,4,0,0,10,0,10,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/AbstractLongPrimitiveIterator.java,1.0,1,2.3219280948873595,1.5849625007211599,1,0.0,1,3.0,0,0,0,1,1,1,1,0,1,0,6,3,0,1,0,0,0,0,1,0,0,0,5,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/BitSet.java,1.625,4,3.49922754172336,3.78223487812089,5,0.9921567416492221,13,4.75,1,1,0,8,8,8,8,1,7,5,43,33,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/Cache.java,1.77777777777778,3,4.20860650748882,4.54871454504916,5,0.916245694581702,16,7.111111111111111,3,3,0,9,9,9,9,1,8,8,74,49,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,3,1,1,13,0,13,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/FastByIDMap.java,2.73076923076923,10,5.64590310308923,5.59962076701519,10,2.08580720968558,71,11.2692307692308,12,12,0,26,26,26,26,5,21,21,442,312,0,0,0,0,0,0,26,0,0,0,0,0,0,0.0,0.0,0,0,0,5,2,2,19,0,19,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/FastIDSet.java,2.55555555555556,10,5.24214209686114,5.33230055808782,10,1.8324913891634,69,10.0,7,7,0,27,27,27,27,4,23,18,335,250,0,0,0,0,0,0,27,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,6,0,6,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/FastMap.java,2.53571428571429,10,5.4301557200706,5.709286804784861,12,1.9907310727674,71,10.0714285714286,11,11,0,28,28,28,28,4,24,22,542,355,0,0,0,0,0,0,28,0,0,0,0,0,0,0.0,0.0,0,0,0,5,3,3,19,0,19,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/FixedRunningAverage.java,1.0,1,3.65668437422261,3.7943360657504503,8,0.0,8,3.125,2,2,0,8,8,8,8,0,8,5,35,20,0,1,0,1,0,1,8,0,0,0,1,1,0,0.0,0.0,0,0,0,1,0,0,2,0,2,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/FixedRunningAverageAndStdDev.java,1.0,1,3.3278195311147796,3.0516016368717005,4,0.0,4,3.25,3,1,0,4,4,11,4,0,4,3,18,11,1,0,1,1,1,0,3,7,1,1,0,0,1,0.166666666666667,0.0909090909090909,0,0,0,1,0,0,6,4,2,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/FullRunningAverage.java,1.44444444444444,3,3.6499844950373594,3.4357662166594203,6,0.684934889218775,13,4.66666666666667,2,2,0,9,9,9,9,0,9,5,53,30,0,1,0,4,0,4,9,0,0,0,1,1,0,0.0,0.0,0,0,0,1,0,0,2,0,2,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/FullRunningAverageAndStdDev.java,1.1818181818181799,2,4.11672929667217,4.38852135871697,9,0.385694607919935,13,5.0,5,3,0,11,11,16,11,1,10,7,66,46,1,0,1,4,4,0,7,5,4,1,0,0,1,0.460648148148148,0.25,0,0,0,1,0,0,13,11,2,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/InvertedRunningAverage.java,1.0,1,3.24052826021671,3.2946635862096,7,0.0,7,3.0,1,1,0,7,7,7,7,0,7,4,29,16,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/InvertedRunningAverageAndStdDev.java,1.0,1,3.29779681159859,3.3771177198116,8,0.0,8,3.0,1,1,0,8,8,8,8,0,8,4,33,18,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/LongPrimitiveArrayIterator.java,1.375,2,3.59948398178769,3.76844684812558,5,0.484122918275927,11,4.25,3,3,0,8,8,8,8,0,8,2,46,27,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/RefreshHelper.java,2.3333333333333304,5,4.0209505944546695,4.43459433473862,1,1.24721912892465,14,7.5,4,4,2,4,6,6,6,0,6,8,52,35,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,4,0,0,0,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/SamplingLongPrimitiveIterator.java,1.875,4,3.8029100796497297,3.87282877795767,3,0.927024810886958,15,6.5,5,5,1,7,8,9,8,1,7,5,63,42,1,0,1,0,0,0,8,1,0,1,0,0,1,0.148148148148148,0.0,0,0,0,1,1,1,1,0,1,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/WeightedRunningAverage.java,1.16666666666667,2,3.86052953247163,3.86545872027391,10,0.37267799624996506,14,4.25,2,2,0,12,12,12,12,0,12,9,62,38,0,1,0,4,0,4,12,0,0,0,1,1,0,0.0,0.0,3,0,3,1,0,0,2,0,2,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/WeightedRunningAverageAndStdDev.java,1.42857142857143,4,3.78212222414531,4.05130423535598,6,1.04978131833565,10,6.0,5,3,0,7,7,15,7,0,7,6,53,35,1,0,1,4,4,0,3,8,4,1,0,0,1,0.402777777777778,0.266666666666667,0,0,0,1,0,0,10,8,2,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/jdbc/AbstractJDBCComponent.java,2.0,4,4.00385618977472,4.45865971244883,2,1.22474487139159,8,7.75,3,3,3,1,4,4,4,3,1,7,36,24,0,4,0,5,0,5,4,0,0,0,4,17,0,0.0,0.0,0,0,0,1,2,2,0,0,0,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/jdbc/EachRowIterator.java,2.25,3,4.39212668463354,4.61619093997842,1,0.82915619758885,9,9.75,4,4,0,4,4,4,4,1,3,6,47,31,1,0,1,0,0,0,4,0,0,1,0,0,1,0.133333333333333,0.0,0,0,0,1,4,4,4,0,4,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/common/jdbc/ResultSetIterator.java,1.25,3,3.9462227768166,4.38396012808926,3,1.08972473588517,5,6.75,2,2,0,4,4,4,4,3,1,5,32,18,1,1,1,0,0,0,4,0,0,1,2,2,1,0.133333333333333,0.0,0,0,0,1,2,2,7,0,7,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/eval/AbstractDifferenceRecommenderEvaluator.java,1.92857142857143,7,5.51970077697361,6.52431321482119,8,1.9072899889741,27,9.571428571428571,4,4,2,12,14,14,14,9,5,25,180,120,0,1,0,10,0,10,14,0,0,0,3,3,0,0.0,0.0,0,0,0,17,2,2,33,0,33,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/eval/AverageAbsoluteDifferenceRecommenderEvaluator.java,1.0,1,3.5,3.78714396069814,4,0.0,4,3.0,5,1,0,4,4,11,4,3,1,2,20,10,1,0,1,3,3,0,1,7,3,1,0,0,1,0.18333333333333302,0.272727272727273,0,0,0,3,0,0,1,0,1,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/eval/GenericRecommenderIRStatsEvaluator.java,4.8,18,4.50258340716107,6.3372367529432,3,6.6452990903344595,24,23.8,5,5,2,3,5,5,5,2,3,11,127,92,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,22,2,2,24,0,24,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/eval/GenericRelevantItemsDataSplitter.java,4.5,6,2.72548055699787,5.0034766686065595,0,1.5,9,19.0,0,0,0,2,2,2,2,0,2,9,42,26,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,7,0,0,15,0,15,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/eval/IRStatisticsImpl.java,1.11111111111111,2,3.875,3.90684191669212,8,0.314269680527354,10,4.33333333333333,5,5,0,9,9,9,9,0,9,6,54,35,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/eval/LoadCallable.java,1.0,1,3.09306920777189,2.66449777920046,2,0.0,2,4.0,2,2,0,2,2,2,2,0,2,2,13,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/eval/LoadEvaluator.java,1.33333333333333,2,2.7773627950641697,4.9334832053039,2,0.471404520791032,4,6.66666666666667,0,0,2,1,3,3,3,1,2,3,21,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,10,0,0,15,0,15,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/eval/LoadStatistics.java,1.0,1,1.9056390622295702,1.75,2,0.0,2,3.0,1,1,0,2,2,2,2,0,2,1,9,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/eval/OrderBasedRecommenderEvaluator.java,3.8947368421052597,13,5.22357931826157,6.13164328449229,3,2.88178922568502,74,16.8421052631579,1,1,18,1,19,19,19,14,5,53,323,261,0,0,0,0,0,0,19,0,0,0,0,0,0,0.0,0.0,0,0,0,8,1,1,20,0,20,0,0.0,NON
core/src/main/java/org/apache/mahout/cf/taste/impl/eval/RMSRecommenderEvaluator.java,1.0,1,3.5,3.8453509366224403,4,0.0,4,3.25,5,1,0,4,4,11,4,3,1,2,20,11,1,0,1,3,3,0,1,7,3,1,0,0,1,0.18333333333333302,0.272727272727273,0,0,0,3,0,0,1,0,1,0,0.0,NON
