datasetName,fileName,Ins,Ins(buggy),Ins(clean),buggy/Ins,IL,IL(buggy),IL(clean),IL/Ins,IL(buggy)/Ins(buggy),IL(clean)/Ins(clean)
IND-JLMIV+R-2020,commons-beanutils-1.8.0.csv,101,8,93,0.07920792079207921,1,1,0,0.009900990099009901,0.125,0.0
IND-JLMIV+R-2020,commons-beanutils-1.9.0.csv,104,1,103,0.009615384615384616,1,0,1,0.009615384615384616,0.0,0.009708737864077669
IND-JLMIV+R-2020,commons-codec-1.1.csv,14,0,14,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-codec-1.10.csv,60,3,57,0.05,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-codec-1.11.csv,64,0,64,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-codec-1.2.csv,17,2,15,0.11764705882352941,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-codec-1.3.csv,24,3,21,0.125,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-codec-1.4.csv,29,0,29,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-codec-1.5.csv,39,1,38,0.02564102564102564,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-codec-1.6.csv,47,4,43,0.0851063829787234,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-codec-1.7.csv,55,3,52,0.05454545454545454,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-codec-1.8.csv,56,6,50,0.10714285714285714,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-codec-1.9.csv,56,6,50,0.10714285714285714,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-collections-1.0.csv,26,1,25,0.038461538461538464,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-collections-2.0.csv,44,1,43,0.022727272727272728,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-collections-2.1.csv,72,1,71,0.013888888888888888,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-collections-3.0.csv,248,8,240,0.03225806451612903,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-collections-3.1.csv,267,8,259,0.0299625468164794,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-collections-3.2.csv,273,11,262,0.040293040293040296,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-collections-3.3.csv,273,10,263,0.03663003663003663,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-collections-4.0.csv,270,14,256,0.05185185185185185,2,2,0,0.007407407407407408,0.14285714285714285,0.0
IND-JLMIV+R-2020,commons-collections-4.1.csv,301,1,300,0.0033222591362126247,2,0,2,0.006644518272425249,0.0,0.006666666666666667
IND-JLMIV+R-2020,commons-compress-1.0.csv,61,17,44,0.2786885245901639,1,1,0,0.01639344262295082,0.058823529411764705,0.0
IND-JLMIV+R-2020,commons-compress-1.1.csv,66,14,52,0.21212121212121213,2,1,1,0.030303030303030304,0.07142857142857142,0.019230769230769232
IND-JLMIV+R-2020,commons-compress-1.10.csv,158,18,140,0.11392405063291139,2,2,0,0.012658227848101266,0.1111111111111111,0.0
IND-JLMIV+R-2020,commons-compress-1.11.csv,165,13,152,0.07878787878787878,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-compress-1.12.csv,166,10,156,0.060240963855421686,4,0,4,0.024096385542168676,0.0,0.02564102564102564
IND-JLMIV+R-2020,commons-compress-1.13.csv,177,17,160,0.096045197740113,5,5,0,0.02824858757062147,0.29411764705882354,0.0
IND-JLMIV+R-2020,commons-compress-1.14.csv,195,8,187,0.041025641025641026,3,2,1,0.015384615384615385,0.25,0.0053475935828877
IND-JLMIV+R-2020,commons-compress-1.15.csv,195,6,189,0.03076923076923077,2,1,1,0.010256410256410256,0.16666666666666666,0.005291005291005291
IND-JLMIV+R-2020,commons-compress-1.16.csv,201,6,195,0.029850746268656716,1,1,0,0.004975124378109453,0.16666666666666666,0.0
IND-JLMIV+R-2020,commons-compress-1.2.csv,69,10,59,0.14492753623188406,1,0,1,0.014492753623188406,0.0,0.01694915254237288
IND-JLMIV+R-2020,commons-compress-1.3.csv,93,16,77,0.17204301075268819,2,0,2,0.021505376344086023,0.0,0.025974025974025976
IND-JLMIV+R-2020,commons-compress-1.4.csv,99,16,83,0.16161616161616163,3,1,2,0.030303030303030304,0.0625,0.024096385542168676
IND-JLMIV+R-2020,commons-compress-1.5.csv,103,21,82,0.20388349514563106,2,0,2,0.019417475728155338,0.0,0.024390243902439025
IND-JLMIV+R-2020,commons-compress-1.6.csv,124,23,101,0.18548387096774194,4,1,3,0.03225806451612903,0.043478260869565216,0.0297029702970297
IND-JLMIV+R-2020,commons-compress-1.7.csv,136,27,109,0.19852941176470587,8,6,2,0.058823529411764705,0.2222222222222222,0.01834862385321101
IND-JLMIV+R-2020,commons-compress-1.8.csv,141,31,110,0.2198581560283688,9,7,2,0.06382978723404255,0.22580645161290322,0.01818181818181818
IND-JLMIV+R-2020,commons-compress-1.9.csv,145,23,122,0.15862068965517243,5,5,0,0.034482758620689655,0.21739130434782608,0.0
IND-JLMIV+R-2020,commons-configuration-1.0.csv,29,6,23,0.20689655172413793,1,1,0,0.034482758620689655,0.16666666666666666,0.0
IND-JLMIV+R-2020,commons-configuration-1.1.csv,42,9,33,0.21428571428571427,1,1,0,0.023809523809523808,0.1111111111111111,0.0
IND-JLMIV+R-2020,commons-configuration-1.10.csv,108,7,101,0.06481481481481481,4,1,3,0.037037037037037035,0.14285714285714285,0.0297029702970297
IND-JLMIV+R-2020,commons-configuration-1.2.csv,53,15,38,0.2830188679245283,2,1,1,0.03773584905660377,0.06666666666666667,0.02631578947368421
IND-JLMIV+R-2020,commons-configuration-1.3.csv,84,24,60,0.2857142857142857,4,4,0,0.047619047619047616,0.16666666666666666,0.0
IND-JLMIV+R-2020,commons-configuration-1.4.csv,91,16,75,0.17582417582417584,3,3,0,0.03296703296703297,0.1875,0.0
IND-JLMIV+R-2020,commons-configuration-1.5.csv,92,16,76,0.17391304347826086,2,1,1,0.021739130434782608,0.0625,0.013157894736842105
IND-JLMIV+R-2020,commons-configuration-1.6.csv,96,10,86,0.10416666666666667,2,1,1,0.020833333333333332,0.1,0.011627906976744186
IND-JLMIV+R-2020,commons-configuration-1.7.csv,114,11,103,0.09649122807017543,1,0,1,0.008771929824561403,0.0,0.009708737864077669
IND-JLMIV+R-2020,commons-configuration-1.8.csv,108,11,97,0.10185185185185185,3,3,0,0.027777777777777776,0.2727272727272727,0.0
IND-JLMIV+R-2020,commons-configuration-1.9.csv,108,11,97,0.10185185185185185,6,6,0,0.05555555555555555,0.5454545454545454,0.0
IND-JLMIV+R-2020,commons-configuration-2.0.csv,231,9,222,0.03896103896103896,2,2,0,0.008658008658008658,0.2222222222222222,0.0
IND-JLMIV+R-2020,commons-configuration-2.1.csv,233,7,226,0.030042918454935622,2,2,0,0.008583690987124463,0.2857142857142857,0.0
IND-JLMIV+R-2020,commons-configuration-2.2.csv,240,7,233,0.029166666666666667,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-dbcp-1.0.csv,32,1,31,0.03125,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-dbcp-1.1.csv,39,8,31,0.20512820512820512,4,2,2,0.10256410256410256,0.25,0.06451612903225806
IND-JLMIV+R-2020,commons-dbcp-1.2.csv,39,14,25,0.358974358974359,4,4,0,0.10256410256410256,0.2857142857142857,0.0
IND-JLMIV+R-2020,commons-dbcp-1.3.csv,53,11,42,0.20754716981132076,2,2,0,0.03773584905660377,0.18181818181818182,0.0
IND-JLMIV+R-2020,commons-dbcp-1.4.csv,53,11,42,0.20754716981132076,2,2,0,0.03773584905660377,0.18181818181818182,0.0
IND-JLMIV+R-2020,commons-dbcp-2.0.csv,53,8,45,0.1509433962264151,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-dbcp-2.1.csv,54,7,47,0.12962962962962962,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-dbcp-2.2.0.csv,54,2,52,0.037037037037037035,2,1,1,0.037037037037037035,0.5,0.019230769230769232
IND-JLMIV+R-2020,commons-dbcp-2.3.0.csv,55,2,53,0.03636363636363636,2,2,0,0.03636363636363636,1.0,0.0
IND-JLMIV+R-2020,commons-dbcp-2.4.0.csv,56,1,55,0.017857142857142856,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-dbcp-2.5.0.csv,56,1,55,0.017857142857142856,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-digester-1.0.csv,14,0,14,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-digester-1.1.csv,22,0,22,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-digester-1.2.csv,31,0,31,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-digester-1.3.csv,31,0,31,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-digester-1.4.csv,33,1,32,0.030303030303030304,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-digester-1.5.csv,37,2,35,0.05405405405405406,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-digester-1.6.csv,68,2,66,0.029411764705882353,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-digester-1.7.csv,69,2,67,0.028985507246376812,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-digester-1.8.csv,70,2,68,0.02857142857142857,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-digester-2.0.csv,70,0,70,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-digester-2.1.csv,114,0,114,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-digester-3.0.csv,154,7,147,0.045454545454545456,1,0,1,0.006493506493506494,0.0,0.006802721088435374
IND-JLMIV+R-2020,commons-digester-3.1.csv,154,7,147,0.045454545454545456,2,0,2,0.012987012987012988,0.0,0.013605442176870748
IND-JLMIV+R-2020,commons-digester-3.2.csv,157,10,147,0.06369426751592357,2,2,0,0.012738853503184714,0.2,0.0
IND-JLMIV+R-2020,commons-io-1.0.csv,34,5,29,0.14705882352941177,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-io-1.1.csv,39,7,32,0.1794871794871795,1,1,0,0.02564102564102564,0.14285714285714285,0.0
IND-JLMIV+R-2020,commons-io-1.2.csv,42,8,34,0.19047619047619047,1,1,0,0.023809523809523808,0.125,0.0
IND-JLMIV+R-2020,commons-io-1.3.csv,54,12,42,0.2222222222222222,2,2,0,0.037037037037037035,0.16666666666666666,0.0
IND-JLMIV+R-2020,commons-io-1.4.csv,72,10,62,0.1388888888888889,2,2,0,0.027777777777777776,0.2,0.0
IND-JLMIV+R-2020,commons-io-2.0.csv,100,8,92,0.08,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-io-2.1.csv,100,6,94,0.06,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-io-2.2.csv,102,8,94,0.0784313725490196,1,1,0,0.00980392156862745,0.125,0.0
IND-JLMIV+R-2020,commons-io-2.3.csv,103,8,95,0.07766990291262135,1,1,0,0.009708737864077669,0.125,0.0
IND-JLMIV+R-2020,commons-io-2.4.csv,103,8,95,0.07766990291262135,1,1,0,0.009708737864077669,0.125,0.0
IND-JLMIV+R-2020,commons-io-2.5.csv,115,4,111,0.034782608695652174,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-jcs-1.0.csv,215,1,214,0.004651162790697674,1,0,1,0.004651162790697674,0.0,0.004672897196261682
IND-JLMIV+R-2020,commons-jcs-1.1.csv,213,2,211,0.009389671361502348,1,0,1,0.004694835680751174,0.0,0.004739336492890996
IND-JLMIV+R-2020,commons-jcs-1.3.csv,275,12,263,0.04363636363636364,1,1,0,0.0036363636363636364,0.08333333333333333,0.0
IND-JLMIV+R-2020,commons-jcs-2.0.csv,368,12,356,0.03260869565217391,1,1,0,0.002717391304347826,0.08333333333333333,0.0
IND-JLMIV+R-2020,commons-jcs-2.1.csv,368,11,357,0.029891304347826088,1,1,0,0.002717391304347826,0.09090909090909091,0.0
IND-JLMIV+R-2020,commons-jcs-2.2.csv,368,4,364,0.010869565217391304,1,0,1,0.002717391304347826,0.0,0.0027472527472527475
IND-JLMIV+R-2020,commons-jexl-1.0.csv,82,0,82,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-jexl-1.1.csv,85,0,85,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-jexl-2.0.csv,52,5,47,0.09615384615384616,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-jexl-2.1.csv,69,6,63,0.08695652173913043,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-jexl-3.0.csv,82,0,82,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-jexl-3.1.csv,85,0,85,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-lang-1.0.csv,26,0,26,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-lang-2.0.csv,57,7,50,0.12280701754385964,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-lang-2.1.csv,74,13,61,0.17567567567567569,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-lang-2.2.csv,77,18,59,0.23376623376623376,1,1,0,0.012987012987012988,0.05555555555555555,0.0
IND-JLMIV+R-2020,commons-lang-2.3.csv,77,16,61,0.2077922077922078,1,1,0,0.012987012987012988,0.0625,0.0
IND-JLMIV+R-2020,commons-lang-2.4.csv,80,17,63,0.2125,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-lang-2.5.csv,85,10,75,0.11764705882352941,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-lang-2.6.csv,86,8,78,0.09302325581395349,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-lang-3.0.csv,99,16,83,0.16161616161616163,1,1,0,0.010101010101010102,0.0625,0.0
IND-JLMIV+R-2020,commons-lang-3.1.csv,99,20,79,0.20202020202020202,1,1,0,0.010101010101010102,0.05,0.0
IND-JLMIV+R-2020,commons-lang-3.2.csv,112,21,91,0.1875,1,1,0,0.008928571428571428,0.047619047619047616,0.0
IND-JLMIV+R-2020,commons-lang-3.3.csv,120,17,103,0.14166666666666666,1,0,1,0.008333333333333333,0.0,0.009708737864077669
IND-JLMIV+R-2020,commons-lang-3.4.csv,121,14,107,0.11570247933884298,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-lang-3.5.csv,131,9,122,0.06870229007633588,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-lang-3.6.csv,135,6,129,0.044444444444444446,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-lang-3.7.csv,138,4,134,0.028985507246376812,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-math-1.0.csv,106,6,100,0.05660377358490566,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-math-1.1.csv,120,7,113,0.058333333333333334,1,0,1,0.008333333333333333,0.0,0.008849557522123894
IND-JLMIV+R-2020,commons-math-1.2.csv,223,11,212,0.04932735426008968,1,1,0,0.004484304932735426,0.09090909090909091,0.0
IND-JLMIV+R-2020,commons-math-2.0.csv,388,28,360,0.07216494845360824,2,1,1,0.005154639175257732,0.03571428571428571,0.002777777777777778
IND-JLMIV+R-2020,commons-math-2.1.csv,408,21,387,0.051470588235294115,3,3,0,0.007352941176470588,0.14285714285714285,0.0
IND-JLMIV+R-2020,commons-math-2.2.csv,457,14,443,0.030634573304157548,1,1,0,0.002188183807439825,0.07142857142857142,0.0
IND-JLMIV+R-2020,commons-math-3.0.csv,568,29,539,0.051056338028169015,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-math-3.1.csv,693,49,644,0.0707070707070707,5,4,1,0.007215007215007215,0.08163265306122448,0.0015527950310559005
IND-JLMIV+R-2020,commons-math-3.2.csv,725,33,692,0.04551724137931035,7,3,4,0.009655172413793104,0.09090909090909091,0.005780346820809248
IND-JLMIV+R-2020,commons-math-3.3.csv,825,20,805,0.024242424242424242,3,2,1,0.0036363636363636364,0.1,0.0012422360248447205
IND-JLMIV+R-2020,commons-math-3.4.csv,852,8,844,0.009389671361502348,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-math-3.5.csv,852,6,846,0.007042253521126761,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-math-3.6.csv,914,0,914,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-net-1.0.csv,92,7,85,0.07608695652173914,1,0,1,0.010869565217391304,0.0,0.011764705882352941
IND-JLMIV+R-2020,commons-net-1.1.csv,108,11,97,0.10185185185185185,2,2,0,0.018518518518518517,0.18181818181818182,0.0
IND-JLMIV+R-2020,commons-net-1.2.csv,117,14,103,0.11965811965811966,3,3,0,0.02564102564102564,0.21428571428571427,0.0
IND-JLMIV+R-2020,commons-net-1.3.csv,129,16,113,0.12403100775193798,5,5,0,0.03875968992248062,0.3125,0.0
IND-JLMIV+R-2020,commons-net-1.4.csv,270,17,253,0.06296296296296296,5,5,0,0.018518518518518517,0.29411764705882354,0.0
IND-JLMIV+R-2020,commons-net-2.0.csv,126,25,101,0.1984126984126984,5,5,0,0.03968253968253968,0.2,0.0
IND-JLMIV+R-2020,commons-net-2.1.csv,130,20,110,0.15384615384615385,5,5,0,0.038461538461538464,0.25,0.0
IND-JLMIV+R-2020,commons-net-2.2.csv,132,18,114,0.13636363636363635,4,4,0,0.030303030303030304,0.2222222222222222,0.0
IND-JLMIV+R-2020,commons-net-3.0.csv,152,21,131,0.13815789473684212,3,3,0,0.019736842105263157,0.14285714285714285,0.0
IND-JLMIV+R-2020,commons-net-3.1.csv,153,20,133,0.13071895424836602,3,3,0,0.0196078431372549,0.15,0.0
IND-JLMIV+R-2020,commons-net-3.2.csv,153,18,135,0.11764705882352941,4,4,0,0.026143790849673203,0.2222222222222222,0.0
IND-JLMIV+R-2020,commons-net-3.3.csv,155,18,137,0.11612903225806452,4,3,1,0.025806451612903226,0.16666666666666666,0.0072992700729927005
IND-JLMIV+R-2020,commons-net-3.4.csv,156,9,147,0.057692307692307696,3,2,1,0.019230769230769232,0.2222222222222222,0.006802721088435374
IND-JLMIV+R-2020,commons-net-3.5.csv,156,9,147,0.057692307692307696,2,1,1,0.01282051282051282,0.1111111111111111,0.006802721088435374
IND-JLMIV+R-2020,commons-net-3.6.csv,156,3,153,0.019230769230769232,1,0,1,0.00641025641025641,0.0,0.006535947712418301
IND-JLMIV+R-2020,commons-scxml-0.5.csv,72,10,62,0.1388888888888889,1,1,0,0.013888888888888888,0.1,0.0
IND-JLMIV+R-2020,commons-scxml-0.6.csv,75,12,63,0.16,3,2,1,0.04,0.16666666666666666,0.015873015873015872
IND-JLMIV+R-2020,commons-scxml-0.7.csv,79,15,64,0.189873417721519,5,5,0,0.06329113924050633,0.3333333333333333,0.0
IND-JLMIV+R-2020,commons-scxml-0.8.csv,79,15,64,0.189873417721519,5,5,0,0.06329113924050633,0.3333333333333333,0.0
IND-JLMIV+R-2020,commons-scxml-0.9.csv,79,5,74,0.06329113924050633,1,1,0,0.012658227848101266,0.2,0.0
IND-JLMIV+R-2020,commons-validator-1.0.csv,17,0,17,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-validator-1.1.0.csv,23,3,20,0.13043478260869565,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-validator-1.2.0.csv,22,7,15,0.3181818181818182,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-validator-1.3.0.csv,38,7,31,0.18421052631578946,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-validator-1.4.0.csv,59,6,53,0.1016949152542373,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-validator-1.5.0.csv,62,3,59,0.04838709677419355,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-validator-1.6.0.csv,63,1,62,0.015873015873015872,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-vfs-1.0.csv,236,26,210,0.11016949152542373,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-vfs-2.0.csv,251,25,226,0.099601593625498,2,1,1,0.00796812749003984,0.04,0.004424778761061947
IND-JLMIV+R-2020,commons-vfs-2.1.csv,259,3,256,0.011583011583011582,2,1,1,0.007722007722007722,0.3333333333333333,0.00390625
IND-JLMIV+R-2020,commons-vfs-2.2.csv,262,2,260,0.007633587786259542,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,deltaspike-0.1.csv,56,2,54,0.03571428571428571,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,deltaspike-0.2.csv,188,13,175,0.06914893617021277,1,0,1,0.005319148936170213,0.0,0.005714285714285714
IND-JLMIV+R-2020,deltaspike-0.3.csv,181,19,162,0.10497237569060773,3,1,2,0.016574585635359115,0.05263157894736842,0.012345679012345678
