datasetName,fileName,Ins,Ins(buggy),Ins(clean),buggy/Ins,IL,IL(buggy),IL(clean),IL/Ins,IL(buggy)/Ins(buggy),IL(clean)/Ins(clean)
Metrics-Repo-2010,jedit-4.3.csv,487,11,476,0.022587268993839837,1,0,1,0.002053388090349076,0.0,0.0021008403361344537
Metrics-Repo-2010,log4j-1.0.csv,115,33,82,0.28695652173913044,39,1,38,0.3391304347826087,0.030303030303030304,0.4634146341463415
Metrics-Repo-2010,log4j-1.1.csv,103,36,67,0.34951456310679613,48,6,42,0.46601941747572817,0.16666666666666666,0.6268656716417911
Metrics-Repo-2010,log4j-1.2.csv,193,184,9,0.9533678756476683,47,46,1,0.24352331606217617,0.25,0.1111111111111111
Metrics-Repo-2010,lucene-2.0.csv,186,91,95,0.489247311827957,67,1,66,0.3602150537634409,0.01098901098901099,0.6947368421052632
Metrics-Repo-2010,lucene-2.2.csv,234,143,91,0.6111111111111112,89,48,41,0.3803418803418803,0.3356643356643357,0.45054945054945056
Metrics-Repo-2010,lucene-2.4.csv,330,200,130,0.6060606060606061,55,43,12,0.16666666666666666,0.215,0.09230769230769231
Metrics-Repo-2010,pbeans-1.0.csv,26,20,6,0.7692307692307693,1,1,0,0.038461538461538464,0.05,0.0
Metrics-Repo-2010,pbeans-2.0.csv,51,10,41,0.19607843137254902,1,0,1,0.0196078431372549,0.0,0.024390243902439025
Metrics-Repo-2010,poi-1.5.csv,235,141,94,0.6,49,8,41,0.20851063829787234,0.05673758865248227,0.43617021276595747
Metrics-Repo-2010,poi-2.0.csv,309,37,272,0.11974110032362459,215,12,203,0.6957928802588996,0.32432432432432434,0.7463235294117647
Metrics-Repo-2010,poi-2.5.csv,380,247,133,0.65,240,183,57,0.631578947368421,0.7408906882591093,0.42857142857142855
Metrics-Repo-2010,poi-3.0.csv,438,281,157,0.6415525114155252,64,53,11,0.1461187214611872,0.18861209964412812,0.07006369426751592
Metrics-Repo-2010,synapse-1.0.csv,157,16,141,0.10191082802547771,10,0,10,0.06369426751592357,0.0,0.07092198581560284
Metrics-Repo-2010,synapse-1.1.csv,222,60,162,0.2702702702702703,20,9,11,0.09009009009009009,0.15,0.06790123456790123
Metrics-Repo-2010,synapse-1.2.csv,256,86,170,0.3359375,12,11,1,0.046875,0.12790697674418605,0.0058823529411764705
Metrics-Repo-2010,velocity-1.4.csv,195,147,48,0.7538461538461538,41,40,1,0.21025641025641026,0.272108843537415,0.020833333333333332
Metrics-Repo-2010,velocity-1.5.csv,214,142,72,0.6635514018691588,81,37,44,0.37850467289719625,0.2605633802816901,0.6111111111111112
Metrics-Repo-2010,velocity-1.6.csv,229,78,151,0.3406113537117904,79,8,71,0.34497816593886466,0.10256410256410256,0.47019867549668876
Metrics-Repo-2010,xalan-2.4.csv,676,110,566,0.16272189349112426,327,0,327,0.48372781065088755,0.0,0.5777385159010601
Metrics-Repo-2010,xalan-2.5.csv,762,387,375,0.5078740157480315,448,220,228,0.5879265091863517,0.5684754521963824,0.608
Metrics-Repo-2010,xalan-2.6.csv,875,411,464,0.4697142857142857,481,131,350,0.5497142857142857,0.31873479318734793,0.7543103448275862
Metrics-Repo-2010,xalan-2.7.csv,899,897,2,0.9977753058954394,314,314,0,0.3492769744160178,0.3500557413600892,0.0
Metrics-Repo-2010,xerces-0.init.csv,162,77,85,0.47530864197530864,25,22,3,0.15432098765432098,0.2857142857142857,0.03529411764705882
Metrics-Repo-2010,xerces-1.2.csv,438,70,368,0.1598173515981735,154,27,127,0.3515981735159817,0.38571428571428573,0.3451086956521739
Metrics-Repo-2010,xerces-1.3.csv,451,68,383,0.15077605321507762,212,24,188,0.4700665188470067,0.35294117647058826,0.4908616187989556
Metrics-Repo-2010,xerces-1.4.csv,331,213,118,0.6435045317220544,194,157,37,0.5861027190332326,0.7370892018779343,0.3135593220338983
JIRA-HA-2019,activemq-5.0.0.csv,1884,82,1802,0.0435244161358811,109,1,108,0.05785562632696391,0.012195121951219513,0.05993340732519423
JIRA-HA-2019,activemq-5.1.0.csv,1970,139,1831,0.07055837563451776,135,54,81,0.06852791878172589,0.38848920863309355,0.04423812124522119
JIRA-HA-2019,activemq-5.2.0.csv,2040,154,1886,0.07549019607843137,136,83,53,0.06666666666666667,0.538961038961039,0.028101802757158005
JIRA-HA-2019,activemq-5.3.0.csv,2367,142,2225,0.05999155048584706,35,31,4,0.014786649767638362,0.21830985915492956,0.0017977528089887641
JIRA-HA-2019,activemq-5.8.0.csv,3420,203,3217,0.05935672514619883,1,1,0,0.00029239766081871346,0.0049261083743842365,0.0
JIRA-HA-2019,camel-1.4.0.csv,1503,362,1141,0.24085163007318697,3,2,1,0.001996007984031936,0.0055248618784530384,0.0008764241893076249
JIRA-HA-2019,camel-2.10.0.csv,7880,311,7569,0.039467005076142134,140,84,56,0.017766497461928935,0.27009646302250806,0.007398599550799313
JIRA-HA-2019,camel-2.11.0.csv,8809,200,8609,0.0227040526734022,99,77,22,0.01123850607333409,0.385,0.00255546521082588
JIRA-HA-2019,camel-2.9.0.csv,7089,200,6889,0.028212723938496262,102,2,100,0.014388489208633094,0.01,0.014515894904920888
JIRA-HA-2019,derby-10.2.1.6.csv,1963,180,1783,0.09169638308711156,42,2,40,0.021395822720326033,0.011111111111111112,0.022434099831744252
JIRA-HA-2019,derby-10.3.1.4.csv,2206,157,2049,0.07116953762466002,56,23,33,0.025385312783318223,0.1464968152866242,0.016105417276720352
JIRA-HA-2019,derby-10.5.1.1.csv,2704,180,2524,0.06656804733727811,33,31,2,0.01220414201183432,0.17222222222222222,0.000792393026941363
JIRA-HA-2019,groovy-1.5.7.csv,756,80,676,0.10582010582010581,19,13,6,0.02513227513227513,0.1625,0.008875739644970414
JIRA-HA-2019,groovy-1.6.BETA1.csv,820,117,703,0.14268292682926828,28,13,15,0.03414634146341464,0.1111111111111111,0.021337126600284494
JIRA-HA-2019,groovy-1.6.BETA2.csv,883,103,780,0.11664779161947905,23,13,10,0.026047565118912798,0.1262135922330097,0.01282051282051282
JIRA-HA-2019,hbase-0.94.0.csv,1047,69,978,0.0659025787965616,0,0,0,0.0,0.0,0.0
JIRA-HA-2019,hbase-0.95.0.csv,1613,91,1522,0.056416615003099815,17,1,16,0.010539367637941723,0.01098901098901099,0.010512483574244415
JIRA-HA-2019,hbase-0.95.2.csv,1801,114,1687,0.06329816768461966,17,16,1,0.009439200444197668,0.14035087719298245,0.0005927682276229994
JIRA-HA-2019,hive-0.10.0.csv,1454,48,1406,0.033012379642365884,26,18,8,0.017881705639614855,0.375,0.005689900426742532
JIRA-HA-2019,hive-0.12.0.csv,2512,46,2466,0.018312101910828025,18,8,10,0.007165605095541401,0.17391304347826086,0.0040551500405515
JIRA-HA-2019,hive-0.9.0.csv,1319,49,1270,0.037149355572403335,14,0,14,0.01061410159211524,0.0,0.011023622047244094
JIRA-HA-2019,jruby-1.1.0.csv,723,161,562,0.22268326417704012,12,0,12,0.016597510373443983,0.0,0.021352313167259787
JIRA-HA-2019,jruby-1.4.0.csv,970,200,770,0.20618556701030927,78,20,58,0.08041237113402062,0.1,0.07532467532467532
JIRA-HA-2019,jruby-1.5.0.csv,1127,275,852,0.2440106477373558,78,53,25,0.06921029281277728,0.19272727272727272,0.029342723004694836
JIRA-HA-2019,jruby-1.7.0.preview1.csv,1551,162,1389,0.10444874274661509,9,8,1,0.005802707930367505,0.04938271604938271,0.0007199424046076314
JIRA-HA-2019,lucene-2.3.0.csv,803,159,644,0.1980074719800747,15,3,12,0.0186799501867995,0.018867924528301886,0.018633540372670808
JIRA-HA-2019,lucene-2.9.0.csv,1360,276,1084,0.20294117647058824,22,11,11,0.016176470588235296,0.03985507246376811,0.01014760147601476
JIRA-HA-2019,lucene-3.0.0.csv,1330,189,1141,0.14210526315789473,29,6,23,0.02180451127819549,0.031746031746031744,0.020157756354075372
JIRA-HA-2019,lucene-3.1.0.csv,1802,310,1492,0.17203107658157601,26,20,6,0.014428412874583796,0.06451612903225806,0.004021447721179625
JIRA-HA-2019,wicket-1.3.0.beta1.csv,1669,288,1381,0.1725584182144997,0,0,0,0.0,0.0,0.0
JIRA-HA-2019,wicket-1.3.0.beta2.csv,1760,305,1455,0.17329545454545456,0,0,0,0.0,0.0,0.0
JIRA-HA-2019,wicket-1.5.3.0.csv,2570,93,2477,0.03618677042801557,0,0,0,0.0,0.0,0.0
JIRA-RA-2019,activemq-5.0.0.csv,1884,293,1591,0.15552016985138004,233,99,134,0.12367303609341826,0.3378839590443686,0.0842237586423633
JIRA-RA-2019,activemq-5.1.0.csv,1970,154,1816,0.07817258883248732,282,50,232,0.1431472081218274,0.3246753246753247,0.1277533039647577
JIRA-RA-2019,activemq-5.2.0.csv,2040,219,1821,0.10735294117647058,272,111,161,0.13333333333333333,0.5068493150684932,0.08841295991213619
JIRA-RA-2019,activemq-5.3.0.csv,2367,258,2109,0.10899873257287707,170,73,97,0.07182087029995775,0.28294573643410853,0.04599336178283547
JIRA-RA-2019,activemq-5.8.0.csv,3420,206,3214,0.06023391812865497,13,2,11,0.003801169590643275,0.009708737864077669,0.003422526446795271
JIRA-RA-2019,camel-1.4.0.csv,1503,284,1219,0.18895542248835662,4,4,0,0.0026613439787092482,0.014084507042253521,0.0
JIRA-RA-2019,camel-2.10.0.csv,7880,230,7650,0.02918781725888325,131,60,71,0.0166243654822335,0.2608695652173913,0.009281045751633988
JIRA-RA-2019,camel-2.11.0.csv,8809,192,8617,0.021795890566466115,99,56,43,0.01123850607333409,0.2916666666666667,0.004990135778113032
JIRA-RA-2019,camel-2.9.0.csv,7089,199,6890,0.02807166031880378,78,13,65,0.011002962336013541,0.06532663316582915,0.009433962264150943
JIRA-RA-2019,derby-10.2.1.6.csv,1963,661,1302,0.336729495669893,163,125,38,0.08303616912888435,0.18910741301059,0.029185867895545316
JIRA-RA-2019,derby-10.3.1.4.csv,2206,669,1537,0.30326382592928375,281,165,116,0.1273798730734361,0.24663677130044842,0.07547169811320754
JIRA-RA-2019,derby-10.5.1.1.csv,2704,383,2321,0.14164201183431951,217,19,198,0.08025147928994082,0.04960835509138381,0.08530805687203792
JIRA-RA-2019,groovy-1.5.7.csv,756,26,730,0.03439153439153439,20,5,15,0.026455026455026454,0.19230769230769232,0.02054794520547945
JIRA-RA-2019,groovy-1.6.BETA1.csv,820,70,750,0.08536585365853659,19,9,10,0.023170731707317073,0.12857142857142856,0.013333333333333334
JIRA-RA-2019,groovy-1.6.BETA2.csv,883,76,807,0.08607021517553794,19,9,10,0.021517553793884484,0.11842105263157894,0.012391573729863693
JIRA-RA-2019,hbase-0.94.0.csv,1047,216,831,0.20630372492836677,0,0,0,0.0,0.0,0.0
JIRA-RA-2019,hbase-0.95.0.csv,1613,378,1235,0.23434593924364538,101,14,87,0.06261624302541847,0.037037037037037035,0.07044534412955465
JIRA-RA-2019,hbase-0.95.2.csv,1801,483,1318,0.2681843420322043,101,87,14,0.0560799555802332,0.18012422360248448,0.010622154779969651
JIRA-RA-2019,hive-0.10.0.csv,1454,175,1279,0.1203576341127923,68,36,32,0.04676753782668501,0.2057142857142857,0.02501954652071931
JIRA-RA-2019,hive-0.12.0.csv,2512,208,2304,0.08280254777070063,50,3,47,0.019904458598726114,0.014423076923076924,0.020399305555555556
JIRA-RA-2019,hive-0.9.0.csv,1319,249,1070,0.18877937831690675,43,29,14,0.032600454890068235,0.11646586345381527,0.013084112149532711
JIRA-RA-2019,jruby-1.1.0.csv,723,87,636,0.12033195020746888,4,0,4,0.005532503457814661,0.0,0.006289308176100629
JIRA-RA-2019,jruby-1.4.0.csv,970,180,790,0.18556701030927836,17,13,4,0.01752577319587629,0.07222222222222222,0.005063291139240506
JIRA-RA-2019,jruby-1.5.0.csv,1127,81,1046,0.07187222715173026,17,6,11,0.015084294587400177,0.07407407407407407,0.010516252390057362
JIRA-RA-2019,jruby-1.7.0.preview1.csv,1551,82,1469,0.052869116698903935,7,1,6,0.004513217279174726,0.012195121951219513,0.0040844111640571815
JIRA-RA-2019,lucene-2.3.0.csv,803,195,608,0.24283935242839352,10,9,1,0.012453300124533,0.046153846153846156,0.001644736842105263
JIRA-RA-2019,lucene-2.9.0.csv,1360,269,1091,0.19779411764705881,32,23,9,0.023529411764705882,0.08550185873605948,0.008249312557286892
JIRA-RA-2019,lucene-3.0.0.csv,1330,152,1178,0.11428571428571428,31,4,27,0.02330827067669173,0.02631578947368421,0.022920203735144314
JIRA-RA-2019,lucene-3.1.0.csv,1802,102,1700,0.05660377358490566,16,1,15,0.008879023307436182,0.00980392156862745,0.008823529411764706
JIRA-RA-2019,wicket-1.3.0.beta1.csv,1669,101,1568,0.06051527860994608,49,4,45,0.029358897543439184,0.039603960396039604,0.028698979591836735
JIRA-RA-2019,wicket-1.3.0.beta2.csv,1760,130,1630,0.07386363636363637,49,45,4,0.02784090909090909,0.34615384615384615,0.00245398773006135
JIRA-RA-2019,wicket-1.5.3.0.csv,2570,104,2466,0.04046692607003891,0,0,0,0.0,0.0,0.0
MA-SZZ-2020,zeppelin-0.5.0.csv,129,37,92,0.2868217054263566,6,4,2,0.046511627906976744,0.10810810810810811,0.021739130434782608
MA-SZZ-2020,zeppelin-0.5.5.csv,168,55,113,0.3273809523809524,9,6,3,0.05357142857142857,0.10909090909090909,0.02654867256637168
MA-SZZ-2020,zeppelin-0.5.6.csv,188,58,130,0.30851063829787234,9,3,6,0.047872340425531915,0.05172413793103448,0.046153846153846156
MA-SZZ-2020,zeppelin-0.6.0.csv,289,110,179,0.3806228373702422,21,13,8,0.0726643598615917,0.11818181818181818,0.0446927374301676
MA-SZZ-2020,zeppelin-0.6.1.csv,293,106,187,0.36177474402730375,21,10,11,0.07167235494880546,0.09433962264150944,0.058823529411764705
MA-SZZ-2020,zeppelin-0.6.2.csv,294,99,195,0.336734693877551,22,5,17,0.07482993197278912,0.050505050505050504,0.08717948717948718
MA-SZZ-2020,zeppelin-0.7.0.csv,409,109,300,0.2665036674816626,19,15,4,0.04645476772616137,0.13761467889908258,0.013333333333333334
MA-SZZ-2020,zeppelin-0.7.1.csv,410,99,311,0.24146341463414633,22,14,8,0.05365853658536585,0.1414141414141414,0.02572347266881029
MA-SZZ-2020,zeppelin-0.7.2.csv,411,97,314,0.2360097323600973,24,18,6,0.058394160583941604,0.18556701030927836,0.01910828025477707
MA-SZZ-2020,zeppelin-0.7.3.csv,413,86,327,0.20823244552058112,23,9,14,0.05569007263922518,0.10465116279069768,0.04281345565749235
MA-SZZ-2020,shiro-1.1.0.csv,381,24,357,0.06299212598425197,0,0,0,0.0,0.0,0.0
MA-SZZ-2020,shiro-1.2.0.csv,463,31,432,0.06695464362850972,1,1,0,0.0021598272138228943,0.03225806451612903,0.0
MA-SZZ-2020,shiro-1.2.1.csv,464,29,435,0.0625,1,1,0,0.0021551724137931034,0.034482758620689655,0.0
MA-SZZ-2020,shiro-1.2.2.csv,465,18,447,0.03870967741935484,1,0,1,0.002150537634408602,0.0,0.0022371364653243847
MA-SZZ-2020,shiro-1.2.3.csv,466,18,448,0.03862660944206009,1,0,1,0.002145922746781116,0.0,0.002232142857142857
MA-SZZ-2020,shiro-1.2.4.csv,466,18,448,0.03862660944206009,1,0,1,0.002145922746781116,0.0,0.002232142857142857
MA-SZZ-2020,shiro-1.2.5.csv,466,18,448,0.03862660944206009,1,0,1,0.002145922746781116,0.0,0.002232142857142857
MA-SZZ-2020,shiro-1.2.6.csv,466,18,448,0.03862660944206009,1,0,1,0.002145922746781116,0.0,0.002232142857142857
MA-SZZ-2020,shiro-1.3.0.csv,493,16,477,0.032454361054766734,1,0,1,0.002028397565922921,0.0,0.0020964360587002098
MA-SZZ-2020,shiro-1.3.1.csv,493,16,477,0.032454361054766734,1,0,1,0.002028397565922921,0.0,0.0020964360587002098
MA-SZZ-2020,maven-2.2.0.csv,318,16,302,0.050314465408805034,2,2,0,0.006289308176100629,0.125,0.0
MA-SZZ-2020,maven-2.2.1.csv,323,14,309,0.043343653250773995,2,0,2,0.006191950464396285,0.0,0.006472491909385114
MA-SZZ-2020,maven-3.0.0.csv,664,88,576,0.13253012048192772,5,4,1,0.007530120481927711,0.045454545454545456,0.001736111111111111
MA-SZZ-2020,maven-3.0.1.csv,667,82,585,0.12293853073463268,6,5,1,0.008995502248875561,0.06097560975609756,0.0017094017094017094
MA-SZZ-2020,maven-3.0.2.csv,678,77,601,0.11356932153392331,7,6,1,0.01032448377581121,0.07792207792207792,0.0016638935108153079
MA-SZZ-2020,maven-3.0.3.csv,679,67,612,0.09867452135493372,7,6,1,0.010309278350515464,0.08955223880597014,0.0016339869281045752
MA-SZZ-2020,maven-3.0.4.csv,681,65,616,0.09544787077826726,9,6,3,0.013215859030837005,0.09230769230769231,0.00487012987012987
MA-SZZ-2020,maven-3.0.5.csv,681,62,619,0.09104258443465492,9,3,6,0.013215859030837005,0.04838709677419355,0.009693053311793215
MA-SZZ-2020,maven-3.1.0.csv,702,65,637,0.09259259259259259,0,0,0,0.0,0.0,0.0
MA-SZZ-2020,maven-3.1.1.csv,703,65,638,0.09246088193456614,0,0,0,0.0,0.0,0.0
MA-SZZ-2020,flume-1.2.0.csv,272,87,185,0.31985294117647056,8,8,0,0.029411764705882353,0.09195402298850575,0.0
MA-SZZ-2020,flume-1.3.0.csv,370,117,253,0.3162162162162162,17,16,1,0.04594594594594595,0.13675213675213677,0.003952569169960474
MA-SZZ-2020,flume-1.3.1.csv,371,107,264,0.2884097035040431,18,11,7,0.04851752021563342,0.102803738317757,0.026515151515151516
MA-SZZ-2020,flume-1.4.0.csv,453,127,326,0.2803532008830022,27,27,0,0.059602649006622516,0.2125984251968504,0.0
MA-SZZ-2020,flume-1.5.0.csv,490,110,380,0.22448979591836735,35,33,2,0.07142857142857142,0.3,0.005263157894736842
MA-SZZ-2020,flume-1.5.1.csv,490,76,414,0.15510204081632653,35,1,34,0.07142857142857142,0.013157894736842105,0.0821256038647343
MA-SZZ-2020,flume-1.5.2.csv,490,76,414,0.15510204081632653,35,1,34,0.07142857142857142,0.013157894736842105,0.0821256038647343
MA-SZZ-2020,flume-1.6.0.csv,546,72,474,0.13186813186813187,0,0,0,0.0,0.0,0.0
MA-SZZ-2020,flume-1.7.0.csv,563,55,508,0.09769094138543517,0,0,0,0.0,0.0,0.0
MA-SZZ-2020,flume-1.8.0.csv,574,21,553,0.036585365853658534,0,0,0,0.0,0.0,0.0
MA-SZZ-2020,mahout-0.10.0.csv,1152,198,954,0.171875,1,1,0,0.0008680555555555555,0.005050505050505051,0.0
MA-SZZ-2020,mahout-0.11.0.csv,1157,200,957,0.17286084701815038,1,1,0,0.000864304235090752,0.005,0.0
MA-SZZ-2020,mahout-0.12.0.csv,1122,200,922,0.17825311942959002,1,1,0,0.00089126559714795,0.005,0.0
MA-SZZ-2020,mahout-0.13.0.csv,1126,186,940,0.16518650088809947,0,0,0,0.0,0.0,0.0
MA-SZZ-2020,mahout-0.4.csv,1027,300,727,0.2921129503407984,0,0,0,0.0,0.0,0.0
MA-SZZ-2020,mahout-0.5.csv,1097,283,814,0.25797629899726526,0,0,0,0.0,0.0,0.0
MA-SZZ-2020,mahout-0.6.csv,1267,333,934,0.2628255722178374,0,0,0,0.0,0.0,0.0
MA-SZZ-2020,mahout-0.7.csv,1130,304,826,0.26902654867256637,0,0,0,0.0,0.0,0.0
MA-SZZ-2020,mahout-0.8.csv,1265,314,951,0.2482213438735178,0,0,0,0.0,0.0,0.0
MA-SZZ-2020,mahout-0.9.csv,1168,268,900,0.22945205479452055,1,0,1,0.0008561643835616438,0.0,0.0011111111111111111
IND-JLMIV+R-2020,ant-ivy-1.4.1.csv,240,11,229,0.04583333333333333,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,ant-ivy-2.0.0.csv,352,50,302,0.14204545454545456,7,2,5,0.019886363636363636,0.04,0.016556291390728478
IND-JLMIV+R-2020,ant-ivy-2.1.0.csv,357,49,308,0.13725490196078433,7,4,3,0.0196078431372549,0.08163265306122448,0.00974025974025974
IND-JLMIV+R-2020,ant-ivy-2.2.0.csv,363,37,326,0.10192837465564739,2,1,1,0.005509641873278237,0.02702702702702703,0.003067484662576687
IND-JLMIV+R-2020,ant-ivy-2.3.0.csv,451,13,438,0.028824833702882482,3,1,2,0.0066518847006651885,0.07692307692307693,0.0045662100456621
IND-JLMIV+R-2020,ant-ivy-2.4.0.csv,474,17,457,0.035864978902953586,2,2,0,0.004219409282700422,0.11764705882352941,0.0
IND-JLMIV+R-2020,archiva-1.0.csv,429,6,423,0.013986013986013986,3,0,3,0.006993006993006993,0.0,0.0070921985815602835
IND-JLMIV+R-2020,archiva-1.1.csv,449,28,421,0.062360801781737196,5,3,2,0.011135857461024499,0.10714285714285714,0.004750593824228029
IND-JLMIV+R-2020,archiva-1.2.csv,433,19,414,0.04387990762124711,5,1,4,0.011547344110854504,0.05263157894736842,0.00966183574879227
IND-JLMIV+R-2020,archiva-1.3.csv,434,15,419,0.03456221198156682,5,5,0,0.01152073732718894,0.3333333333333333,0.0
IND-JLMIV+R-2020,archiva-2.0.csv,420,7,413,0.016666666666666666,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,archiva-2.1.csv,419,5,414,0.011933174224343675,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,archiva-2.2.csv,418,3,415,0.007177033492822967,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,calcite-1.0.0.csv,1075,178,897,0.1655813953488372,17,0,17,0.01581395348837209,0.0,0.0189520624303233
IND-JLMIV+R-2020,calcite-1.1.0.csv,1103,113,990,0.10244786944696282,21,1,20,0.019038984587488667,0.008849557522123894,0.020202020202020204
IND-JLMIV+R-2020,calcite-1.10.0.csv,1310,84,1226,0.06412213740458016,26,10,16,0.01984732824427481,0.11904761904761904,0.013050570962479609
IND-JLMIV+R-2020,calcite-1.11.0.csv,1331,80,1251,0.06010518407212622,20,15,5,0.015026296018031555,0.1875,0.003996802557953637
IND-JLMIV+R-2020,calcite-1.12.0.csv,1415,81,1334,0.05724381625441696,9,8,1,0.0063604240282685515,0.09876543209876543,0.0007496251874062968
IND-JLMIV+R-2020,calcite-1.13.0.csv,1275,53,1222,0.04156862745098039,3,3,0,0.002352941176470588,0.05660377358490566,0.0
IND-JLMIV+R-2020,calcite-1.14.0.csv,1308,53,1255,0.040519877675840976,2,2,0,0.0015290519877675841,0.03773584905660377,0.0
IND-JLMIV+R-2020,calcite-1.15.0.csv,1352,45,1307,0.03328402366863906,1,1,0,0.0007396449704142012,0.022222222222222223,0.0
IND-JLMIV+R-2020,calcite-1.2.0.csv,1108,126,982,0.11371841155234658,22,5,17,0.019855595667870037,0.03968253968253968,0.017311608961303463
IND-JLMIV+R-2020,calcite-1.3.0.csv,1115,112,1003,0.10044843049327354,22,8,14,0.019730941704035873,0.07142857142857142,0.013958125623130608
IND-JLMIV+R-2020,calcite-1.4.0.csv,1127,123,1004,0.10913930789707187,21,15,6,0.018633540372670808,0.12195121951219512,0.00597609561752988
IND-JLMIV+R-2020,calcite-1.5.0.csv,1176,103,1073,0.08758503401360544,13,4,9,0.011054421768707483,0.038834951456310676,0.008387698042870456
IND-JLMIV+R-2020,calcite-1.6.0.csv,1193,107,1086,0.08968985750209556,16,2,14,0.013411567476948869,0.018691588785046728,0.01289134438305709
IND-JLMIV+R-2020,calcite-1.7.0.csv,1252,128,1124,0.10223642172523961,18,8,10,0.01437699680511182,0.0625,0.008896797153024912
IND-JLMIV+R-2020,calcite-1.8.0.csv,1301,101,1200,0.07763259031514219,24,9,15,0.018447348193697154,0.0891089108910891,0.0125
IND-JLMIV+R-2020,calcite-1.9.0.csv,1310,90,1220,0.06870229007633588,23,6,17,0.017557251908396947,0.06666666666666667,0.013934426229508197
IND-JLMIV+R-2020,cayenne-3.0.0.csv,1708,44,1664,0.02576112412177986,3,0,3,0.001756440281030445,0.0,0.0018028846153846155
IND-JLMIV+R-2020,cayenne-3.1.0.csv,1578,19,1559,0.012040557667934094,3,3,0,0.0019011406844106464,0.15789473684210525,0.0
IND-JLMIV+R-2020,commons-bcel-5.0.csv,325,0,325,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-bcel-5.1.csv,334,0,334,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-bcel-5.2.csv,335,1,334,0.0029850746268656717,0,0,0,0.0,0.0,0.0
IND-JLMIV+R-2020,commons-bcel-6.0.csv,376,13,363,0.034574468085106384,1,0,1,0.0026595744680851063,0.0,0.0027548209366391185
IND-JLMIV+R-2020,commons-bcel-6.1.csv,378,10,368,0.026455026455026454,1,1,0,0.0026455026455026454,0.1,0.0
IND-JLMIV+R-2020,commons-bcel-6.2.csv,378,9,369,0.023809523809523808,1,1,0,0.0026455026455026454,0.1111111111111111,0.0
IND-JLMIV+R-2020,commons-beanutils-1.0.csv,3,0,3,0.0,0,0,0,0.0,,0.0
IND-JLMIV+R-2020,commons-beanutils-1.1.csv,4,0,4,0.0,0,0,0,0.0,,0.0
