@relation tika-1.9.arff

@attribute AvgWMC numeric
@attribute CCMax numeric
@attribute CDE numeric
@attribute CIE numeric
@attribute NTM numeric
@attribute SDMC numeric
@attribute WMC numeric
@attribute AvgSLOC numeric
@attribute NA numeric
@attribute NAIMP numeric
@attribute NCM numeric
@attribute NIM numeric
@attribute NLM numeric
@attribute NM numeric
@attribute NMIMP numeric
@attribute NMNpub numeric
@attribute Nmpub numeric
@attribute NumPara numeric
@attribute loc numeric
@attribute stms numeric
@attribute AID numeric
@attribute CLD numeric
@attribute DIT numeric
@attribute DP numeric
@attribute DPA numeric
@attribute DPD numeric
@attribute NMA numeric
@attribute NMI numeric
@attribute NMO numeric
@attribute NOA numeric
@attribute NOC numeric
@attribute NOD numeric
@attribute NOP numeric
@attribute PII numeric
@attribute SIX numeric
@attribute SP numeric
@attribute SPA numeric
@attribute SPD numeric
@attribute CBO numeric
@attribute DAC numeric
@attribute DACquote numeric
@attribute ICP numeric
@attribute IHICP numeric
@attribute NIHICP numeric
@attribute bug {TRUE,FALSE}

@data
2.0625,8,5.36902155876796,5.66261941009403,12,2.24913177693082,33,7.625,17,17,0,16,16,16,16,3,13,11,141,104,0,1,0,2,0,2,16,0,0,0,2,2,0,0.0,0.0,0,0,0,5,2,2,3,0,3,FALSE
1.0,1,2.50325833477565,2.00488616409184,3,0.0,3,3.3333333333333304,2,2,0,3,3,3,3,3,0,2,14,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
1.875,7,3.42353320984919,3.99605227402596,6,1.96452920568771,15,6.75,2,2,0,8,8,8,8,0,8,4,61,43,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,FALSE
0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
5.0,5,2.92192809488736,4.14291467335425,0,0.0,5,17.0,1,1,0,1,1,1,1,0,1,2,20,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,3,1,1,0,0,0,FALSE
0.0,0,1.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
0.0,0,2.58496250072116,2.3219280948873595,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
1.0,1,3.96900162987599,3.6413440569305897,9,0.0,9,5.0,7,7,0,9,9,9,9,0,9,7,55,32,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,FALSE
0.0,0,2.3219280948873595,2.0,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,FALSE
1.0,1,3.02716911844062,2.58496250072116,3,0.0,3,3.0,0,0,0,3,3,3,3,0,3,0,14,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
2.7,11,4.59340034860444,5.53717621586816,5,2.9342801502242404,27,12.0,7,7,0,10,10,10,10,4,6,7,129,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,7,3,3,16,0,16,FALSE
0.0,0,1.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
1.0,2,3.12192809488736,3.79465347354434,1,1.0,2,3.0,0,0,1,1,2,2,2,0,2,3,8,5,0,2,0,1,0,1,2,0,0,0,1,2,0,0.0,0.0,1,0,1,1,0,0,0,0,0,FALSE
3.55555555555556,6,4.48110212102916,6.0366508213093,0,1.6405358955814902,32,17.1111111111111,3,3,1,8,9,9,9,6,3,26,159,116,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,12,2,1,79,0,79,FALSE
5.75,10,4.00162916738782,5.7131097215426205,0,2.58602010819715,23,23.0,0,0,0,4,4,4,4,3,1,10,94,73,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
10.0,10,3.27761343681912,4.32862975067749,0,0.0,10,33.0,0,0,0,1,1,1,1,0,1,3,36,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,4,0,0,6,0,6,FALSE
0.0,0,3.0957952550009304,2.75,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
0.0,0,3.0957952550009304,3.27761343681912,1,0.0,0,2.0,0,0,0,1,1,1,1,0,1,3,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
1.0,1,2.94770277922009,2.72548055699787,1,0.0,1,3.0,0,0,0,1,1,1,1,0,1,2,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
0.0,0,2.92192809488736,3.27761343681912,1,0.0,0,2.0,0,0,0,1,1,1,1,0,1,3,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
0.0,0,2.92192809488736,2.75,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
0.0,0,3.0957952550009304,2.75,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
1.0,1,3.1699250014423104,4.30875135124717,1,0.0,1,10.0,0,0,0,1,1,1,1,0,1,4,13,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,5,0,0,18,0,18,FALSE
0.0,0,2.8073549220576,3.4182958340544904,1,0.0,0,2.0,0,0,0,1,1,1,1,0,1,4,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,0,0,0,FALSE
1.6666666666666698,2,3.52164063634332,4.46737292002772,1,0.471404520791032,5,9.0,18,0,0,3,3,18,3,2,1,6,29,17,1,1,1,0,0,0,3,15,0,1,2,2,1,0.125,0.0,0,0,0,3,0,0,7,5,2,FALSE
2.75,8,4.487122805397799,5.517011720017999,3,3.03108891324554,11,14.75,24,6,0,4,4,22,4,0,4,10,68,46,2,0,2,0,0,0,4,18,0,2,0,0,1,0.17777777777777806,0.0,1,1,0,10,2,2,32,24,8,FALSE
2.5,4,3.9572940290273295,5.967939289304169,2,1.25830573921179,15,13.833333333333302,3,3,1,5,6,6,6,3,3,7,88,67,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,7,3,3,8,0,8,FALSE
1.0,1,2.92192809488736,2.52164063634332,3,0.0,3,2.3333333333333304,2,0,0,3,3,7,3,0,3,1,11,5,1,0,1,2,2,0,1,4,2,1,0,0,1,0.19444444444444395,0.28571428571428603,0,0,0,0,0,0,2,2,0,FALSE
3.8,13,4.558562939644919,5.23868847149771,2,4.62168800331654,19,15.0,21,4,0,5,5,19,5,1,4,11,96,66,1,0,1,1,1,0,4,14,1,1,0,0,1,0.155555555555556,0.0526315789473684,0,0,0,4,4,3,14,8,6,FALSE
4.5,8,3.28103611255342,4.12819496414811,1,3.5,9,16.0,4,4,0,2,2,2,2,0,2,5,39,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,4,2,1,8,0,8,FALSE
1.2,2,3.78212222414531,4.82565319999203,4,0.4,6,5.4,3,3,0,5,5,5,5,1,4,3,35,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,6,3,3,12,0,12,FALSE
2.6666666666666696,5,3.66449777920046,4.73578082135646,1,1.6996731711976,8,12.333333333333302,19,2,0,3,3,17,3,1,2,6,41,29,1,0,1,1,1,0,2,14,1,1,0,0,1,0.133333333333333,0.0588235294117647,0,0,0,1,2,2,8,5,3,FALSE
4.0,7,4.37522237443792,4.749030842905509,1,3.0,8,14.5,4,4,0,2,2,2,2,0,2,5,42,28,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,5,4,4,8,0,8,FALSE
0.0,0,2.5,0.0,0,0.0,0,0.0,2,2,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,2,2,0,0,0,FALSE
5.33333333333333,12,3.8731406795131296,5.14320341554442,0,4.7140452079103214,16,19.6666666666667,1,1,3,0,3,3,3,0,3,9,67,45,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,0,0,FALSE
3.0,9,4.21366068968818,5.8590971354902806,3,3.46410161513775,12,19.0,23,5,0,4,4,22,4,0,4,9,84,59,2,0,2,0,0,0,4,18,0,2,0,0,1,0.17777777777777806,0.0,1,1,0,14,2,2,45,20,25,FALSE
6.5,18,3.5292830169449707,6.10133672969386,1,6.80073525436772,26,28.75,0,0,0,4,4,6,4,3,1,10,118,89,1,1,1,0,0,0,4,2,0,1,1,1,1,0.133333333333333,0.0,2,1,1,18,0,0,70,0,70,FALSE
4.66666666666667,7,3.90176125768048,5.87946983317413,0,1.6996731711976,14,19.3333333333333,10,10,0,3,3,3,3,2,1,7,71,54,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,9,10,1,62,0,62,FALSE
4.33333333333333,10,5.07705956759475,6.26720799969566,3,3.63623737154524,26,22.3333333333333,8,8,2,4,6,6,6,2,4,12,180,140,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,1,5,4,7,0,7,FALSE
11.0,16,3.2368573034220693,4.79743984795141,0,3.74165738677394,33,43.6666666666667,1,1,3,0,3,3,3,3,0,6,134,110,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,FALSE
5.82608695652174,41,6.86282256925904,6.776996266718202,9,8.76580398313238,134,25.347826086956506,27,27,4,19,23,23,23,20,3,27,922,674,0,0,0,0,0,0,23,0,0,0,0,0,0,0.0,0.0,0,0,0,35,20,6,122,0,122,FALSE
0.0,0,3.4352899579562903,2.3219280948873595,1,0.0,0,1.0,3,3,0,1,1,1,1,0,1,2,18,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
2.23529411764706,5,5.138971367553928,5.89237268142705,7,1.3074182806407602,38,9.0,7,7,4,13,17,17,17,2,15,24,180,116,0,0,0,0,0,0,17,0,0,0,0,0,0,0.0,0.0,0,0,0,3,5,3,5,0,5,FALSE
1.2,2,4.08259792301094,4.6939971696977585,4,0.4,6,5.4,3,3,0,5,5,5,5,0,5,7,32,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,3,3,2,6,0,6,FALSE
2.61290322580645,18,5.25716105005626,6.5363274394685495,20,3.40471607792484,81,11.258064516129,4,4,13,18,31,31,31,14,17,54,355,224,0,1,0,1,0,1,31,0,0,0,1,1,0,0.0,0.0,0,0,0,17,2,2,100,0,100,FALSE
1.875,7,3.53484861365085,5.10497921139738,6,1.96452920568771,15,8.125,2,2,1,7,8,8,8,3,5,18,70,38,1,0,1,0,0,0,8,0,0,1,0,0,1,0.148148148148148,0.0,0,0,0,8,2,2,14,0,14,FALSE
1.4,3,3.4790795706241697,4.22000875023507,4,0.8,7,5.0,3,3,0,5,5,5,5,0,5,6,30,21,0,1,0,2,0,2,5,0,0,0,2,2,0,0.0,0.0,0,0,0,3,2,2,3,0,3,FALSE
1.14285714285714,2,3.44351375344985,3.78121376893336,6,0.349927106111883,8,4.71428571428571,5,2,1,6,7,11,7,1,6,8,38,25,1,0,1,1,1,0,6,4,1,1,0,0,1,0.20952380952381,0.0909090909090909,0,0,0,3,1,1,18,5,13,FALSE
1.14285714285714,2,3.6234651896016494,3.93741630644738,6,0.349927106111883,8,5.0,5,2,1,6,7,11,7,1,6,8,40,25,1,0,1,1,1,0,6,4,1,1,0,0,1,0.20952380952381,0.0909090909090909,0,0,0,4,1,1,20,5,15,FALSE
0.0,0,3.1699250014423104,2.8073549220576,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,2,3,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,2,0,0,0,0,0,FALSE
1.0,1,3.02716911844062,2.94770277922009,1,0.0,1,4.0,1,1,0,1,1,1,1,0,1,2,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,1,0,0,0,FALSE
0.0,0,3.0,2.8073549220576,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
5.5454545454545485,17,4.3978597848205085,5.47884986592808,6,5.86768711385634,61,24.6363636363636,10,10,3,8,11,11,11,2,9,34,283,204,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,3,2,2,1,0,1,FALSE
2.6666666666666696,5,3.96900162987599,5.58841977857976,2,1.4907119849998602,16,16.3333333333333,4,2,0,6,6,14,6,2,4,13,104,66,1,0,1,0,0,0,6,8,0,1,0,0,1,0.14285714285714302,0.0,1,1,0,2,1,1,22,8,14,FALSE
3.0,5,3.72548055699787,4.16482898255988,2,2.0,12,14.5,5,5,0,4,4,4,4,1,3,7,66,66,1,0,1,2,2,0,2,0,2,1,0,0,1,0.444444444444444,0.5,0,0,0,0,0,0,0,0,0,FALSE
1.0,1,4.13294404498096,3.78697755481745,11,0.0,11,3.09090909090909,5,5,0,11,11,11,11,0,11,5,41,28,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,1,5,0,5,FALSE
6.0,11,3.33717534112308,4.4681985996717986,1,5.0,12,20.5,1,1,0,2,2,2,2,0,2,4,44,31,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,4,1,1,2,0,2,TRUE
2.0,4,3.37545882751064,4.33676606945955,2,1.4142135623731005,6,10.3333333333333,4,4,0,3,3,3,3,0,3,3,45,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,6,0,6,FALSE
1.3,2,3.99767027648762,4.01947141149554,7,0.458257569495584,13,5.9,2,2,0,10,10,10,10,2,8,6,63,47,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
0.0,0,1.52192809488736,1.0,2,0.0,0,1.0,0,0,0,2,2,2,2,0,2,2,4,3,0,1,0,2,0,2,2,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
2.0,6,4.49959762221029,5.898779523348451,5,1.8856180831641296,18,11.0,2,2,0,9,9,9,9,3,6,11,103,77,0,1,0,0,0,0,9,0,0,0,1,1,0,0.0,0.0,1,0,1,4,1,1,3,0,3,FALSE
3.0,3,3.0,3.48171457298607,0,0.0,3,10.0,0,0,0,1,1,1,1,0,1,2,12,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,4,0,4,FALSE
2.0,3,3.99468036840891,4.42899552716033,1,1.0,4,10.0,0,0,0,2,2,2,2,0,2,4,32,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,4,0,4,FALSE
0.0,0,3.58496250072116,3.75,2,0.0,0,2.0,0,0,0,2,2,2,2,0,2,5,6,3,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,3,0,0,0,0,0,FALSE
2.6666666666666696,23,5.12768348363125,6.5145970649524285,19,4.8102898965539405,64,10.875,11,11,3,21,24,24,24,6,18,32,278,173,0,0,0,0,0,0,24,0,0,0,0,0,0,0.0,0.0,0,0,0,9,9,4,25,0,25,FALSE
1.0,1,2.40666631674069,2.25,4,0.0,4,3.0,0,0,0,4,4,6,4,0,4,4,14,9,2,0,2,0,0,0,4,2,0,2,0,0,1,0.17777777777777806,0.0,0,0,0,0,0,0,10,10,0,FALSE
1.0,1,2.40666631674069,2.25,4,0.0,4,3.0,0,0,0,4,4,6,4,0,4,4,14,9,2,0,2,0,0,0,4,2,0,2,0,0,1,0.17777777777777806,0.0,0,0,0,0,0,0,10,10,0,FALSE
1.0,1,2.44643934467102,2.18670434591002,2,0.0,2,3.0,0,0,0,2,2,2,2,0,2,3,8,5,1,1,1,0,0,0,2,0,0,1,5,5,1,0.111111111111111,0.0,0,0,0,0,0,0,0,0,0,FALSE
0.0,0,2.8073549220576,3.3927474104487803,2,0.0,0,2.5,0,0,0,2,2,2,2,0,2,4,7,3,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,3,0,0,0,0,0,FALSE
0.0,0,2.0,1.58496250072116,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
0.0,0,2.3219280948873595,3.3927474104487803,2,0.0,0,2.0,0,0,0,2,2,2,2,0,2,5,6,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
0.0,0,3.0,2.8073549220576,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
1.2,2,5.33446199321683,4.983165788847679,4,0.4,6,5.4,3,3,0,5,5,5,5,0,5,8,70,43,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,12,0,0,19,0,19,FALSE
4.33333333333333,8,3.61687460595622,5.391361189961799,1,2.86744175568088,13,18.0,3,3,0,3,3,3,3,0,3,8,59,38,0,1,0,1,0,1,3,0,0,0,1,1,0,0.0,0.0,1,0,1,14,2,2,19,0,19,FALSE
2.0,3,3.25162916738782,3.77094242174854,1,1.0,4,7.0,1,1,0,2,2,2,2,0,2,1,18,12,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,2,1,1,0,0,0,FALSE
2.1666666666666696,4,4.38490438607343,4.96644445771651,2,1.06718737290547,13,11.333333333333302,5,5,0,6,6,6,6,4,2,8,78,55,1,0,1,0,0,0,6,0,0,1,0,0,1,0.14285714285714302,0.0,0,0,0,2,3,3,6,0,6,TRUE
2.6666666666666696,5,3.37878349348618,4.60867438111084,1,1.6996731711976,8,13.666666666666698,1,1,0,3,3,3,3,1,2,5,44,31,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,FALSE
1.52941176470588,4,5.2708454507883085,5.28751460635803,12,0.9150793638884732,26,7.294117647058821,13,13,0,17,17,17,17,4,13,33,139,102,0,0,0,0,0,0,17,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,0,0,FALSE
4.0,13,3.68385618977472,4.783044398617941,1,4.51663591625449,20,14.2,1,1,0,5,5,5,5,3,2,7,74,59,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,0,0,FALSE
3.6,7,4.90977166301313,6.29165807350812,0,1.74355957741627,36,18.6,7,7,2,8,10,10,10,6,4,13,195,133,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,17,7,7,24,0,24,FALSE
1.0,1,4.02346518960165,4.9434268308885585,4,0.0,4,7.0,1,1,2,2,4,4,4,1,3,7,32,21,1,0,1,0,0,0,4,0,0,1,0,0,1,0.133333333333333,0.0,0,0,0,0,1,1,0,0,0,FALSE
2.21428571428571,8,4.88161564197084,5.6037415971090185,8,2.20967261403686,31,8.357142857142861,8,7,0,14,14,15,14,2,12,16,129,85,1,0,1,0,0,0,14,1,0,1,0,0,1,0.155555555555556,0.0,1,1,0,7,3,3,30,0,30,FALSE
0.0,0,2.8073549220576,2.3219280948873595,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,2,3,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,0,0,0,0,0,0,FALSE
0.0,0,2.8073549220576,2.8073549220576,1,0.0,0,2.0,0,0,0,1,1,1,1,0,1,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
2.36363636363636,6,5.10950805835677,6.15272178559634,6,1.7721444263289,26,10.0,9,9,1,10,11,11,11,3,8,16,121,89,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,4,2,2,11,0,11,FALSE
1.5,2,3.92385618977472,3.95745130913763,2,0.5,6,7.5,4,4,0,4,4,4,4,0,4,6,38,28,1,0,1,0,0,0,4,0,0,1,0,0,1,0.133333333333333,0.0,0,0,0,1,2,2,0,0,0,FALSE
2.0,3,3.23890125660263,3.9760107890421,1,1.0,4,10.0,1,1,0,2,2,2,2,0,2,4,23,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,FALSE
1.0,1,3.08496250072116,2.75162916738782,3,0.0,3,3.0,1,1,0,3,3,3,3,0,3,2,13,8,1,0,1,0,0,0,3,0,0,1,0,0,1,0.125,0.0,0,0,0,0,0,0,0,0,0,FALSE
3.0,4,3.93213803975938,4.245968486199491,0,1.0,6,13.0,2,2,1,1,2,2,2,1,1,3,32,23,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,2,2,2,3,0,3,FALSE
2.0,2,2.58496250072116,2.52164063634332,0,0.0,2,7.0,0,0,0,1,1,1,1,0,1,1,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
0.0,0,2.3219280948873595,0.0,0,0.0,0,0.0,2,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,FALSE
1.5,2,2.25,3.74196278903791,1,0.5,3,6.0,1,1,0,2,2,2,2,0,2,5,15,9,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,1,1,1,3,0,3,FALSE
2.1111111111111103,5,4.9142140847507,5.5141912681899,5,1.4487116456005902,19,7.1111111111111125,5,5,1,8,9,9,9,2,7,18,79,51,1,0,1,0,0,0,9,0,0,1,0,0,1,0.15,0.0,0,0,0,1,4,3,6,0,6,FALSE
2.44444444444444,14,6.27541798039231,7.29233824197337,10,3.1308895119123,44,20.3333333333333,14,14,1,17,18,18,18,12,6,34,428,310,1,0,1,0,0,0,18,0,0,1,0,0,1,0.157894736842105,0.0,0,0,0,18,11,6,65,0,65,FALSE
1.0,1,2.52164063634332,2.12808527889139,2,0.0,2,3.0,0,0,0,2,2,15,2,0,2,1,9,5,2,0,2,0,0,0,2,13,0,2,0,0,1,0.148148148148148,0.0,1,1,0,1,0,0,2,2,0,FALSE
1.0,1,2.0,0.0,1,0.0,1,3.0,0,0,0,1,1,1,1,0,1,0,6,3,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,0,0,0,0,0,0,FALSE
1.5,2,4.00436418470814,4.14078982956028,5,0.5,15,4.8,1,1,0,10,10,23,10,0,10,6,55,38,2,0,2,0,0,0,10,13,0,2,0,0,1,0.202020202020202,0.0,2,2,0,0,0,0,15,15,0,FALSE
1.32142857142857,3,4.13424875265958,4.72267534716785,20,0.5380899704756911,37,6.392857142857139,1,1,28,0,28,28,28,0,28,38,188,132,0,0,0,0,0,0,28,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,6,0,6,FALSE
