relName,AvgWMC,CCMax,CDE,CIE,NTM,SDMC,WMC,AvgSLOC,NA,NAIMP,NCM,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,loc,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,PII,SIX,SP,SPA,SPD,CBO,DAC,DACquote,ICP,IHICP,NIHICP,bug,bugDensity
bindings\src\main\java\org\apache\wss4j\binding\wss10\TransformationParametersType.java,1.5,2,3.653756708287,3.18083298720544,1,0.5,3,4.5,2,2,0,2,2,2,2,0,2,0,15,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,2,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wss10\UsernameTokenType.java,1.16666666666667,2,4.70237853190881,3.97833358118526,5,0.37267799624996506,7,3.5,4,4,0,6,6,6,6,0,6,2,34,19,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,1,4,4,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wss11\EncryptedHeaderType.java,1.14285714285714,2,4.45919075661105,4.05159565567438,12,0.349927106111883,16,3.5714285714285694,7,7,0,14,14,14,14,0,14,7,71,40,0,0,0,0,0,0,14,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7,3,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wss11\ObjectFactory.java,1.0,1,3.97017552146434,3.40255428938457,7,0.0,7,2.85714285714286,4,4,0,7,7,7,7,0,7,4,30,18,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,2,4,1,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wss11\SignatureConfirmationType.java,1.0,1,3.81640271664439,2.41379956460568,4,0.0,4,3.0,2,2,0,4,4,4,4,0,4,2,21,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wssc\AbstractDerivedKeyTokenType.java,0.0,0,3.784941827437641,3.68418371977919,10,0.0,0,1.0,0,0,0,10,10,10,10,0,10,1,12,11,0,1,0,18,0,18,10,0,0,0,2,2,0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wssc\AbstractPropertiesType.java,0.0,0,2.0,1.58496250072116,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,0,3,2,0,1,0,2,0,2,1,0,0,0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wssc\AbstractSecurityContextTokenType.java,0.0,0,3.33467914105159,3.1887218755408697,4,0.0,0,1.0,0,0,0,4,4,4,4,0,4,1,6,5,0,1,0,8,0,8,4,0,0,0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wssc13\DerivedKeyTokenType.java,1.0,1,4.63657304116341,4.29959444502189,18,0.0,18,3.0,9,9,0,18,18,19,18,0,18,9,83,46,1,0,1,9,9,0,9,1,9,1,0,0,1,0.45,0.473684210526316,0,0,0,2,8,4,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wssc13\ObjectFactory.java,1.0,1,4.12118200742946,3.56864477888744,11,0.0,11,2.90909090909091,7,7,0,11,11,11,11,0,11,7,48,29,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,3,7,1,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wssc13\PropertiesType.java,2.0,2,2.92192809488736,2.1556390622295702,0,0.0,2,6.0,1,1,0,1,1,1,1,0,1,0,12,6,1,0,1,1,1,0,0,0,1,1,0,0,1,0.33333333333333304,1.0,0,0,0,0,1,1,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wssc13\SecurityContextTokenType.java,1.25,2,4.44554356815624,3.653756708287,3,0.43301270189221897,5,3.75,3,3,0,4,4,4,4,0,4,1,28,14,1,0,1,4,4,0,0,0,4,1,0,0,1,0.33333333333333304,1.0,0,0,0,0,3,3,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wssc200502\DerivedKeyTokenType.java,1.0,1,4.63657304116341,4.29959444502189,18,0.0,18,3.0,9,9,0,18,18,19,18,0,18,9,83,46,1,0,1,9,9,0,9,1,9,1,0,0,1,0.45,0.473684210526316,0,0,0,2,8,4,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wssc200502\ObjectFactory.java,1.0,1,4.12118200742946,3.56864477888744,11,0.0,11,2.90909090909091,7,7,0,11,11,11,11,0,11,7,48,29,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,3,7,1,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wssc200502\PropertiesType.java,2.0,2,2.92192809488736,2.1556390622295702,0,0.0,2,6.0,1,1,0,1,1,1,1,0,1,0,12,6,1,0,1,1,1,0,0,0,1,1,0,0,1,0.33333333333333304,1.0,0,0,0,0,1,1,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wssc200502\SecurityContextTokenType.java,1.25,2,4.44554356815624,3.653756708287,3,0.43301270189221897,5,3.75,3,3,0,4,4,4,4,0,4,1,28,14,1,0,1,4,4,0,0,0,4,1,0,0,1,0.33333333333333304,1.0,0,0,0,0,3,3,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wsu10\AbstractAttributedDateTime.java,1.0,2,3.72548055699787,2.7924812503605803,1,1.0,2,3.5,2,2,0,2,2,2,2,0,2,0,19,11,0,1,0,1,0,1,2,0,0,0,1,1,0,0.0,0.0,0,0,0,0,2,2,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wsu10\AttributedDateTime.java,1.0,1,4.073261473269279,3.00567859045668,5,0.0,5,3.0,5,3,0,5,5,6,5,0,5,2,28,14,1,0,1,1,1,0,4,1,1,1,0,0,1,0.3,0.166666666666667,0,0,0,0,3,2,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wsu10\AttributedURI.java,1.0,1,4.01650678924698,3.00567859045668,5,0.0,5,3.0,3,3,0,5,5,5,5,0,5,2,27,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,2,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wsu10\ObjectFactory.java,1.0,1,3.95148516335602,3.278212945841,7,0.0,7,2.85714285714286,3,3,0,7,7,7,7,0,7,3,28,17,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,3,3,1,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wsu10\TimestampType.java,1.125,2,4.708048150071232,4.10081687890858,7,0.33071891388307395,9,3.375,5,5,0,8,8,8,8,0,8,3,42,24,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,1,5,4,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\ConfigurationConstants.java,1.0,1,4.25524942168562,0.0,1,0.0,1,2.0,86,86,0,1,1,1,1,1,0,0,92,88,0,1,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0,0,0,0,0,86,1,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\EncryptionActionToken.java,1.0,1,3.4019495387197405,3.32323142879762,8,0.0,8,3.0,23,4,0,8,8,44,8,0,8,4,30,21,1,0,1,0,0,0,8,36,0,1,0,0,1,0.148148148148148,0.0,0,0,0,0,3,1,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\NamePasswordCallbackHandler.java,2.8,6,4.161313459010319,4.807223678212701,3,2.2271057451320098,14,8.2,6,6,0,5,5,5,5,2,3,9,51,40,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,0,6,3,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\SecurityActionToken.java,0.0,0,3.27761343681912,3.12192809488736,5,0.0,0,1.0,0,0,0,5,5,5,5,0,5,0,7,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\SignatureActionToken.java,1.0,1,3.24643934467102,3.00488616409184,6,0.0,6,3.0,22,3,0,6,6,42,6,0,6,3,23,16,1,0,1,0,0,0,6,36,0,1,0,0,1,0.14285714285714302,0.0,0,0,0,0,2,1,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\SignatureEncryptionActionToken.java,1.08333333333333,4,5.459894135045941,5.72311590277798,35,0.493006648591635,39,3.38888888888889,19,19,0,36,36,36,36,0,36,19,144,101,0,1,0,0,0,0,36,0,0,0,2,2,0,0.0,0.0,0,0,0,4,13,5,11,0,11,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\WSEncryptionPart.java,1.0,1,3.87454939037895,4.1445428385800405,17,0.0,17,3.3529411764705896,8,8,0,17,17,17,17,0,17,12,67,49,0,0,0,0,0,0,17,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7,2,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\WSS4JConstants.java,1.0,1,4.76858188594446,0.0,1,0.0,1,2.0,138,138,0,1,1,1,1,1,0,0,197,140,0,1,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0,0,0,0,0,138,1,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\WSSPolicyException.java,1.0,1,2.66353275480426,2.18670434591002,2,0.0,2,3.0,1,1,0,2,2,2,2,0,2,3,9,6,1,1,1,0,0,0,2,0,0,1,1,1,1,0.111111111111111,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\bsp\BSPEnforcer.java,1.33333333333333,3,3.98016940788076,3.9322795526100296,5,0.7453559924999301,8,4.33333333333333,3,3,0,6,6,6,6,0,6,5,31,19,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,3,2,2,6,0,6,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\bsp\BSPRule.java,1.0,1,7.276538694871348,1.75,4,0.0,4,1.5,153,153,0,4,4,4,4,1,3,2,160,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,153,2,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\cache\EHCacheManagerHolder.java,2.77777777777778,5,4.87650875672662,5.3574869169348,1,1.13311544746506,25,10.7777777777778,5,5,8,1,9,9,9,3,6,15,121,77,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,1,5,3,3,0,3,1,0.008264462809917356
ws-security-common\src\main\java\org\apache\wss4j\common\cache\EHCacheReplayCache.java,2.0,4,4.854346937661791,4.98039160670499,7,1.34839972492648,22,7.18181818181818,5,5,0,11,11,11,11,0,11,9,99,68,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,2,2,2,12,0,12,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\cache\EHCacheReplayCacheFactory.java,1.0,1,3.0,3.23890125660263,1,0.0,1,4.0,3,0,0,1,1,4,1,0,1,2,6,4,1,0,1,1,1,0,0,3,1,1,0,0,1,0.0833333333333333,0.25,0,0,0,2,0,0,6,3,3,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\cache\MemoryReplayCache.java,2.4,4,4.24172929667217,4.881512408930889,2,1.35646599662505,12,10.4,4,4,0,5,5,5,5,1,4,4,59,43,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,2,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\cache\MemoryReplayCacheFactory.java,1.0,1,3.0,2.8073549220576,1,0.0,1,3.0,3,0,0,1,1,4,1,0,1,2,5,3,1,0,1,1,1,0,0,3,1,1,0,0,1,0.0833333333333333,0.25,0,0,0,2,0,0,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\cache\ReplayCache.java,0.0,0,2.62581458369391,2.17095059445467,3,0.0,0,1.0,0,0,0,3,3,3,3,0,3,4,5,4,1,0,1,0,0,0,3,0,0,1,0,0,1,0.125,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\cache\ReplayCacheFactory.java,2.0,5,4.59340034860444,4.1595174807458,2,1.8708286933869696,8,6.5,3,3,2,2,4,4,4,1,3,4,41,26,0,1,0,2,0,2,4,0,0,0,2,2,0,0.0,0.0,0,0,0,4,2,2,3,0,3,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\crypto\AlgorithmSuite.java,1.26923076923077,2,4.74257628612868,5.20109734921584,19,0.4435600997950301,33,3.80769230769231,13,13,0,26,26,26,26,0,26,13,113,80,0,0,0,0,0,0,26,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7,1,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\crypto\AlgorithmSuiteValidator.java,2.53846153846154,6,4.10346518960165,5.67140990574908,1,1.33678055361406,33,13.923076923076902,2,2,0,13,13,13,13,0,13,13,186,89,0,0,0,0,0,0,13,0,0,0,0,0,0,0.0,0.0,0,0,0,3,2,2,37,0,37,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\crypto\CertificateStore.java,4.36363636363636,12,4.40819116087513,6.349292969688443,4,3.3103893556423905,48,19.727272727272698,11,2,0,11,11,25,11,4,7,21,222,132,1,0,1,0,0,0,11,14,0,1,0,0,1,0.152777777777778,0.0,0,0,0,4,2,2,61,28,33,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\crypto\Crypto.java,0.0,0,4.539353307580781,4.681866699340008,17,0.0,0,1.41176470588235,0,0,0,17,17,17,17,0,17,18,26,18,0,0,0,0,0,0,17,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\crypto\CryptoBase.java,2.35714285714286,7,5.26012022626239,6.062641682180718,7,1.7569105537498302,33,10.2857142857143,9,9,0,14,14,14,14,3,11,19,165,100,0,2,0,1,0,1,14,0,0,0,2,5,0,0.0,0.0,2,0,2,4,9,5,39,0,39,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\crypto\CryptoFactory.java,3.3333333333333304,9,3.74284086545353,5.2344870351986525,4,2.58198889747161,30,17.1111111111111,1,1,9,0,9,9,9,2,7,24,161,80,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,7,1,1,46,0,46,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\crypto\CryptoType.java,1.0,1,4.463259391858929,4.180840134843759,15,0.0,15,3.0,7,7,0,15,15,15,15,0,15,8,57,39,0,0,0,0,0,0,15,0,0,0,0,0,0,0.0,0.0,0,0,0,1,6,3,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\crypto\DERDecoder.java,2.25,5,4.13766779425536,3.92568425003377,2,1.1989578808281798,18,12.125,6,6,0,8,8,8,8,0,8,6,105,55,0,1,0,0,0,0,8,0,0,0,1,1,0,0.0,0.0,0,0,0,2,1,1,32,0,32,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\crypto\JasyptPasswordEncryptor.java,2.0,4,3.85635993091968,4.43890813871607,4,1.4142135623731005,12,7.66666666666667,4,4,0,6,6,6,6,0,6,10,53,35,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,1,4,4,10,0,10,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\crypto\Merlin.java,5.621621621621621,30,5.82178838118959,6.92262916761387,9,5.434381793585299,208,24.216216216216196,35,26,2,35,37,51,37,17,20,81,927,575,1,1,1,1,0,1,37,14,0,1,3,3,1,0.16228070175438594,0.0,2,2,0,7,22,5,169,35,134,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\crypto\MerlinDevice.java,10.0,28,4.04022392894185,5.79779204370685,2,12.727922061357901,30,48.3333333333333,37,2,0,3,3,39,3,0,3,7,151,95,2,0,2,1,1,0,2,36,1,2,0,0,1,0.49049049049049,0.0512820512820513,0,0,0,3,1,1,68,64,4,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\crypto\PasswordEncryptor.java,0.0,0,2.28103611255342,2.0,2,0.0,0,1.0,0,0,0,2,2,2,2,0,2,2,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\crypto\SantuarioUtil.java,1.0,1,1.5,2.0,2,0.0,2,2.5,0,0,1,1,2,2,2,1,1,0,7,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\crypto\ThreadLocalSecurityProvider.java,1.6666666666666698,2,5.14042792656578,4.67460391798556,7,0.471404520791032,35,6.19047619047619,5,5,5,16,21,21,21,2,19,10,146,94,1,0,1,0,0,0,21,0,0,1,0,0,1,0.15909090909090898,0.0,0,0,0,1,3,3,0,0,0,1,0.00684931506849315
ws-security-common\src\main\java\org\apache\wss4j\common\crypto\WSProviderConfig.java,3.3333333333333304,8,4.29383399132455,5.71130004802675,4,2.1343747458109497,40,17.5,3,3,11,1,12,12,12,4,8,19,216,137,0,0,0,0,0,0,12,0,0,0,0,0,0,0.0,0.0,0,0,0,3,1,1,3,0,3,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\crypto\WSS4JResourceBundle.java,2.0,3,3.9434651896016497,4.58785879829951,1,0.8164965809277259,6,10.3333333333333,3,3,0,3,3,3,3,1,2,4,39,21,1,0,1,0,0,0,3,0,0,1,0,0,1,0.125,0.0,0,0,0,0,3,2,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\crypto\X509SubjectPublicKeyInfo.java,2.0,3,2.59490661824394,4.0420843333813,1,0.8164965809277259,6,13.333333333333302,6,0,0,3,3,11,3,0,3,2,42,22,1,0,1,0,0,0,3,8,0,1,0,0,1,0.125,0.0,0,0,0,2,0,0,32,20,12,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\derivedKey\AlgoFactory.java,1.5,2,2.52164063634332,3.48171457298607,1,0.5,3,5.5,0,0,1,1,2,2,2,1,1,1,13,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,6,0,0,4,0,4,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\derivedKey\ConversationConstants.java,1.6666666666666698,2,4.438806387727981,3.375,1,0.471404520791032,5,5.33333333333333,33,33,2,1,3,3,3,1,2,2,76,46,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,24,2,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\derivedKey\DerivationAlgorithm.java,0.0,0,2.3219280948873595,2.58496250072116,1,0.0,0,2.0,0,0,0,1,1,1,1,0,1,4,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\derivedKey\DerivedKeyUtils.java,2.5,4,3.0957952550009304,4.40226471924325,1,1.5,5,12.0,0,0,1,1,2,2,2,1,1,7,26,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,5,0,0,2,0,2,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\derivedKey\P_SHA1.java,2.0,2,3.52164063634332,4.62172234188734,0,0.0,4,16.5,0,0,1,1,2,2,2,1,1,9,36,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,4,0,4,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\ext\Attachment.java,1.0,1,3.63041190917581,3.853368012072,9,0.0,9,3.0,4,4,0,9,9,9,9,0,9,6,33,23,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,3,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\ext\AttachmentRequestCallback.java,1.0,1,3.2866294867862003,2.94770277922009,4,0.0,4,3.0,2,2,0,4,4,4,4,0,4,2,16,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,2,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\ext\AttachmentResultCallback.java,1.0,1,3.1556390622295694,2.75,4,0.0,4,3.0,2,2,0,4,4,4,4,0,4,2,16,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,1,2,2,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\ext\WSPasswordCallback.java,1.0,1,4.85054582360889,4.36776973577254,14,0.0,14,3.21428571428571,18,18,0,14,14,14,14,0,14,11,67,50,0,0,0,0,0,0,14,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,3,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\ext\WSSecurityException.java,1.0,1,4.577955832094308,3.55853831570885,9,0.0,9,3.44444444444444,21,21,0,9,9,9,9,0,9,13,82,50,1,1,1,0,0,0,9,0,0,1,1,1,1,0.15,0.0,0,0,0,1,20,3,1,0,1,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\kerberos\KerberosClientAction.java,1.6666666666666698,3,3.62808527889139,3.7224385005302,2,0.942809041582063,5,7.0,4,4,0,3,3,3,3,0,3,6,28,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,2,3,3,9,0,9,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\kerberos\KerberosClientExceptionAction.java,3.6666666666666696,9,4.44122111020014,5.90522987522251,2,3.7712361663282494,11,23.6666666666667,17,17,0,3,3,3,3,0,3,13,90,57,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,3,10,3,10,0,10,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\kerberos\KerberosContext.java,2.0,6,4.26033260056988,3.98314494098158,4,1.58113883008419,16,6.125,5,5,0,8,8,8,8,0,8,4,57,39,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,3,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\kerberos\KerberosContextAndServiceNameCallback.java,1.0,1,3.49060156295072,3.24986776225629,8,0.0,8,3.0,4,4,0,8,8,8,8,0,8,4,30,21,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\kerberos\KerberosServiceAction.java,1.6666666666666698,3,3.63397407599716,3.80004461847901,2,0.942809041582063,5,7.33333333333333,4,4,0,3,3,3,3,0,3,6,29,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,2,2,2,9,0,9,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\kerberos\KerberosServiceContext.java,1.0,1,4.16501381606591,3.98476961870674,10,0.0,10,3.0,5,5,0,10,10,10,10,0,10,5,37,26,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,4,0,0,0,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\kerberos\KerberosServiceExceptionAction.java,5.5,10,4.25266640054216,5.92035468961578,1,4.5,11,32.0,17,17,0,2,2,2,2,0,2,6,83,55,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,3,11,1,14,0,14,0,0.0
ws-security-common\src\main\java\org\apache\wss4j\common\kerberos\KerberosTokenDecoder.java,0.0,0,3.1699250014423104,3.0,4,0.0,0,1.0,0,0,0,4,4,4,4,0,4,2,6,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0.0
