@relation zeppelin-0.7.0.arff

@attribute AvgWMC numeric
@attribute CCMax numeric
@attribute CDE numeric
@attribute CIE numeric
@attribute NTM numeric
@attribute SDMC numeric
@attribute WMC numeric
@attribute AvgSLOC numeric
@attribute NA. numeric
@attribute NAIMP numeric
@attribute NCM numeric
@attribute NIM numeric
@attribute NLM numeric
@attribute NM numeric
@attribute NMIMP numeric
@attribute NMNpub numeric
@attribute Nmpub numeric
@attribute NumPara numeric
@attribute loc numeric
@attribute stms numeric
@attribute AID numeric
@attribute CLD numeric
@attribute DIT numeric
@attribute DP numeric
@attribute DPA numeric
@attribute DPD numeric
@attribute NMA numeric
@attribute NMI numeric
@attribute NMO numeric
@attribute NOA numeric
@attribute NOC numeric
@attribute NOD numeric
@attribute NOP numeric
@attribute PII numeric
@attribute SIX numeric
@attribute SP numeric
@attribute SPA numeric
@attribute SPD numeric
@attribute CBO numeric
@attribute DAC numeric
@attribute DACquote numeric
@attribute ICP numeric
@attribute IHICP numeric
@attribute NIHICP numeric
@attribute bug {TRUE,FALSE}

@data
1.05,3,4.5489920905899,5.645427851432671,39,0.31224989991992,42,10.1,4,4,4,36,40,40,40,2,38,3,457,263,0,0,0,0,0,0,40,0,0,0,0,0,0,0.0,0.0,0,0,0,7,4,4,198,0,198,FALSE
1.0,1,4.75263319506584,6.19709907897094,19,0.0,19,7.84210526315789,5,5,0,19,19,19,19,2,17,2,176,123,0,0,0,0,0,0,19,0,0,0,0,0,0,0.0,0.0,0,0,0,5,5,5,33,0,33,FALSE
3.76190476190476,15,5.398983362351731,6.59505631601173,5,3.4765166187512304,79,16.190476190476197,20,14,0,21,21,49,21,13,8,36,380,249,1,0,1,5,5,0,16,28,5,1,0,0,1,0.27403446226975603,0.102040816326531,2,2,0,13,12,5,104,9,95,TRUE
1.0,1,2.40563906222957,2.25,2,0.0,2,3.0,0,0,0,2,2,2,2,0,2,2,8,5,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,0,0,0,0,0,0,FALSE
1.0,1,3.84594156533872,3.97587827345026,10,0.0,10,3.5,4,4,0,10,10,10,10,0,10,5,41,30,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,2,2,1,0,0,0,FALSE
1.0,1,3.1279868068776806,2.57355726227519,3,0.0,3,3.3333333333333304,2,2,0,3,3,3,3,0,3,2,15,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,1,2,2,0,0,0,FALSE
1.0,1,3.15759544889266,3.57848862593628,7,0.0,7,3.5714285714285694,5,5,0,7,7,7,7,0,7,5,32,24,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,2,0,0,0,FALSE
3.25,16,4.662901766825072,6.2993131130623,9,3.83242742918897,52,16.4375,6,6,0,16,16,16,16,9,7,39,278,150,0,0,0,0,0,0,16,0,0,0,0,0,0,0.0,0.0,0,0,0,6,5,2,59,0,59,TRUE
2.75,9,4.34238728793692,6.56617259883435,5,2.8613807855649,22,16.0,2,2,0,8,8,8,8,1,7,19,138,67,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,5,2,2,53,0,53,FALSE
1.6363636363636398,5,4.54524570296686,5.59483769656728,8,1.22643068756655,18,16.4545454545455,12,12,2,9,11,11,11,1,10,9,205,135,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,7,11,5,197,0,197,FALSE
1.7,9,5.32127598807146,5.41183630713826,8,2.49198715887542,17,5.5,9,3,0,10,10,38,10,1,9,11,97,70,1,2,1,5,5,0,5,28,5,1,1,2,1,0.322727272727273,0.131578947368421,4,1,3,8,3,3,37,2,35,FALSE
4.66666666666667,8,4.23221219626569,5.25807421326437,1,2.86744175568088,14,20.6666666666667,6,6,0,3,3,3,3,0,3,10,92,67,0,1,0,1,0,1,3,0,0,0,1,1,0,0.0,0.0,0,0,0,3,5,3,0,0,0,TRUE
3.928571428571431,14,4.89587310899941,6.0878149686105,6,3.95446015304754,55,12.714285714285701,15,6,0,14,14,50,14,6,8,17,230,179,2,1,2,3,2,1,12,36,2,2,1,1,1,0.222672064777328,0.08,4,4,0,8,6,4,50,10,40,TRUE
5.5,8,11.812767582931599,15.175024213131001,7,1.86602540378444,13,67.0,23,2,0,9,9,54,9,0,9,9,127,82,5,0,5,2,2,0,7,45,2,5,0,0,3,1.0770202020202,0.316666666666667,0,0,0,11,2,2,106,11,95,TRUE
2.76190476190476,14,5.77113814481534,7.105861511489249,7,2.82682325326778,58,12.285714285714299,13,7,1,20,21,47,21,10,11,15,274,195,1,0,1,7,7,0,14,26,7,1,0,0,1,0.273881673881674,0.14893617021276598,1,1,0,5,7,7,20,10,10,FALSE
1.0,1,3.653756708287,4.50243459882591,8,0.0,8,5.0,2,2,2,6,8,8,8,0,8,0,52,35,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,4,2,2,54,0,54,FALSE
2.0,7,5.47443246692896,6.108431139978499,11,1.5894388284780498,38,7.52631578947368,15,9,0,19,19,46,19,7,12,24,162,112,1,0,1,6,6,0,13,27,6,1,0,0,1,0.326479076479076,0.130434782608696,2,2,0,6,5,5,12,8,4,FALSE
1.0,1,4.10282742609841,5.98879604628566,11,0.0,11,7.0,1,1,1,10,11,11,11,2,9,4,95,66,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,5,1,1,38,0,38,FALSE
1.9,5,4.81008102052173,6.148731571717451,6,1.37477270848675,19,8.1,12,6,1,9,10,37,10,1,9,12,97,63,1,0,1,6,6,0,4,27,6,1,0,0,1,0.305050505050505,0.162162162162162,2,2,0,7,6,4,14,8,6,FALSE
1.0,1,3.79465347354434,4.44758008326646,5,0.0,5,5.8,2,2,1,4,5,5,5,0,5,0,37,27,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,4,2,2,24,0,24,FALSE
1.21428571428571,3,4.7469766470607,4.97143519017857,12,0.557874976850475,17,3.5,8,2,1,13,14,41,14,0,14,12,70,38,1,0,1,6,6,0,8,27,6,1,0,0,1,0.264309764309764,0.146341463414634,1,1,0,7,1,1,8,4,4,FALSE
2.0,4,4.5829005103651115,6.31417469624751,4,1.1952286093343898,14,14.5714285714286,23,5,0,7,7,51,7,2,5,13,112,71,3,0,3,1,1,0,6,44,1,3,0,0,1,0.555026455026455,0.0588235294117647,3,3,0,13,5,5,41,3,38,FALSE
1.625,3,4.83292334597596,5.66797791537138,5,0.85695682505013,13,9.5,18,3,0,8,8,45,8,2,6,10,86,46,2,1,2,2,1,1,7,37,1,2,1,1,1,0.203216374269006,0.0444444444444444,3,2,1,9,3,3,23,10,13,FALSE
2.64705882352941,8,5.4031049008804,6.898740510469941,7,1.99826914723094,45,11.117647058823499,15,9,0,17,17,42,17,7,10,12,208,150,1,0,1,8,8,0,9,25,8,1,0,0,1,0.314141414141414,0.19047619047619,0,0,0,8,9,6,27,11,16,TRUE
3.0,3,2.3219280948873595,3.5743577621291296,0,0.0,3,10.0,0,0,1,0,1,1,1,0,1,1,12,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,FALSE
2.44444444444444,8,4.81073466993935,5.65256668207824,5,2.16595429884644,22,10.1111111111111,12,6,0,9,9,38,9,0,9,12,107,70,1,0,1,4,4,0,5,29,4,1,0,0,1,0.345959595959596,0.105263157894737,4,4,0,8,6,5,12,6,6,TRUE
1.0,1,3.94770277922009,5.35162968474264,4,0.0,4,8.5,4,4,0,4,4,4,4,0,4,0,45,34,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,5,4,4,17,0,17,FALSE
1.0,1,4.03740119765411,5.534444307207612,4,0.0,4,9.0,4,4,0,4,4,4,4,0,4,0,47,37,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,6,4,4,25,0,25,FALSE
1.0,1,3.11583409216322,2.45680178177503,5,0.0,5,3.2,2,2,0,5,5,5,5,0,5,4,22,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,FALSE
3.29411764705882,15,5.75930215314539,7.36873324535199,10,3.48551128635895,112,15.029411764705904,39,33,0,34,34,61,34,18,16,54,559,391,1,0,1,6,6,0,28,27,6,1,0,0,1,0.332636711947057,0.0983606557377049,2,2,0,14,28,6,105,6,99,TRUE
1.15384615384615,2,4.258627498379,5.04596990144275,11,0.36080121229411,15,4.07692307692308,3,3,0,13,13,13,13,0,13,14,58,43,0,0,0,0,0,0,13,0,0,0,0,0,0,0.0,0.0,0,0,0,1,3,2,2,0,2,TRUE
3.375,9,5.05346287880892,6.0744124603652585,2,2.44629822384762,27,17.125,3,3,4,4,8,8,8,2,6,20,150,97,1,0,1,0,0,0,8,0,0,1,0,0,1,0.148148148148148,0.0,0,0,0,0,3,3,0,0,0,FALSE
2.5,3,3.23890125660263,4.514599150974231,0,0.5,5,15.5,1,1,2,0,2,2,2,0,2,4,34,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,FALSE
1.25,3,4.2816228853779,5.88566741606535,13,0.559016994374947,20,15.4375,2,2,2,14,16,16,16,3,13,6,263,213,1,0,1,0,0,0,16,0,0,1,0,0,1,0.156862745098039,0.0,0,0,0,14,2,2,232,0,232,TRUE
1.75,5,4.93011611659455,6.28318060391088,8,1.23322071557906,21,9.0,16,10,0,12,12,39,12,2,10,12,127,91,1,1,1,7,6,1,6,27,6,1,1,1,1,0.259018759018759,0.153846153846154,1,1,0,4,10,3,32,26,6,TRUE
6.0,6,19.3126490496633,19.9329350226969,30,0.0,30,23.9747474747475,17,1,1,29,30,66,30,1,29,14,149,78,3,0,3,1,1,0,29,36,1,3,0,0,2,0.6062312312312309,0.0526315789473684,0,0,0,8,1,1,19,2,17,TRUE
1.0,1,3.30869496956284,3.27761343681912,4,0.0,4,3.5,3,3,0,4,4,4,4,0,4,3,19,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,3,0,0,0,FALSE
1.0,1,2.75,3.71929452566698,2,0.0,2,5.5,0,0,0,2,2,2,2,0,2,0,13,10,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,1,0,0,0,0,0,FALSE
3.05,8,5.51304249837517,6.6611359275232696,6,2.26881026090769,61,15.35,24,18,2,18,20,48,20,10,10,27,348,239,1,1,1,6,5,1,15,28,5,1,1,1,1,0.273421717171717,0.104166666666667,3,3,0,9,16,8,44,5,39,FALSE
1.3636363636363602,4,5.4225719970358215,5.998451397796758,16,0.7100226978096958,30,5.5,14,14,0,22,22,22,22,7,15,4,143,99,1,0,1,0,0,0,22,0,0,1,0,0,1,0.159420289855072,0.0,0,0,0,1,12,7,0,0,0,FALSE
2.0,3,3.97057309581168,4.37362491854011,2,0.8944271909999159,10,9.2,1,1,0,5,5,5,5,2,3,5,49,32,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,FALSE
1.0,1,3.83659166810898,4.30489740600533,3,0.0,3,6.33333333333333,0,0,0,3,3,3,3,0,3,0,33,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,4,0,0,9,0,9,FALSE
1.0,1,2.5954618442383195,2.67566655818504,5,0.0,5,3.0,0,0,0,5,5,10,5,0,5,8,17,10,2,0,2,0,0,0,5,5,0,2,0,0,1,0.185185185185185,0.0,0,0,0,0,0,0,12,12,0,FALSE
2.76923076923077,10,5.840037297999199,6.77863752824435,13,2.9261117848631097,72,12.7307692307692,16,10,0,26,26,56,26,16,10,36,458,297,1,2,1,18,3,15,23,30,3,1,4,6,1,0.19002525252525304,0.0535714285714286,4,3,1,19,7,7,90,3,87,TRUE
1.0,1,2.5954618442383195,2.67566655818504,5,0.0,5,3.0,0,0,0,5,5,5,5,0,5,8,17,10,1,1,1,0,0,0,5,0,0,1,2,2,1,0.138888888888889,0.0,0,0,0,0,0,0,0,0,0,FALSE
1.0,1,2.75,2.25162916738782,2,0.0,2,3.0,16,0,0,2,2,45,2,0,2,1,9,5,3,0,3,1,1,0,1,43,1,3,0,0,1,0.132575757575758,0.0666666666666667,0,0,0,0,0,0,2,2,0,FALSE
1.25,2,3.26393342948563,4.0277190159211,3,0.43301270189221897,5,5.75,16,0,0,4,4,45,4,3,1,2,27,12,2,1,2,2,2,0,2,41,2,2,2,2,1,0.16365202411714,0.0888888888888889,0,0,0,2,0,0,18,16,2,FALSE
1.0,1,2.75,2.25162916738782,2,0.0,2,3.0,16,0,0,2,2,45,2,0,2,1,9,5,3,0,3,1,1,0,1,43,1,3,0,0,1,0.132575757575758,0.0666666666666667,0,0,0,0,0,0,2,2,0,FALSE
1.2,2,3.30370169605735,4.02366139317146,4,0.4,6,5.8,16,0,0,5,5,45,5,3,2,2,34,15,2,0,2,3,3,0,2,40,3,2,0,0,1,0.17140396210163694,0.133333333333333,0,0,0,2,0,0,25,23,2,FALSE
1.0,1,3.1556390622295694,2.8553885422075296,4,0.0,4,3.0,16,0,0,4,4,44,4,2,2,1,17,9,2,0,2,3,3,0,1,40,3,2,0,0,1,0.134366925064599,0.136363636363636,0,0,0,1,0,0,2,2,0,FALSE
2.90909090909091,8,4.5627231900885885,6.12992117403351,6,2.39144480690289,32,12.5454545454545,19,3,0,11,11,48,11,4,7,6,158,103,2,0,2,7,7,0,5,37,6,2,0,0,1,0.28725236864771697,0.25,3,3,0,14,1,1,82,39,43,TRUE
1.2,3,3.7486143945296,4.37612904038054,9,0.6,12,4.6,5,5,1,9,10,10,10,0,10,8,53,38,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,3,0,0,0,FALSE
1.0,1,1.92192809488736,1.5,1,0.0,1,3.0,0,0,0,1,1,6,1,0,1,1,5,3,2,0,2,0,0,0,1,5,0,2,0,0,1,0.111111111111111,0.0,0,0,0,0,0,0,2,2,0,FALSE
2.1,3,4.889199419023809,5.43283956929852,0,0.3,21,27.8,3,3,3,7,10,10,10,0,10,0,301,232,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,14,3,3,344,0,344,TRUE
1.0,1,2.8073549220576,3.12877842421977,2,0.0,2,23.0,1,1,0,2,2,2,2,0,2,0,51,26,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,10,0,10,TRUE
1.2,2,4.881832665522089,5.513109514278558,8,0.4,12,4.2,11,5,1,9,10,36,10,0,10,9,71,38,1,0,1,7,7,0,3,26,7,1,0,0,1,0.290945165945166,0.19444444444444395,1,1,0,11,4,2,19,4,15,FALSE
1.5,2,2.92192809488736,3.3082708345352594,1,0.5,3,6.0,1,1,0,2,2,2,2,0,2,2,16,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,FALSE
1.0,1,2.81507241011594,2.93120894891032,2,0.0,2,3.5,0,0,0,2,2,2,2,0,2,2,9,6,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,0,0,0,0,0,0,FALSE
1.33333333333333,2,3.72192809488736,4.23447955413374,2,0.471404520791032,4,7.66666666666667,3,3,1,2,3,3,3,0,3,2,29,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,1,0,0,0,FALSE
1.375,4,4.09473966305518,6.06293130933009,7,0.992156741649222,11,10.0,2,2,1,7,8,8,8,0,8,7,85,48,1,0,1,0,0,0,8,0,0,1,0,0,1,0.148148148148148,0.0,0,0,0,1,2,1,0,0,0,FALSE
1.6666666666666698,7,3.84441382957761,5.58958151947917,8,1.8856180831641296,15,9.44444444444444,1,1,1,8,9,9,9,0,9,7,89,45,1,0,1,0,0,0,9,0,0,1,0,0,1,0.15,0.0,0,0,0,2,1,1,4,0,4,FALSE
1.0,1,3.27761343681912,4.12323142879762,3,0.0,3,4.33333333333333,1,1,0,3,3,3,3,0,3,0,19,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,1,9,0,9,FALSE
1.06666666666667,2,4.019285186491509,4.35224799898813,14,0.249443825784929,16,16.8666666666667,2,2,0,15,15,15,15,0,15,0,272,79,0,0,0,0,0,0,15,0,0,0,0,0,0,0.0,0.0,0,0,0,3,2,2,149,0,149,FALSE
2.0,5,4.425141203232901,5.565728389237809,4,1.69030850945703,14,8.28571428571429,8,2,0,7,7,37,7,1,6,6,66,44,1,1,1,5,3,2,4,30,3,1,2,2,1,0.274747474747475,0.0810810810810811,1,1,0,6,2,2,15,2,13,FALSE
3.6,9,4.25775606412852,6.0292819729939815,3,3.3226495451672298,18,16.2,11,3,0,5,5,40,5,0,5,5,89,64,2,0,2,2,2,0,3,35,2,2,0,0,1,0.184684684684685,0.1,2,2,0,5,2,2,21,10,11,FALSE
4.0,16,4.34919177091504,6.2456598588842205,4,5.47722557505166,24,16.8333333333333,11,3,0,6,6,40,6,1,5,4,110,86,2,0,2,3,3,0,3,34,3,2,0,0,1,0.193693693693694,0.15,1,1,0,8,2,2,21,9,12,FALSE
1.0,1,4.37654260368246,4.18445011440902,11,0.0,11,2.45454545454545,3,3,0,11,11,11,11,0,11,18,41,20,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,2,0,0,0,FALSE
5.0,14,4.2183641295938,5.90464409809068,2,4.7169905660283,40,28.0,2,2,8,0,8,8,8,1,7,12,228,183,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,2,0,0,0,FALSE
1.0,1,3.64022392894185,4.82685821879692,4,0.0,4,20.5,2,2,0,4,4,4,4,1,3,1,89,70,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,5,2,2,78,0,78,FALSE
1.0,1,3.64022392894185,4.90155826569276,4,0.0,4,21.5,2,2,0,4,4,4,4,0,4,1,93,72,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,5,2,2,79,0,79,FALSE
1.25,2,3.85216872360328,5.24815682858139,3,0.43301270189221897,5,20.75,3,3,0,4,4,4,4,0,4,0,92,79,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,8,3,3,83,0,83,FALSE
2.42857142857143,12,5.7248327632060185,6.471734970083442,7,2.77010277566647,34,11.285714285714299,31,25,0,14,14,42,14,4,10,16,212,142,1,0,1,5,5,0,9,28,5,1,0,0,1,0.333838383838384,0.119047619047619,3,3,0,8,21,8,35,12,23,FALSE
3.125,8,5.05346287880892,6.14478834616832,3,2.26039266500314,25,16.625,3,3,4,4,8,8,8,2,6,20,146,95,1,0,1,0,0,0,8,0,0,1,0,0,1,0.148148148148148,0.0,0,0,0,0,3,3,0,0,0,FALSE
1.0,1,3.5012716238858803,5.53952045863196,12,0.0,12,11.083333333333302,2,2,0,12,12,12,12,0,12,0,149,119,1,0,1,0,0,0,12,0,0,1,0,0,1,0.153846153846154,0.0,0,0,0,6,2,2,89,0,89,FALSE
1.0,1,5.33588696057371,4.14710783414268,8,0.0,8,6.5,4,4,0,8,8,8,8,0,8,0,127,90,1,0,1,0,0,0,8,0,0,1,0,0,1,0.148148148148148,0.0,0,0,0,2,4,4,162,0,162,FALSE
2.0,12,5.06307852300138,6.31866544396024,19,2.14476105895272,60,8.93333333333333,21,15,7,23,30,57,30,15,15,26,292,210,1,0,1,6,6,0,24,27,6,1,0,0,1,0.27616161616161605,0.105263157894737,1,1,0,11,15,3,63,6,57,FALSE
1.7142857142857095,4,4.95817314251435,6.00600572877938,8,1.03015750727543,24,7.357142857142861,10,4,0,14,14,40,14,4,10,13,116,81,1,0,1,7,7,0,7,26,7,1,0,0,1,0.264159451659452,0.175,0,0,0,11,4,2,34,4,30,FALSE
2.0454545454545503,7,5.49129038345123,6.30276071699805,12,1.46092351636256,45,8.40909090909091,21,15,0,22,22,50,22,3,19,21,210,145,1,0,1,5,5,0,17,28,5,1,0,0,1,0.341245791245791,0.1,3,3,0,11,14,8,33,10,23,FALSE
1.44444444444444,4,4.35068478425551,4.91099950507853,7,0.955813918560292,13,5.77777777777778,8,2,0,9,9,37,9,0,9,6,62,41,1,0,1,5,5,0,4,28,5,1,0,0,1,0.183838383838384,0.135135135135135,1,1,0,6,2,2,14,8,6,FALSE
2.14285714285714,6,4.57960494175869,5.5713857633578,3,1.64130361329658,15,11.4285714285714,10,10,0,7,7,7,7,1,6,4,92,70,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,0,9,7,0,0,0,FALSE
1.0,1,3.88815450741941,5.72101340630537,8,0.0,8,9.375,2,2,0,8,8,8,8,2,6,0,85,51,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,10,2,2,45,0,45,FALSE
1.0,1,3.54659356429494,4.78788394548045,4,0.0,4,10.0,2,2,0,4,4,4,4,1,3,0,47,27,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,8,2,2,30,0,30,FALSE
1.0,1,3.72548055699787,4.650522463305981,5,0.0,5,12.4,3,3,0,5,5,5,5,0,5,0,72,58,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,12,3,3,109,0,109,FALSE
1.0,1,3.93172068798108,4.70042891187081,6,0.0,6,11.333333333333302,4,4,0,6,6,6,6,0,6,0,80,61,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,13,4,4,111,0,111,FALSE
1.35714285714286,3,4.98769635980823,6.25141978943923,10,0.610285981808395,19,10.6428571428571,5,5,1,13,14,14,14,4,10,7,165,131,0,0,0,0,0,0,14,0,0,0,0,0,0,0.0,0.0,0,0,0,6,5,4,96,0,96,FALSE
1.0,1,2.12808527889139,4.665052942804,3,0.0,3,14.666666666666698,0,0,0,3,3,3,3,0,3,0,49,36,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,6,0,0,59,0,59,FALSE
1.0,1,4.875292095685969,4.8380859643105305,19,0.0,19,3.21052631578947,7,1,0,19,19,37,19,0,19,13,85,45,1,0,1,15,15,0,4,18,15,1,0,0,1,0.44040404040404,0.40540540540540493,0,0,0,5,1,1,6,6,0,FALSE
1.0,1,4.875292095685969,4.8380859643105305,19,0.0,19,3.21052631578947,7,1,0,19,19,37,19,0,19,13,85,45,1,0,1,15,15,0,4,18,15,1,0,0,1,0.44040404040404,0.40540540540540493,0,0,0,5,1,1,6,6,0,FALSE
1.0,1,4.64824320591592,5.00621321649772,11,0.0,11,3.45454545454545,4,4,11,0,11,11,11,0,11,8,44,32,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,1,4,4,7,0,7,FALSE
2.9166666666666696,14,5.3130888177152,6.28721159306583,8,3.68461516157236,35,14.416666666666698,15,9,0,12,12,39,12,1,11,15,193,133,1,0,1,6,6,0,6,27,6,1,0,0,1,0.314574314574315,0.153846153846154,2,2,0,7,8,5,18,2,16,FALSE
1.5,5,4.118507780461741,5.32263725749642,8,1.2041594578792298,15,6.7,3,3,0,10,10,10,10,1,9,1,81,47,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,9,3,3,74,0,74,FALSE
1.125,2,4.02698683335929,5.153024185072571,7,0.33071891388307395,9,6.875,4,4,0,8,8,8,8,1,7,0,68,36,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,11,4,4,30,0,30,FALSE
1.6666666666666698,5,4.88827943209259,5.989826010502089,6,1.24721912892465,15,7.66666666666667,11,5,0,9,9,35,9,0,9,9,84,55,1,0,1,7,7,0,2,26,7,1,0,0,1,0.277056277056277,0.2,1,1,0,7,4,3,25,8,17,TRUE
3.0,3,3.27761343681912,4.37486059618544,0,0.0,3,20.0,1,1,1,0,1,1,1,0,1,3,23,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,0,0,TRUE
