className,loc,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bugDensity,type
org.apache.html.dom.HTMLBuilder,332,11,1,0,5,37,0,0,5,11,0.716666667,1.0,3,0.0,0.318181818,0,0,28.63636364,1,0.9091,1,0.006024096385542169,IL
org.apache.wml.dom.WMLRefreshElementImpl,28,5,4,0,3,8,10,0,3,5,2.0,0.0,0,0.953488372,0.6,1,4,4.6,1,0.8,1,0.07142857142857142,IL
org.apache.xerces.impl.dv.xs.InvalidDatatypeValueException,64,8,4,0,26,12,0,25,1,8,0.28571428600000004,1.0,0,0.818181818,0.4375,0,0,6.75,1,0.5,1,0.015625,NAN
org.apache.xerces.dom.DeferredElementNSImpl,118,4,4,0,6,20,0,1,6,1,0.666666667,0.5,0,0.962025316,0.5,3,11,28.0,6,2.0,1,0.05084745762711865,NON
org.w3c.dom.html.HTMLMenuElement,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.html.dom.HTMLTableColElementImpl,103,13,4,0,2,21,78,0,2,13,2.0,0.0,0,0.886792453,0.403846154,0,0,6.923076922999999,3,1.2308,1,0.019417475728155338,IL
org.apache.html.dom.HTMLDivElementImpl,19,3,4,0,2,7,3,0,2,3,2.0,0.0,0,0.979166667,0.666666667,0,0,5.333333333,1,0.6667,1,0.10526315789473684,IL
org.apache.xerces.dom.AttributeMap,719,12,2,0,6,50,24,1,6,5,2.0,0.0,0,0.52173913,0.321428571,1,9,58.91666667,10,3.1667,1,0.012517385257301807,NON
javax.xml.parsers.DocumentBuilder,100,12,1,1,0,22,66,0,0,11,2.0,0.0,0,0.0,0.23809523800000001,0,0,7.333333333,1,0.9167,0,0.0,NON
org.apache.xerces.impl.xs.identity.UniqueOrKey,18,2,2,0,9,3,1,8,1,1,1.0,0.0,0,1.0,1.0,0,0,6.5,0,0.0,1,0.05555555555555555,NAN
org.w3c.dom.html.HTMLFrameElement,16,16,1,0,0,16,120,0,0,16,2.0,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0,0.0,NON
org.apache.html.dom.HTMLFormElementImpl,102,18,4,0,3,25,153,0,3,18,0.9411764709999999,1.0,1,0.846846847,0.481481481,0,0,4.6111111110000005,2,1.0,1,0.029411764705882353,IL
org.apache.wml.WMLTdElement,2,2,1,0,2,2,1,1,1,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1,0.5,IL
org.apache.wml.dom.WMLTimerElementImpl,50,9,4,0,3,12,36,0,3,9,2.0,0.0,0,0.911111111,0.5555555560000001,1,5,4.555555556,1,0.8889,1,0.04,IL
org.apache.xerces.util.MessageFormatter,1,1,1,0,7,1,0,7,0,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,1.0,NAN
org.apache.wml.dom.WMLCardElementImpl,107,19,4,0,3,24,171,0,3,19,2.0,0.0,0,0.82,0.39473684200000003,1,6,4.6315789469999995,1,0.9474,1,0.018691588785046728,IL
org.apache.xerces.impl.XMLNamespaceBinder,814,32,1,0,16,80,0,2,14,29,0.850806452,1.0,6,0.0,0.184750733,0,0,23.9375,1,0.9063,1,0.007371007371007371,NAN
org.apache.xerces.impl.dv.dtd.DatatypeValidatorFactory,1,1,1,0,8,1,0,5,3,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,NAN
org.apache.xerces.dom3.as.DOMASException,13,1,4,0,5,2,0,5,0,1,2.0,0.0,0,1.0,1.0,0,0,7.0,0,0.0,1,0.07692307692307693,NAN
org.apache.html.dom.HTMLAnchorElementImpl,171,27,4,0,2,35,351,0,2,27,2.0,0.0,0,0.783333333,0.37962963,0,0,5.333333333,3,1.1111,1,0.011695906432748537,IL
org.apache.wml.dom.WMLUElementImpl,39,7,4,0,3,10,21,0,3,7,2.0,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,1,0.05128205128205128,IL
org.apache.xerces.impl.dv.dtd.StringDatatypeValidator,619,9,2,0,5,30,20,1,4,7,0.615384615,0.923076923,1,0.3,0.301587302,0,0,66.33333333,1,0.7778,1,0.0016155088852988692,NAN
org.w3c.dom.html.HTMLOptionElement,13,13,1,0,0,13,78,0,0,13,2.0,0.0,0,0.0,0.46153846200000004,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.impl.xs.util.XIntPool,41,3,1,0,2,5,1,1,1,2,1.0,1.0,1,0.0,0.75,0,0,12.0,3,1.0,1,0.024390243902439025,NAN
org.apache.html.dom.HTMLDirectoryElementImpl,17,3,4,0,2,6,3,0,2,3,2.0,0.0,0,0.979166667,0.5,0,0,4.666666667,1,0.6667,1,0.11764705882352941,IL
org.apache.xml.serialize.HTMLSerializer,1240,18,2,1,7,82,119,2,5,11,0.529411765,0.5,0,0.8235294120000001,0.20855615,1,8,67.77777778,2,0.7778,1,0.004032258064516129,NON
org.apache.xerces.util.EncodingMap,424,8,1,0,1,13,4,1,0,7,0.571428571,1.0,0,0.0,0.5,0,0,51.75,1,0.75,1,0.030660377358490566,NAN
org.apache.xerces.parsers.AbstractSAXParser,1328,44,3,1,17,131,588,1,16,39,0.925581395,1.0,7,0.5,0.101674641,3,6,28.84090909,2,1.0,1,0.010542168674698794,NAN
org.w3c.dom.html.HTMLHeadElement,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.html.dom.HTMLLinkElementImpl,105,19,4,0,2,24,171,0,2,19,2.0,0.0,0,0.8392857140000001,0.39473684200000003,0,0,4.526315789,1,0.9474,1,0.01904761904761905,IL
org.apache.html.dom.HTMLDocumentImpl,1017,34,3,0,59,83,541,55,9,29,0.96969697,0.8,5,0.7333333329999999,0.284848485,2,4,28.61764706,7,2.2059,1,0.00983284169124877,IL
org.apache.xerces.impl.dv.xs.AbstractDatatypeValidator,98,12,1,6,14,18,50,8,6,11,0.9363636359999999,0.9,4,0.0,0.25,0,0,6.333333333,1,0.9167,1,0.01020408163265306,NAN
org.apache.html.dom.HTMLOptionElementImpl,195,15,4,0,3,38,105,1,2,15,2.0,0.0,0,0.87037037,0.32,1,1,12.0,6,1.7333,1,0.010256410256410256,IL
org.apache.wml.WMLOptgroupElement,4,4,1,0,2,4,6,1,1,4,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1,0.25,IL
org.w3c.dom.html.HTMLFontElement,6,6,1,0,0,6,15,0,0,6,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.impl.dv.xs.AbstractNumericValidator,217,7,3,3,11,22,21,5,6,4,2.0,0.0,0,0.84375,0.333333333,0,0,30.0,1,0.7143,1,0.004608294930875576,NAN
org.apache.wml.WMLTemplateElement,6,6,1,0,2,6,15,1,1,6,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1,0.16666666666666666,IL
org.w3c.dom.events.EventTarget,3,3,1,0,0,3,3,0,0,3,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.util.ParserConfigurationSettings,195,10,1,1,3,21,19,1,2,8,0.488888889,1.0,1,0.0,0.35,0,0,18.0,4,1.4,1,0.005128205128205128,NAN
org.apache.xerces.impl.xs.SchemaGrammar,1159,25,1,0,57,66,190,18,39,17,0.901515152,0.409090909,14,0.0,0.136111111,0,0,44.48,3,1.08,1,0.015530629853321829,NAN
org.apache.wml.dom.WMLPrevElementImpl,28,5,4,0,3,8,10,0,3,5,2.0,0.0,0,0.953488372,0.6,1,4,4.6,1,0.8,1,0.07142857142857142,IL
org.apache.xerces.impl.dv.xs.DatatypeValidatorFactory,1,1,1,0,3,1,0,1,2,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,1.0,NAN
org.apache.xerces.xni.parser.XMLDTDFilter,0,0,1,0,3,0,0,1,2,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,inf,NAN
org.apache.xerces.impl.dv.xs.XSDatatypeException,20,5,3,2,2,7,10,2,0,5,2.0,0.0,0,0.944444444,0.6,0,0,3.0,1,0.2,1,0.05,NAN
org.apache.html.dom.HTMLParamElementImpl,52,9,4,0,2,13,36,0,2,9,2.0,0.0,0,0.9215686270000001,0.5555555560000001,1,1,4.777777778,1,0.8889,1,0.038461538461538464,IL
org.apache.xml.serialize.Printer,390,18,1,1,6,28,25,5,1,18,0.647058824,1.0,1,0.0,0.17901234600000002,0,0,20.22222222,1,0.9444,1,0.007692307692307693,NON
org.w3c.dom.html.HTMLLabelElement,5,5,1,0,0,5,10,0,0,5,2.0,0.0,0,0.0,0.7,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.impl.dv.xs.DateTimeValidator,1970,44,3,9,18,71,766,9,9,5,0.98089701,1.0,0,0.39130434799999997,0.193181818,1,6,43.13636364,20,2.5682,1,0.0005076142131979696,NAN
org.w3c.dom.html.HTMLInputElement,38,38,1,0,0,38,703,0,0,38,2.0,0.0,0,0.0,0.35526315799999997,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.xni.parser.XMLDocumentFilter,0,0,1,0,5,0,0,3,2,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,inf,NAN
org.apache.xerces.dom3.ls.DocumentLS,6,6,1,0,0,6,15,0,0,6,2.0,0.0,0,0.0,0.41666666700000005,0,0,0.0,1,1.0,0,0.0,NAN
org.apache.xerces.dom3.as.ASContentModel,16,11,1,0,5,11,55,2,3,11,1.1,0.0,0,0.0,0.327272727,0,0,0.0,1,1.0,1,0.0625,NAN
org.apache.xerces.jaxp.DocumentBuilderFactoryImpl,89,4,2,0,2,16,0,0,2,4,0.333333333,1.0,0,0.884615385,0.583333333,1,1,21.0,1,0.75,1,0.06741573033707865,NON
org.apache.wml.WMLIElement,2,2,1,0,2,2,1,1,1,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1,0.5,IL
org.apache.html.dom.HTMLParagraphElementImpl,17,3,4,0,2,6,3,0,2,3,2.0,0.0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,1,0.11764705882352941,IL
org.apache.xerces.impl.dv.xs.StateMessageDatatype,3,3,1,0,0,3,3,0,0,3,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,1,0.3333333333333333,NAN
org.apache.xerces.parsers.SAXParser,29,4,4,0,7,8,6,2,5,4,2.0,0.0,0,1.0,0.5,0,0,6.25,0,0.0,1,0.1724137931034483,NON
org.apache.xerces.dom3.as.DOMASWriter,1,1,1,0,3,1,0,1,2,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,4.0,NAN
org.xml.sax.helpers.XMLReaderFactory,102,3,1,0,0,14,3,0,0,2,2.0,0.0,0,0.0,0.333333333,0,0,33.0,1,0.6667,1,0.00980392156862745,IL
org.apache.xerces.dom.NodeImpl,531,63,1,3,22,79,1617,22,2,36,0.956575682,0.846153846,1,0.0,0.147619048,0,0,7.222222222,5,1.4127,1,0.030131826741996232,NON
org.apache.xerces.impl.dtd.models.CMUniOp,55,5,2,0,4,12,0,2,2,2,0.0,1.0,1,0.666666667,0.45,1,2,9.8,2,1.0,1,0.01818181818181818,NAN
org.apache.html.dom.HTMLCollectionImpl,366,9,1,0,9,22,18,7,2,3,1.028846154,0.153846154,1,0.0,0.317460317,0,0,38.22222222,17,4.6667,1,0.00546448087431694,IL
org.apache.xerces.dom.DeferredElementImpl,82,4,3,0,6,16,0,1,6,1,0.666666667,0.5,0,0.96,0.5,2,8,19.0,3,1.25,1,0.012195121951219513,NON
org.apache.xerces.dom.CDATASectionImpl,13,3,4,1,3,4,3,2,2,3,1.5,0.0,0,0.967741935,0.5555555560000001,1,4,3.0,1,0.6667,1,0.07692307692307693,NON
org.xml.sax.helpers.DefaultHandler,40,18,1,1,0,19,153,0,0,18,2.0,0.0,0,0.0,0.28571428600000004,0,0,1.222222222,1,0.9444,0,0.0,NON
org.apache.xerces.dom.DeferredNotationImpl,50,3,3,0,4,10,0,1,4,1,0.75,0.5,0,0.961538462,0.5555555560000001,2,3,15.0,1,0.6667,1,0.04,IL
org.xml.sax.DTDHandler,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.impl.dv.xs.UnionDatatypeValidator,537,10,2,0,13,35,0,3,10,8,0.37777777799999995,1.0,0,0.611111111,0.3,1,2,52.2,4,1.3,1,0.00186219739292365,NAN
org.apache.xerces.impl.dv.xs.InvalidDatatypeFacetException,64,8,4,0,16,12,0,15,1,8,0.28571428600000004,1.0,0,0.818181818,0.4375,0,0,6.75,1,0.5,1,0.015625,NAN
org.apache.xerces.dom3.ls.DOMBuilder,16,12,1,0,6,12,66,2,4,12,1.0909090909999999,0.0,0,0.0,0.23148148100000002,0,0,0.0,1,1.0,0,0.0,NAN
org.apache.wml.WMLEmElement,2,2,1,0,2,2,1,1,1,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1,0.5,IL
org.apache.html.dom.HTMLBRElementImpl,19,3,4,0,2,7,3,0,2,3,2.0,0.0,0,0.979166667,0.666666667,0,0,5.333333333,1,0.6667,1,0.10526315789473684,IL
org.apache.xerces.impl.dtd.XMLSimpleType,142,4,1,0,6,6,0,5,1,4,0.9649122809999999,0.0,1,0.0,0.35714285700000004,0,0,29.75,3,1.75,1,0.007042253521126761,NAN
org.w3c.dom.html.HTMLSelectElement,22,22,1,0,0,22,231,0,0,22,2.0,0.0,0,0.0,0.281818182,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.impl.validation.ValidationContext,7,7,1,0,22,7,21,22,0,7,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,NAN
org.apache.xerces.impl.dv.dtd.StatefullDatatypeValidator,3,3,1,0,5,3,3,4,1,3,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0,0.0,NAN
org.apache.xerces.util.URI,2031,42,1,0,3,67,375,2,1,29,0.780487805,1.0,0,0.0,0.22648083600000002,0,0,47.07142857,33,3.1429,1,0.0034465780403741997,NAN
org.apache.wml.dom.WMLIElementImpl,39,7,4,0,3,10,21,0,3,7,2.0,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,1,0.05128205128205128,IL
org.apache.xerces.impl.xs.models.CMBuilder,691,8,1,0,16,21,26,3,14,2,0.9285714290000001,1.0,3,0.0,0.3125,0,0,84.875,15,7.875,1,0.013024602026049204,NAN
org.apache.wml.dom.WMLPElementImpl,61,11,4,0,3,14,55,0,3,11,2.0,0.0,0,0.891304348,0.545454545,1,6,4.545454545,1,0.9091,1,0.03278688524590164,IL
org.apache.xerces.impl.xs.XSGroupDecl,16,1,1,0,4,2,0,3,1,1,2.0,0.0,1,0.0,1.0,0,0,12.0,0,0.0,1,0.4375,NAN
org.apache.xerces.impl.dtd.XMLDTDValidator,3681,66,1,0,38,230,489,1,37,49,0.933687003,1.0,25,0.0,0.116742081,0,0,53.45454545,11,1.5758,1,0.0035316490084216245,NAN
org.apache.xerces.impl.dtd.Grammar,3757,63,1,1,28,98,1703,6,22,27,0.933870968,0.98,10,0.0,0.095959596,0,0,57.84126984,28,3.2222,1,0.00026616981634282674,NAN
org.apache.xerces.impl.xpath.regex.RangeToken,2128,18,2,0,6,35,0,6,1,1,0.6806722690000001,0.14285714300000002,1,0.734375,0.36111111100000004,1,7,116.83333329999999,17,8.0,1,0.002349624060150376,NAN
javax.xml.parsers.FactoryConfigurationError,52,6,3,0,0,11,0,0,0,6,0.0,1.0,0,0.894736842,0.5555555560000001,1,1,7.5,3,0.6667,0,0.0,NON
org.w3c.dom.html.HTMLParamElement,8,8,1,0,0,8,28,0,0,8,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.impl.xs.identity.FieldActivator,3,3,1,0,6,3,3,3,3,3,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,1,1.0,NAN
org.apache.html.dom.HTMLImageElementImpl,151,27,4,0,2,33,351,0,2,27,2.0,0.0,0,0.783333333,0.38888888899999996,0,0,4.592592593,1,0.963,1,0.013245033112582781,IL
org.apache.xerces.xni.XMLDTDContentModelHandler,15,10,1,0,11,10,45,10,1,10,1.111111111,0.0,0,0.0,0.46666666700000003,0,0,0.0,1,1.0,1,0.06666666666666667,NAN
org.apache.wml.dom.WMLBigElementImpl,39,7,4,0,3,10,21,0,3,7,2.0,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,1,0.05128205128205128,IL
org.w3c.dom.html.HTMLQuoteElement,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.w3c.dom.html.HTMLLinkElement,18,18,1,0,0,18,153,0,0,18,2.0,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.impl.xs.traversers.XSDElementTraverser,706,6,2,0,22,48,5,2,21,0,0.933333333,0.666666667,2,0.666666667,0.375,1,2,116.16666670000001,52,10.3333,1,0.014164305949008499,NAN
org.apache.xerces.util.DefaultErrorHandler,104,6,1,0,4,19,13,1,3,5,0.0,1.0,0,0.0,0.625,0,0,16.16666667,3,1.0,1,0.009615384615384616,NAN
org.apache.xerces.impl.Version,14,3,1,0,0,5,1,0,0,2,0.5,0.0,0,0.0,0.5,0,0,3.333333333,1,0.3333,1,0.07142857142857142,NAN
org.apache.wml.dom.WMLBElementImpl,39,7,4,0,3,10,21,0,3,7,2.0,0.0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,1,0.05128205128205128,IL
org.xml.sax.SAXNotSupportedException,5,1,4,0,0,2,0,0,0,1,2.0,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0,0.0,IL
org.w3c.dom.html.HTMLObjectElement,35,35,1,0,0,35,595,0,0,35,2.0,0.0,0,0.0,0.37142857100000004,0,0,0.0,1,1.0,0,0.0,NON
org.w3c.dom.html.HTMLDocument,19,19,1,0,0,19,171,0,0,19,2.0,0.0,0,0.0,0.43859649100000003,0,0,0.0,1,1.0,0,0.0,NON
org.apache.wml.dom.WMLDoElementImpl,83,15,4,0,3,18,105,0,3,15,2.0,0.0,0,0.854166667,0.533333333,1,6,4.533333333,1,0.9333,1,0.024096385542168676,IL
org.apache.xerces.impl.dtd.XMLNotationDecl,29,3,1,0,2,4,1,2,0,3,0.5,0.0,0,0.0,0.666666667,0,0,7.666666667,1,0.6667,1,0.034482758620689655,NAN
org.apache.html.dom.HTMLAppletElementImpl,127,23,4,0,2,26,253,0,2,23,2.0,0.0,0,0.810344828,0.52173913,0,0,4.52173913,1,0.9565,1,0.015748031496062992,IL
org.apache.wml.WMLDOMImplementation,0,0,1,0,1,0,0,1,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,inf,IL
org.apache.xerces.impl.xpath.regex.Match,332,12,1,0,3,22,0,3,1,6,0.53030303,0.0,0,0.0,0.35,0,0,26.16666667,8,2.75,1,0.0030120481927710845,NAN
org.apache.xerces.impl.xs.models.XSCMLeaf,107,9,2,0,5,19,0,2,3,4,0.375,1.0,1,0.533333333,0.41666666700000005,1,2,10.66666667,2,1.2222,1,0.037383177570093455,NAN
org.apache.xerces.dom3.ls.DOMEntityResolver,1,1,1,0,2,1,0,1,1,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,NAN
org.apache.xerces.xni.parser.XMLDTDContentModelFilter,0,0,1,0,3,0,0,1,2,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,inf,NAN
org.w3c.dom.html.HTMLModElement,4,4,1,0,0,4,6,0,0,4,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.xni.XMLDocumentHandler,18,18,1,0,18,18,153,13,5,18,2.0,0.0,0,0.0,0.34259259299999995,0,0,0.0,1,1.0,1,0.05555555555555555,NAN
org.apache.xerces.dom.DOMImplementationImpl,157,6,1,2,6,19,13,4,3,5,0.8,0.0,1,0.0,0.533333333,0,0,25.0,20,4.5,1,0.03821656050955414,NON
org.w3c.dom.html.HTMLDOMImplementation,1,1,1,0,0,1,0,0,0,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,NON
org.w3c.dom.traversal.DocumentTraversal,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,NON
org.xml.sax.InputSource,75,14,1,0,0,15,81,0,0,14,0.876923077,1.0,0,0.0,0.39285714299999996,0,0,4.0,1,0.7143,0,0.0,IL
org.apache.html.dom.HTMLHeadElementImpl,17,3,4,0,2,6,3,1,2,3,2.0,0.0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,1,0.11764705882352941,IL
org.xml.sax.DocumentHandler,8,8,1,0,0,8,28,0,0,8,2.0,0.0,0,0.0,0.35416666700000005,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.impl.dv.dtd.InvalidDatatypeValueException,75,10,4,0,13,13,0,13,0,10,0.592592593,1.0,0,0.7692307690000001,0.425,0,0,6.2,1,0.6,0,0.0,NAN
