relName,bug
src/com/ecyrd/jspwiki/tags/WikiLinkTag.java,0
src/com/ecyrd/jspwiki/auth/WikiGroup.java,0
src/com/ecyrd/jspwiki/tags/PageNameTag.java,0
src/com/ecyrd/jspwiki/diff/ContextualDiffProvider.java,0
src/com/ecyrd/jspwiki/plugin/VotePlugin.java,0
src/com/ecyrd/jspwiki/plugin/UndefinedPagesPlugin.java,0
src/com/ecyrd/jspwiki/diff/DiffProvider.java,0
src/com/ecyrd/jspwiki/plugin/Search.java,0
src/com/ecyrd/jspwiki/plugin/IndexPlugin.java,0
src/com/ecyrd/jspwiki/auth/SettablePassword.java,0
src/com/ecyrd/jspwiki/auth/NamedGroup.java,0
src/com/ecyrd/jspwiki/tags/ContentTag.java,0
src/com/ecyrd/jspwiki/tags/LinkToParentTag.java,0
src/com/ecyrd/jspwiki/tags/ParentPageNameTag.java,0
src/com/ecyrd/jspwiki/htmltowiki/ForgetNullValuesLinkedHashMap.java,0
src/com/ecyrd/jspwiki/htmltowiki/HtmlStringToWikiTranslator.java,0
src/com/ecyrd/jspwiki/htmltowiki/PersistentMapDecorator.java,0
src/com/ecyrd/jspwiki/htmltowiki/PropertiesUtils.java,0
src/com/ecyrd/jspwiki/htmltowiki/WhitespaceTrimWriter.java,0
src/com/ecyrd/jspwiki/htmltowiki/XHtmlElementToWikiTranslator.java,0
src/com/ecyrd/jspwiki/htmltowiki/XHtmlToWikiConfig.java,0
src/com/ecyrd/jspwiki/providers/CachingAttachmentProvider.java,0
src/com/ecyrd/jspwiki/auth/permissions/WikiPermission.java,0
src/com/ecyrd/jspwiki/tags/InsertDiffTag.java,0
src/com/ecyrd/jspwiki/tags/TranslateTag.java,0
src/com/ecyrd/jspwiki/filters/FilterException.java,0
src/com/ecyrd/jspwiki/auth/AuthorizationManager.java,0
src/com/ecyrd/jspwiki/diff/TraditionalDiffProvider.java,0
src/com/ecyrd/jspwiki/providers/WikiAttachmentProvider.java,0
src/com/ecyrd/jspwiki/tags/CheckRequestContextTag.java,0
src/com/ecyrd/jspwiki/tags/PageExistsTag.java,0
src/com/ecyrd/jspwiki/tags/PageVersionTag.java,0
src/com/ecyrd/jspwiki/atom/AtomAPIServlet.java,0
src/com/ecyrd/jspwiki/tags/SearchResultIteratorInfo.java,0
src/com/ecyrd/jspwiki/SearchResultComparator.java,0
src/com/ecyrd/jspwiki/plugin/TableOfContents.java,0
src/com/ecyrd/jspwiki/auth/permissions/CommentPermission.java,0
src/com/ecyrd/jspwiki/tags/WikiBodyTag.java,0
src/com/ecyrd/jspwiki/providers/AbstractFileProvider.java,0
src/com/ecyrd/jspwiki/dav/WikiDavServlet.java,0
src/com/ecyrd/jspwiki/url/ShortViewURLConstructor.java,0
src/com/ecyrd/jspwiki/dav/items/AttachmentItem.java,0
src/com/ecyrd/jspwiki/dav/items/DirectoryItem.java,0
src/com/ecyrd/jspwiki/dav/items/HTMLPageDavItem.java,0
src/com/ecyrd/jspwiki/dav/items/PageDavItem.java,0
src/com/ecyrd/jspwiki/dav/methods/PropFindMethod.java,0
src/com/ecyrd/jspwiki/tags/FeedDiscoveryTag.java,0
src/com/ecyrd/jspwiki/rss/RSS10Feed.java,0
src/com/ecyrd/jspwiki/rss/RSSGenerator.java,0
src/com/ecyrd/jspwiki/TextUtil.java,0
src/com/ecyrd/jspwiki/auth/permissions/EditPermission.java,0
src/com/ecyrd/jspwiki/WikiServlet.java,0
src/com/ecyrd/jspwiki/tags/HistoryIteratorInfo.java,0
src/com/ecyrd/jspwiki/util/FormUtil.java,0
src/com/ecyrd/jspwiki/forms/FormSelect.java,0
src/com/ecyrd/jspwiki/acl/AccessControlList.java,0
src/com/ecyrd/jspwiki/dav/items/AttachmentDirectoryItem.java,0
src/com/ecyrd/jspwiki/tags/PageInfoLinkTag.java,0
src/com/ecyrd/jspwiki/HeadingListener.java,0
src/com/ecyrd/jspwiki/WikiContext.java,0
src/com/ecyrd/jspwiki/providers/RepositoryModifiedException.java,0
src/com/ecyrd/jspwiki/tags/HistoryIteratorTag.java,0
src/com/ecyrd/jspwiki/xmlrpc/AbstractRPCHandler.java,0
src/com/ecyrd/jspwiki/TranslatorReader.java,0
src/com/ecyrd/jspwiki/tags/TemplateDirTag.java,0
src/com/ecyrd/jspwiki/auth/UserManager.java,0
src/com/ecyrd/jspwiki/providers/RCSFileProvider.java,0
src/com/ecyrd/jspwiki/InternalWikiException.java,0
src/com/ecyrd/jspwiki/dav/DavContext.java,0
src/com/ecyrd/jspwiki/forms/FormHandler.java,0
src/com/ecyrd/jspwiki/forms/FormInfo.java,0
src/com/ecyrd/jspwiki/forms/FormSet.java,0
src/com/ecyrd/jspwiki/providers/WikiPageProvider.java,0
src/com/ecyrd/jspwiki/WikiEngine.java,1
src/com/ecyrd/jspwiki/auth/permissions/ViewPermission.java,0
src/com/ecyrd/jspwiki/filters/SpamFilter.java,0
src/com/ecyrd/jspwiki/tags/EditorTag.java,0
src/com/ecyrd/jspwiki/auth/WikiSecurityException.java,0
src/com/ecyrd/jspwiki/auth/KnownGroup.java,0
src/com/ecyrd/jspwiki/tags/RSSLinkTag.java,0
src/com/ecyrd/jspwiki/Release.java,0
src/com/ecyrd/jspwiki/rss/Entry.java,0
src/com/ecyrd/jspwiki/WikiException.java,0
src/com/ecyrd/jspwiki/QueryItem.java,0
src/com/ecyrd/jspwiki/StringTransmutator.java,0
src/com/ecyrd/jspwiki/util/HttpUtil.java,0
src/com/ecyrd/jspwiki/LinkCollector.java,0
src/com/ecyrd/jspwiki/attachment/AttachmentServlet.java,0
src/com/ecyrd/jspwiki/WikiProvider.java,0
src/com/ecyrd/jspwiki/filters/FilterManager.java,0
src/com/ecyrd/jspwiki/auth/permissions/CreatePermission.java,0
src/com/ecyrd/jspwiki/filters/PingWeblogsComFilter.java,0
src/com/ecyrd/jspwiki/auth/AllGroup.java,0
src/com/ecyrd/jspwiki/plugin/InitializablePlugin.java,0
src/com/ecyrd/jspwiki/tags/NextVersionTag.java,0
src/com/ecyrd/jspwiki/tags/PreviousVersionTag.java,0
src/com/ecyrd/jspwiki/providers/CachingProvider.java,0
src/com/ecyrd/jspwiki/tags/UserCheckTag.java,0
src/com/ecyrd/jspwiki/tags/PermissionTag.java,0
src/com/ecyrd/jspwiki/filters/RedirectException.java,0
src/com/ecyrd/jspwiki/tags/EditorAreaTag.java,0
src/com/ecyrd/jspwiki/PageLock.java,0
src/com/ecyrd/jspwiki/tags/AttachmentsIteratorInfo.java,0
src/com/ecyrd/jspwiki/tags/HasAttachmentsTag.java,0
src/com/ecyrd/jspwiki/tags/CheckLockInfo.java,0
src/com/ecyrd/jspwiki/plugin/PluginManager.java,0
src/com/ecyrd/jspwiki/attachment/Attachment.java,0
src/com/ecyrd/jspwiki/tags/CheckLockTag.java,0
src/com/ecyrd/jspwiki/NoSuchVariableException.java,0
src/com/ecyrd/jspwiki/SearchMatcher.java,0
src/com/ecyrd/jspwiki/TemplateManager.java,0
src/com/ecyrd/jspwiki/acl/AclImpl.java,0
src/com/ecyrd/jspwiki/auth/NoSuchPrincipalException.java,0
src/com/ecyrd/jspwiki/auth/PasswordExpiredException.java,0
src/com/ecyrd/jspwiki/auth/UndefinedPrincipal.java,0
src/com/ecyrd/jspwiki/auth/WikiAuthenticator.java,0
src/com/ecyrd/jspwiki/forms/FormClose.java,0
src/com/ecyrd/jspwiki/forms/FormElement.java,0
src/com/ecyrd/jspwiki/forms/FormInput.java,0
src/com/ecyrd/jspwiki/forms/FormTextarea.java,0
src/com/ecyrd/jspwiki/plugin/Denounce.java,0
src/com/ecyrd/jspwiki/plugin/ListLocksPlugin.java,0
src/com/ecyrd/jspwiki/plugin/UnusedPagesPlugin.java,0
src/com/ecyrd/jspwiki/tags/BaseURLTag.java,0
src/com/ecyrd/jspwiki/tags/IfNoSearchResultsTag.java,0
src/com/ecyrd/jspwiki/tags/IteratorTag.java,0
src/com/ecyrd/jspwiki/tags/PageSizeTag.java,0
src/com/ecyrd/jspwiki/tags/SearchResultIteratorTag.java,0
src/com/ecyrd/jspwiki/tags/SearchResultsSizeTag.java,0
src/com/ecyrd/jspwiki/tags/SearchResultsTag.java,0
src/com/ecyrd/jspwiki/tags/ContentEncodingTag.java,0
src/com/ecyrd/jspwiki/auth/modules/WikiDatabase.java,0
src/com/ecyrd/jspwiki/providers/NoSuchVersionException.java,0
src/com/ecyrd/jspwiki/util/BlogUtil.java,0
src/com/ecyrd/jspwiki/tags/NoSuchPageTag.java,0
src/com/ecyrd/jspwiki/plugin/WikiPlugin.java,0
src/com/ecyrd/jspwiki/dav/items/DavItemFactory.java,0
src/com/ecyrd/jspwiki/plugin/AbstractReferralPlugin.java,0
src/com/ecyrd/jspwiki/filters/BasicPageFilter.java,0
src/com/ecyrd/jspwiki/tags/AuthorTag.java,0
src/com/ecyrd/jspwiki/SearchResult.java,0
src/com/ecyrd/jspwiki/providers/ProviderException.java,0
src/com/ecyrd/jspwiki/dav/DavUtil.java,0
src/com/ecyrd/jspwiki/dav/WebdavServlet.java,0
src/com/ecyrd/jspwiki/dav/items/DavItem.java,0
src/com/ecyrd/jspwiki/dav/items/TopLevelDavItem.java,0
src/com/ecyrd/jspwiki/dav/methods/DavMethod.java,0
src/com/ecyrd/jspwiki/dav/methods/GetMethod.java,0
src/com/ecyrd/jspwiki/dav/methods/PropPatchMethod.java,0
src/com/ecyrd/jspwiki/plugin/ReferringPagesPlugin.java,0
src/com/ecyrd/jspwiki/ReferenceManager.java,0
src/com/ecyrd/jspwiki/tags/RSSCoffeeCupLinkTag.java,0
src/com/ecyrd/jspwiki/tags/RSSImageLinkTag.java,0
src/com/ecyrd/jspwiki/filters/ProfanityFilter.java,0
src/com/ecyrd/jspwiki/filters/PageFilter.java,0
src/com/ecyrd/jspwiki/forms/FormOpen.java,0
src/com/ecyrd/jspwiki/VariableManager.java,0
