relName,className,version,filePath,bug,type
src\java\org\apache\lucene\index\SegmentMerger.java,org.apache.lucene.index.SegmentMerger,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentMerger.java,1.0,NON
src\java\org\apache\lucene\index\SegmentReader.java,org.apache.lucene.index.SegmentReader,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentReader.java,1.0,NON
src\java\org\apache\lucene\index\SegmentTermDocs.java,org.apache.lucene.index.SegmentTermDocs,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentTermDocs.java,1.0,NON
src\java\org\apache\lucene\index\SegmentTermEnum.java,org.apache.lucene.index.SegmentTermEnum,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentTermEnum.java,1.0,NON
src\java\org\apache\lucene\index\SegmentTermPositionVector.java,org.apache.lucene.index.SegmentTermPositionVector,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentTermPositionVector.java,1.0,NON
src\java\org\apache\lucene\index\SegmentTermPositions.java,org.apache.lucene.index.SegmentTermPositions,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentTermPositions.java,1.0,NON
src\java\org\apache\lucene\index\SegmentTermVector.java,org.apache.lucene.index.SegmentTermVector,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\SegmentTermVector.java,0.0,IL
src\java\org\apache\lucene\index\Term.java,org.apache.lucene.index.Term,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\Term.java,1.0,NON
src\java\org\apache\lucene\index\TermBuffer.java,org.apache.lucene.index.TermBuffer,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermBuffer.java,0.0,NON
src\java\org\apache\lucene\index\TermDocs.java,org.apache.lucene.index.TermDocs,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermDocs.java,0.0,NON
src\java\org\apache\lucene\index\TermEnum.java,org.apache.lucene.index.TermEnum,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermEnum.java,0.0,IL
src\java\org\apache\lucene\index\TermFreqVector.java,org.apache.lucene.index.TermFreqVector,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermFreqVector.java,0.0,IL
src\java\org\apache\lucene\index\TermInfo.java,org.apache.lucene.index.TermInfo,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermInfo.java,0.0,NON
src\java\org\apache\lucene\index\TermInfosReader.java,org.apache.lucene.index.TermInfosReader,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermInfosReader.java,1.0,NON
src\java\org\apache\lucene\index\TermInfosWriter.java,org.apache.lucene.index.TermInfosWriter,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermInfosWriter.java,1.0,NON
src\java\org\apache\lucene\index\TermPositionVector.java,org.apache.lucene.index.TermPositionVector,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermPositionVector.java,0.0,NON
src\java\org\apache\lucene\index\TermPositions.java,org.apache.lucene.index.TermPositions,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermPositions.java,1.0,NON
src\java\org\apache\lucene\index\TermVectorOffsetInfo.java,org.apache.lucene.index.TermVectorOffsetInfo,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermVectorOffsetInfo.java,0.0,IL
src\java\org\apache\lucene\index\TermVectorsReader.java,org.apache.lucene.index.TermVectorsReader,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermVectorsReader.java,1.0,NON
src\java\org\apache\lucene\index\TermVectorsWriter.java,org.apache.lucene.index.TermVectorsWriter,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\index\TermVectorsWriter.java,0.0,IL
src\java\org\apache\lucene\queryParser\CharStream.java,org.apache.lucene.queryParser.CharStream,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\queryParser\CharStream.java,0.0,NON
src\java\org\apache\lucene\queryParser\FastCharStream.java,org.apache.lucene.queryParser.FastCharStream,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\queryParser\FastCharStream.java,0.0,NON
src\java\org\apache\lucene\queryParser\MultiFieldQueryParser.java,org.apache.lucene.queryParser.MultiFieldQueryParser,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\queryParser\MultiFieldQueryParser.java,1.0,NON
src\java\org\apache\lucene\queryParser\ParseException.java,org.apache.lucene.queryParser.ParseException,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\queryParser\ParseException.java,0.0,IL
src\java\org\apache\lucene\queryParser\QueryParser.java,org.apache.lucene.queryParser.QueryParser,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\queryParser\QueryParser.java,1.0,NON
src\java\org\apache\lucene\queryParser\QueryParserConstants.java,org.apache.lucene.queryParser.QueryParserConstants,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\queryParser\QueryParserConstants.java,1.0,NON
src\java\org\apache\lucene\queryParser\QueryParserTokenManager.java,org.apache.lucene.queryParser.QueryParserTokenManager,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\queryParser\QueryParserTokenManager.java,1.0,NON
src\java\org\apache\lucene\queryParser\Token.java,org.apache.lucene.queryParser.Token,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\queryParser\Token.java,0.0,IL
src\java\org\apache\lucene\queryParser\TokenMgrError.java,org.apache.lucene.queryParser.TokenMgrError,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\queryParser\TokenMgrError.java,0.0,IL
src\java\org\apache\lucene\search\BooleanClause.java,org.apache.lucene.search.BooleanClause,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\BooleanClause.java,1.0,NON
src\java\org\apache\lucene\search\BooleanQuery.java,org.apache.lucene.search.BooleanQuery,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\BooleanQuery.java,1.0,NON
src\java\org\apache\lucene\search\BooleanScorer.java,org.apache.lucene.search.BooleanScorer,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\BooleanScorer.java,1.0,NON
src\java\org\apache\lucene\search\BooleanScorer2.java,org.apache.lucene.search.BooleanScorer2,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\BooleanScorer2.java,1.0,NON
src\java\org\apache\lucene\search\CachingWrapperFilter.java,org.apache.lucene.search.CachingWrapperFilter,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\CachingWrapperFilter.java,1.0,NON
src\java\org\apache\lucene\search\ConjunctionScorer.java,org.apache.lucene.search.ConjunctionScorer,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\ConjunctionScorer.java,1.0,NON
src\java\org\apache\lucene\search\ConstantScoreQuery.java,org.apache.lucene.search.ConstantScoreQuery,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\ConstantScoreQuery.java,1.0,NON
src\java\org\apache\lucene\search\ConstantScoreRangeQuery.java,org.apache.lucene.search.ConstantScoreRangeQuery,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\ConstantScoreRangeQuery.java,0.0,IL
src\java\org\apache\lucene\search\DefaultSimilarity.java,org.apache.lucene.search.DefaultSimilarity,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\DefaultSimilarity.java,0.0,NON
src\java\org\apache\lucene\search\DisjunctionMaxQuery.java,org.apache.lucene.search.DisjunctionMaxQuery,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\DisjunctionMaxQuery.java,1.0,NON
src\java\org\apache\lucene\search\DisjunctionMaxScorer.java,org.apache.lucene.search.DisjunctionMaxScorer,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\DisjunctionMaxScorer.java,1.0,NON
src\java\org\apache\lucene\search\DisjunctionSumScorer.java,org.apache.lucene.search.DisjunctionSumScorer,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\DisjunctionSumScorer.java,1.0,NON
src\java\org\apache\lucene\search\ExactPhraseScorer.java,org.apache.lucene.search.ExactPhraseScorer,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\ExactPhraseScorer.java,1.0,NON
src\java\org\apache\lucene\search\Explanation.java,org.apache.lucene.search.Explanation,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\Explanation.java,1.0,NON
src\java\org\apache\lucene\search\FieldCache.java,org.apache.lucene.search.FieldCache,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\FieldCache.java,0.0,NON
src\java\org\apache\lucene\search\FieldCacheImpl.java,org.apache.lucene.search.FieldCacheImpl,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\FieldCacheImpl.java,1.0,NON
src\java\org\apache\lucene\search\FieldDoc.java,org.apache.lucene.search.FieldDoc,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\FieldDoc.java,0.0,IL
src\java\org\apache\lucene\search\FieldDocSortedHitQueue.java,org.apache.lucene.search.FieldDocSortedHitQueue,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\FieldDocSortedHitQueue.java,0.0,IL
src\java\org\apache\lucene\search\FieldSortedHitQueue.java,org.apache.lucene.search.FieldSortedHitQueue,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\FieldSortedHitQueue.java,1.0,NON
src\java\org\apache\lucene\search\Filter.java,org.apache.lucene.search.Filter,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\Filter.java,0.0,IL
src\java\org\apache\lucene\search\FilteredQuery.java,org.apache.lucene.search.FilteredQuery,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\FilteredQuery.java,1.0,NON
src\java\org\apache\lucene\search\FilteredTermEnum.java,org.apache.lucene.search.FilteredTermEnum,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\FilteredTermEnum.java,0.0,NON
src\java\org\apache\lucene\search\FuzzyQuery.java,org.apache.lucene.search.FuzzyQuery,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\FuzzyQuery.java,1.0,NON
src\java\org\apache\lucene\search\FuzzyTermEnum.java,org.apache.lucene.search.FuzzyTermEnum,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\FuzzyTermEnum.java,0.0,IL
src\java\org\apache\lucene\search\Hit.java,org.apache.lucene.search.Hit,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\Hit.java,1.0,NON
src\java\org\apache\lucene\search\HitCollector.java,org.apache.lucene.search.HitCollector,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\HitCollector.java,0.0,IL
src\java\org\apache\lucene\search\HitIterator.java,org.apache.lucene.search.HitIterator,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\HitIterator.java,0.0,IL
src\java\org\apache\lucene\search\HitQueue.java,org.apache.lucene.search.HitQueue,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\HitQueue.java,0.0,IL
src\java\org\apache\lucene\search\Hits.java,org.apache.lucene.search.Hits,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\Hits.java,1.0,NON
src\java\org\apache\lucene\search\IndexSearcher.java,org.apache.lucene.search.IndexSearcher,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\IndexSearcher.java,1.0,NON
src\java\org\apache\lucene\search\MatchAllDocsQuery.java,org.apache.lucene.search.MatchAllDocsQuery,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\MatchAllDocsQuery.java,1.0,NON
src\java\org\apache\lucene\search\MultiPhraseQuery.java,org.apache.lucene.search.MultiPhraseQuery,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\MultiPhraseQuery.java,1.0,NON
src\java\org\apache\lucene\search\MultiSearcher.java,org.apache.lucene.search.MultiSearcher,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\MultiSearcher.java,1.0,NON
src\java\org\apache\lucene\search\MultiTermQuery.java,org.apache.lucene.search.MultiTermQuery,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\MultiTermQuery.java,0.0,IL
src\java\org\apache\lucene\search\NonMatchingScorer.java,org.apache.lucene.search.NonMatchingScorer,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\NonMatchingScorer.java,0.0,IL
src\java\org\apache\lucene\search\ParallelMultiSearcher.java,org.apache.lucene.search.ParallelMultiSearcher,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\ParallelMultiSearcher.java,0.0,IL
src\java\org\apache\lucene\search\PhrasePositions.java,org.apache.lucene.search.PhrasePositions,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\PhrasePositions.java,1.0,NON
src\java\org\apache\lucene\search\PhraseQuery.java,org.apache.lucene.search.PhraseQuery,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\PhraseQuery.java,0.0,IL
src\java\org\apache\lucene\search\PhraseQueue.java,org.apache.lucene.search.PhraseQueue,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\PhraseQueue.java,1.0,NON
src\java\org\apache\lucene\search\PhraseScorer.java,org.apache.lucene.search.PhraseScorer,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\PhraseScorer.java,1.0,NON
src\java\org\apache\lucene\search\PrefixQuery.java,org.apache.lucene.search.PrefixQuery,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\PrefixQuery.java,0.0,IL
src\java\org\apache\lucene\search\Query.java,org.apache.lucene.search.Query,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\Query.java,0.0,IL
src\java\org\apache\lucene\search\QueryFilter.java,org.apache.lucene.search.QueryFilter,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\QueryFilter.java,1.0,NON
src\java\org\apache\lucene\search\QueryTermVector.java,org.apache.lucene.search.QueryTermVector,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\QueryTermVector.java,0.0,IL
src\java\org\apache\lucene\search\RangeFilter.java,org.apache.lucene.search.RangeFilter,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\RangeFilter.java,0.0,IL
src\java\org\apache\lucene\search\RangeQuery.java,org.apache.lucene.search.RangeQuery,v2.0,RELATIVE:\lucene\lucene-2.0\src\java\org\apache\lucene\search\RangeQuery.java,0.0,IL
