className,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bugDensity
org.apache.poi.util.HexRead,6,1,0,1,27,15,1,0,5,2.0,264,0.0,0,0.0,0.291666667,0,0,43.0,1,0.8333,0,0.0
org.apache.poi.hssf.model.DrawingManager,7,1,0,7,30,0,4,3,4,0.333333333,212,0.0,1,0.0,0.476190476,0,0,29.0,7,2.1429,0,0.0
org.apache.poi.hssf.record.DrawingSelectionRecord,5,3,0,2,8,10,1,1,4,1.25,26,0.0,0,0.923076923,0.5,1,2,4.0,1,0.4,1,0.038461538461538464
org.apache.poi.hssf.usermodel.HSSFFooter,16,1,0,2,30,88,1,1,14,0.683333333,250,0.0,1,0.0,0.21875,0,0,14.375,4,1.125,0,0.0
org.apache.poi.hssf.usermodel.DummyGraphics2d,85,3,0,0,181,0,0,0,85,0.5,2890,0.5,0,0.514450867,0.075456389,2,20,32.97647059,1,0.9882,1,0.00034602076124567473
org.apache.poi.ddf.EscherProperty,10,1,2,12,12,3,11,1,10,0.333333333,69,1.0,0,0.0,0.34,0,0,5.8,2,1.0,0,0.0
org.apache.poi.hssf.util.Region,16,1,0,3,17,78,2,1,16,0.533333333,172,1.0,0,0.0,0.291666667,0,0,9.5,9,1.625,0,0.0
org.apache.poi.ddf.DefaultEscherRecordFactory,4,1,1,10,26,4,3,7,2,0.833333333,193,1.0,0,0.0,0.4166666670000001,0,0,46.75,6,2.0,1,0.0051813471502590676
org.apache.poi.ddf.EscherTextboxRecord,9,2,0,7,41,4,1,6,8,0.875,302,0.5,0,0.7307692309999999,0.35,1,5,32.11111111,4,1.3333,1,0.0033112582781456954
org.apache.poi.hssf.model.AbstractShape,6,1,4,20,28,15,5,19,3,2.0,191,0.0,0,0.0,0.333333333,0,0,30.83333333,6,2.3333,1,0.005235602094240838
org.apache.poi.hssf.record.PageBreakRecord,17,2,2,7,44,106,4,4,15,0.760416667,483,0.5,0,0.458333333,0.485294118,1,6,27.05882353,5,1.5294,1,0.004140786749482402
org.apache.poi.poifs.storage.DocumentBlock,10,2,0,5,19,5,2,3,8,0.740740741,223,1.0,0,0.3,0.228571429,1,2,21.0,3,1.2,0,0.0
org.apache.poi.ddf.EscherPropertyFactory,2,1,0,10,20,1,1,9,2,2.0,175,0.0,0,0.0,0.625,0,0,86.5,12,6.0,0,0.0
org.apache.poi.hssf.usermodel.HSSFName,7,1,0,4,22,0,1,3,5,0.166666667,88,1.0,2,0.0,0.428571429,0,0,11.28571429,2,1.0,1,0.011363636363636364
org.apache.poi.poifs.property.DocumentProperty,7,2,0,6,14,9,5,2,5,0.5,48,1.0,1,0.848484848,0.342857143,0,0,5.714285714,1,0.7143,0,0.0
org.apache.poi.hssf.usermodel.HSSFPrintSetup,39,1,0,3,78,0,2,1,38,0.923684211,234,0.0,1,0.0,0.30256410300000003,0,0,4.743589743999999,2,1.0256,0,0.0
org.apache.poi.hssf.model.ConvertAnchor,2,1,0,8,36,1,2,6,2,2.0,137,0.0,0,0.0,0.5,0,0,67.5,2,1.0,0,0.0
org.apache.poi.ddf.EscherBSERecord,31,2,0,5,55,281,0,5,31,0.940909091,567,0.545454545,0,0.387755102,0.230414747,1,5,16.58064516,3,1.0645,0,0.0
org.apache.poi.util.LittleEndianConsts,0,1,0,1,0,0,1,0,0,2.0,5,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0
org.apache.poi.hssf.record.StringRecord,17,2,0,9,32,74,5,4,13,0.75,224,0.75,0,0.44,0.294117647,1,6,11.94117647,2,1.1176,1,0.013392857142857142
org.apache.poi.poifs.eventfilesystem.POIFSReaderRegistry,6,1,0,4,22,0,1,3,0,0.333333333,163,1.0,0,0.0,0.5,0,0,25.66666667,5,2.3333,0,0.0
org.apache.poi.util.LongField,11,1,0,5,21,9,2,3,11,0.25,92,1.0,0,0.0,0.454545455,0,0,7.181818182000001,1,0.6364,0,0.0
org.apache.poi.hssf.record.BOFRecord,22,2,0,8,35,169,5,3,20,0.946778711,316,0.352941176,0,0.3666666670000001,0.443181818,1,6,12.59090909,2,0.9091,1,0.006329113924050633
org.apache.poi.hssf.record.HorizontalPageBreakRecord,5,3,0,2,9,10,1,1,5,1.25,28,0.0,0,0.96,0.55,1,3,4.4,1,0.2,1,0.03571428571428571
org.apache.poi.poifs.storage.BigBlock,4,1,4,5,6,6,4,1,1,2.0,15,0.0,0,0.0,0.666666667,0,0,2.75,1,0.75,0,0.0
org.apache.poi.hssf.record.CommonObjectDataSubRecord,30,3,0,10,50,155,6,5,28,0.975369458,622,0.238095238,4,0.307692308,0.34,1,6,18.33333333,2,0.9333,1,0.003215434083601286
org.apache.poi.poifs.storage.BlockWritable,1,1,0,9,1,0,9,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0
org.apache.poi.util.StringUtil,12,1,0,15,37,66,15,0,10,1.090909091,494,1.0,0,0.0,0.273809524,0,0,40.08333333,10,2.5833,1,0.0020242914979757085
org.apache.poi.ddf.EscherClientDataRecord,9,2,0,10,27,6,5,5,9,0.875,180,0.333333333,0,0.703703704,0.355555556,1,5,18.66666667,2,1.1111,0,0.0
org.apache.poi.hssf.record.formula.AreaPtg,29,2,0,7,53,100,2,6,28,0.75,556,0.8888888890000001,3,0.212121212,0.221674877,1,2,17.86206897,5,1.0345,1,0.0035971223021582736
org.apache.poi.hssf.usermodel.HSSFErrorConstants,0,1,0,0,0,0,0,0,0,2.0,7,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0
org.apache.poi.ddf.EscherDggRecord,17,2,0,10,48,38,3,8,17,0.822916667,419,0.666666667,1,0.542857143,0.274509804,1,5,23.29411765,3,1.1765,0,0.0
org.apache.poi.hssf.record.aggregates.RowRecordsAggregate,22,2,0,3,47,175,1,2,20,0.6309523810000001,475,0.0,0,0.34375,0.303030303,1,5,20.40909091,7,2.0909,1,0.00631578947368421
org.apache.poi.ddf.EscherRGBProperty,5,3,0,4,6,0,3,1,5,2.0,37,0.0,0,0.7777777779999999,0.466666667,0,0,6.4,1,0.8,0,0.0
org.apache.poi.hssf.model.PolygonShape,5,2,0,17,48,6,1,17,2,0.916666667,439,0.666666667,2,0.5555555560000001,0.55,1,1,86.2,4,1.4,1,0.002277904328018223
org.apache.poi.util.ShortField,11,1,0,5,21,9,2,3,11,0.25,92,1.0,0,0.0,0.454545455,0,0,7.181818182000001,1,0.6364,0,0.0
org.apache.poi.ddf.EscherSpRecord,12,2,0,12,33,32,7,5,11,1.034090909,320,0.125,0,0.6333333329999999,0.35,1,5,24.33333333,13,1.9167,1,0.003125
org.apache.poi.poifs.common.POIFSConstants,0,1,0,0,0,0,0,0,0,2.0,4,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0
org.apache.poi.util.DrawingDump,2,1,0,3,8,1,0,3,2,2.0,27,0.0,0,0.0,0.5,0,0,12.5,1,0.5,0,0.0
org.apache.poi.hssf.record.MergeCellsRecord,15,2,0,6,39,49,3,4,13,0.75,369,0.5,0,0.47826087,0.5166666670000001,1,6,23.46666667,2,1.2667,1,0.002710027100271003
org.apache.poi.util.POILogFactory,4,1,0,8,15,4,6,2,2,0.333333333,55,1.0,0,0.0,0.333333333,0,0,12.5,2,0.75,0,0.0
org.apache.poi.hssf.record.ExtendedFormatRecord,96,2,0,9,117,3214,5,4,93,0.981194559,1478,0.483146067,34,0.106796117,0.313684211,1,6,13.46875,3,0.9896,1,0.0013531799729364006
org.apache.poi.poifs.storage.RawDataBlockList,5,2,0,8,16,10,4,4,5,2.0,50,0.0,0,0.5555555560000001,0.5,0,0,9.0,1,0.8,0,0.0
org.apache.poi.hssf.usermodel.HSSFSimpleShape,3,2,1,10,4,0,8,2,2,1.125,22,0.0,0,0.8888888890000001,0.5,0,0,5.0,1,0.6667,1,0.045454545454545456
org.apache.poi.hssf.record.DrawingRecord,11,2,0,5,17,25,2,3,8,0.8,126,0.5,0,0.578947368,0.568181818,1,5,10.27272727,3,1.2727,1,0.007936507936507936
org.apache.poi.hssf.record.RecordFactory,7,1,0,15,56,9,4,11,5,0.7222222220000001,743,1.0,0,0.0,0.166666667,0,0,104.7142857,8,2.0,1,0.009421265141318977
org.apache.poi.hssf.record.aggregates.ValueRecordsAggregate,14,2,0,8,34,41,1,7,12,0.711538462,225,0.0,0,0.458333333,0.28571428600000004,1,5,14.78571429,9,2.0,1,0.031111111111111114
org.apache.poi.hssf.usermodel.HSSFClientAnchor,16,2,0,7,30,54,4,3,14,0.7,388,0.0,0,0.4166666670000001,0.3625,1,1,23.0,4,1.5625,0,0.0
org.apache.poi.hssf.record.formula.ControlPtg,1,2,1,2,2,0,1,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0,0.0
org.apache.poi.hssf.record.aggregates.ColumnInfoRecordsAggregate,25,2,0,3,67,22,1,2,22,0.5,961,0.0,0,0.314285714,0.244444444,1,5,37.36,23,3.6,1,0.002081165452653486
org.apache.poi.poifs.storage.SmallDocumentBlockList,5,2,0,5,12,10,1,4,5,2.0,32,0.0,0,0.5555555560000001,0.5,0,0,5.4,1,0.8,0,0.0
org.apache.poi.hpsf.TypeReader,2,1,0,3,16,1,1,2,2,2.0,231,0.0,0,0.0,0.5,0,0,114.5,17,8.5,0,0.0
org.apache.poi.hssf.usermodel.HSSFShapeContainer,1,1,0,3,1,0,3,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0
org.apache.poi.hssf.record.EndSubRecord,10,3,0,8,18,45,6,3,8,1.111111111,86,0.0,0,0.6315789470000001,0.525,1,6,7.5,2,0.8,1,0.02325581395348837
org.apache.poi.hssf.record.formula.AbstractFunctionPtg,16,2,2,6,31,102,3,3,11,0.933333333,9857,0.75,1,0.176470588,0.19047619,0,0,614.5625,5,1.1875,1,0.00010145074566298062
org.apache.poi.poifs.filesystem.DirectoryNode,20,2,0,14,65,94,3,14,15,0.649122807,327,1.0,2,0.321428571,0.154545455,1,1,15.2,3,1.15,0,0.0
org.apache.poi.hssf.record.LeftMarginRecord,12,2,0,6,23,46,2,4,10,0.818181818,122,0.5,0,0.55,0.4,1,6,9.0,2,0.8333,1,0.016393442622950817
org.apache.poi.hssf.record.CellValueRecordInterface,10,1,0,13,10,45,13,0,10,2.0,10,0.0,0,0.0,0.4,0,0,0.0,1,1.0,0,0.0
org.apache.poi.hssf.eventmodel.ModelFactoryListener,1,1,0,2,1,0,1,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0
org.apache.poi.poifs.storage.ListManagedBlock,1,1,0,13,1,0,13,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0
org.apache.poi.hssf.record.UnknownRecord,11,2,0,10,22,0,7,3,8,0.35,180,1.0,0,0.578947368,0.545454545,1,6,15.18181818,3,1.0,1,0.016666666666666666
org.apache.poi.hpsf.SummaryInformation,19,3,0,4,29,171,1,3,19,1.0555555559999998,128,0.0,0,0.581395349,0.526315789,0,0,5.684210526,1,0.9474,1,0.015625
org.apache.poi.poifs.eventfilesystem.POIFSReaderListener,1,1,0,4,1,0,3,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0
org.apache.poi.util.BitField,18,1,0,34,19,107,34,0,18,0.382352941,170,1.0,0,0.0,0.433333333,0,0,8.333333332999999,2,1.2222,0,0.0
org.apache.poi.util.BlockingInputStream,10,2,0,0,19,0,0,0,10,0.0,86,1.0,0,0.5,0.32,1,2,7.5,1,0.9,0,0.0
org.apache.poi.hssf.model.Workbook,86,1,0,98,300,2749,45,54,48,0.914285714,3446,1.0,5,0.0,0.167320261,0,0,38.90697674,35,2.2209,1,0.0020313406848520023
org.apache.poi.hssf.record.formula.LessThanPtg,10,2,0,4,14,45,2,2,10,1.111111111,67,0.333333333,0,0.272727273,0.32,0,0,5.4,1,0.8,1,0.01492537313432836
org.apache.poi.ddf.EscherBlipRecord,32,2,0,7,64,312,1,6,32,0.909274194,614,0.8125,0,0.38,0.265625,1,5,17.6875,1,0.9688,0,0.0
org.apache.poi.poifs.filesystem.EntryNode,10,1,2,6,14,19,3,4,6,0.611111111,71,1.0,2,0.0,0.325,0,0,5.9,3,1.3,0,0.0
org.apache.poi.hssf.util.SheetReferences,3,1,0,3,8,0,3,0,3,0.0,32,0.0,0,0.0,0.666666667,0,0,9.333333332999999,1,0.6667,0,0.0
org.apache.poi.util.ByteField,11,1,0,4,15,21,1,3,11,0.533333333,90,1.0,0,0.0,0.454545455,0,0,6.909090909,1,0.6364,0,0.0
org.apache.poi.hssf.usermodel.EscherGraphics2d,80,3,0,3,153,3060,0,3,72,0.839059675,838,1.0,2,0.529761905,0.07962963,2,20,9.3875,3,1.1375,0,0.0
org.apache.poi.poifs.property.PropertyFactory,2,1,0,5,10,1,1,4,0,2.0,82,0.0,0,0.0,0.5,0,0,40.0,1,0.5,0,0.0
org.apache.poi.hssf.usermodel.HSSFPolygon,8,2,0,7,9,14,5,2,6,0.7857142859999999,73,0.0,0,0.695652174,0.325,0,0,7.625,2,1.0,0,0.0
org.apache.poi.hssf.model.FormulaParser,54,1,0,33,141,651,3,30,7,0.766925638,1861,0.705882353,1,0.0,0.174004193,0,0,33.14814815,14,3.1667,1,0.002686727565824825
org.apache.poi.poifs.filesystem.POIFSWriterListener,1,1,0,7,1,0,6,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0
org.apache.poi.hssf.record.TextObjectBaseRecord,38,2,1,6,60,255,1,5,36,0.924924925,801,0.518518519,6,0.239130435,0.331578947,1,6,19.36842105,2,0.9474,1,0.0024968789013732834
org.apache.poi.hssf.usermodel.EscherGraphics,47,2,0,15,101,665,1,14,41,0.836956522,997,1.0,3,0.531914894,0.185618729,2,18,20.04255319,7,1.5319,0,0.0
org.apache.poi.hssf.record.TextObjectRecord,13,3,0,10,65,0,3,7,9,0.375,644,0.0,1,0.8214285709999999,0.369230769,3,5,48.38461538,4,1.5385,1,0.003105590062111801
org.apache.poi.util.IntList,25,1,0,4,29,0,4,0,24,0.388888889,629,1.0,0,0.0,0.36,1,1,24.04,9,2.6,0,0.0
org.apache.poi.poifs.filesystem.DirectoryEntry,9,1,0,8,9,36,5,4,9,2.0,9,0.0,0,0.0,0.314814815,0,0,0.0,1,1.0,0,0.0
org.apache.poi.hssf.eventmodel.ERFListener,1,1,0,4,1,0,3,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0
org.apache.poi.hssf.record.TopMarginRecord,12,2,0,6,23,46,2,4,10,0.818181818,122,0.5,0,0.55,0.4,1,6,9.0,2,0.8333,1,0.016393442622950817
org.apache.poi.poifs.dev.POIFSViewEngine,4,1,0,2,24,4,1,1,2,0.333333333,146,1.0,0,0.0,0.466666667,0,0,35.25,3,1.25,0,0.0
org.apache.poi.hssf.record.RightMarginRecord,12,2,0,6,23,46,2,4,10,0.818181818,122,0.5,0,0.55,0.4,1,6,9.0,2,0.8333,1,0.016393442622950817
org.apache.poi.hssf.record.formula.OperationPtg,5,2,18,21,6,10,20,1,5,1.25,13,0.0,0,0.636363636,0.6,0,0,1.0,1,0.8,0,0.0
org.apache.poi.hssf.record.formula.Area3DPtg,34,2,0,10,60,187,4,7,34,0.747474747,728,0.8888888890000001,2,0.184210526,0.198529412,2,3,20.14705882,8,1.4118,1,0.0027472527472527475
org.apache.poi.util.IntegerField,11,1,0,7,17,9,4,3,11,0.25,85,1.0,0,0.0,0.522727273,0,0,6.545454545,1,0.6364,0,0.0
org.apache.poi.poifs.dev.POIFSViewer,3,1,0,2,21,3,0,2,2,2.0,112,0.0,0,0.0,0.333333333,0,0,36.33333333,4,2.3333,0,0.0
org.apache.poi.poifs.property.Parent,4,1,0,3,4,6,1,2,4,2.0,4,0.0,0,0.0,0.583333333,0,0,0.0,1,1.0,0,0.0
org.apache.poi.poifs.eventfilesystem.POIFSReaderEvent,4,1,0,5,5,0,3,2,3,0.666666667,28,1.0,2,0.0,0.4375,0,0,5.25,1,0.75,0,0.0
org.apache.poi.hssf.usermodel.HSSFPalette,6,1,0,6,11,0,2,4,5,0.0,170,1.0,1,0.0,0.541666667,0,0,27.16666667,5,2.3333,1,0.005882352941176471
org.apache.poi.hssf.usermodel.HSSFRichTextString,14,1,0,5,41,21,4,1,14,0.564102564,243,0.0,0,0.0,0.297619048,0,0,16.14285714,8,1.5714,1,0.00411522633744856
org.apache.poi.poifs.filesystem.Entry,6,1,0,6,6,15,6,1,6,2.0,6,0.0,0,0.0,0.583333333,0,0,0.0,1,1.0,0,0.0
org.apache.poi.hssf.record.formula.GreaterThanPtg,10,2,0,4,14,45,2,2,10,1.111111111,67,0.333333333,0,0.272727273,0.32,0,0,5.4,1,0.8,1,0.01492537313432836
org.apache.poi.ddf.EscherArrayProperty,14,3,0,6,34,19,2,4,13,1.076923077,379,1.0,0,0.5555555560000001,0.385714286,1,4,26.0,3,1.4286,1,0.0052770448548812654
org.apache.poi.hpsf.Section,12,1,0,7,30,48,2,5,9,0.818181818,322,1.0,2,0.0,0.5,0,0,25.25,4,1.4167,1,0.006211180124223602
org.apache.poi.hssf.record.VerticalPageBreakRecord,5,3,0,2,9,10,1,1,5,1.25,28,0.0,0,0.96,0.55,1,3,4.4,1,0.2,1,0.07142857142857142
org.apache.poi.hssf.model.Model,0,1,0,4,0,0,4,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0
org.apache.poi.ddf.EscherSimpleProperty,8,2,3,11,23,0,7,4,8,0.14285714300000002,115,1.0,0,0.571428571,0.375,1,1,13.25,5,1.25,0,0.0
org.apache.poi.poifs.filesystem.POIFSWriterEvent,5,1,0,5,6,2,3,2,4,0.75,36,1.0,2,0.0,0.36,0,0,5.4,1,0.8,0,0.0
org.apache.poi.hssf.eventusermodel.HSSFUserException,5,3,0,3,7,4,3,0,5,0.5,29,1.0,0,0.944444444,0.6,0,0,4.6,1,0.2,0,0.0
org.apache.poi.hssf.record.GroupMarkerSubRecord,10,3,0,5,24,0,2,4,8,0.666666667,171,0.5,0,0.6315789470000001,0.525,1,6,15.9,2,0.9,1,0.005847953216374269
org.apache.poi.hssf.dev.BiffViewer,12,1,0,129,165,62,1,129,5,0.818181818,1358,0.5,0,0.0,0.239583333,0,0,112.0,123,11.4167,1,0.0029455081001472753
org.apache.poi.hssf.record.AbstractEscherHolderRecord,17,2,4,12,48,44,4,8,13,0.75,298,1.0,0,0.458333333,0.3875,1,6,16.35294118,4,1.3529,1,0.003355704697986577
org.apache.poi.hssf.usermodel.HSSFCell,30,1,0,20,104,87,5,16,22,0.7482758620000001,1151,0.6,4,0.0,0.146153846,0,0,36.7,20,2.9,1,0.0052128583840139004
org.apache.poi.hpsf.PropertySet,22,1,1,14,56,197,4,10,16,0.8138528140000001,378,0.545454545,1,0.0,0.369047619,0,0,15.68181818,4,1.0455,1,0.007936507936507936
org.apache.poi.poifs.filesystem.BATManaged,2,1,0,5,2,1,5,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0
org.apache.poi.hssf.model.Sheet,129,1,0,67,376,6636,5,62,95,0.942356419,3629,0.72972973,19,0.0,0.0671875,0,0,26.84496124,42,2.2171,1,0.003031138054560485
org.apache.poi.poifs.filesystem.DocumentEntry,1,1,0,7,1,0,6,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0
org.apache.poi.hssf.record.Margin,2,1,0,5,2,1,5,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0
org.apache.poi.hssf.record.DrawingGroupRecord,5,3,0,3,8,10,2,1,4,1.25,26,0.0,0,0.923076923,0.5,1,2,4.0,1,0.4,1,0.038461538461538464
org.apache.poi.poifs.filesystem.DocumentInputStream,13,2,0,13,23,0,10,3,11,0.642857143,271,1.0,1,0.45,0.256410256,1,2,19.30769231,2,0.9231,0,0.0
org.apache.poi.ddf.EscherClientAnchorRecord,27,2,0,8,47,195,3,5,27,0.875,484,0.833333333,0,0.422222222,0.265432099,1,5,16.48148148,2,1.037,1,0.002066115702479339
org.apache.poi.hssf.record.ObjRecord,14,2,0,12,39,1,8,4,12,0.692307692,243,0.5,0,0.5,0.4,1,6,16.21428571,2,1.2143,1,0.0205761316872428
org.apache.poi.hssf.record.DrawingRecordForBiffViewer,5,3,0,2,8,10,1,1,4,1.25,26,0.0,0,0.923076923,0.5,1,2,4.0,1,0.4,1,0.038461538461538464
org.apache.poi.hssf.record.PColor,3,1,0,1,9,0,1,0,3,0.0,86,0.0,0,0.0,0.5,0,0,26.66666667,1,0.6667,0,0.0
org.apache.poi.hssf.record.formula.Ptg,12,1,16,46,56,60,25,35,12,1.0,415,0.25,0,0.0,0.283333333,0,0,33.25,4,1.1667,1,0.012048192771084338
org.apache.poi.hssf.record.NameRecord,62,2,0,14,108,1491,5,10,56,0.957965532,1287,0.487179487,0,0.15942029,0.203629032,1,6,19.12903226,6,1.4194,1,0.003885003885003885
org.apache.poi.poifs.property.Child,4,1,0,3,4,6,3,0,4,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0
org.apache.poi.poifs.filesystem.DocumentNode,9,2,0,9,17,30,3,7,6,0.75,55,1.0,1,0.529411765,0.4074074070000001,1,1,5.0,1,0.8889,0,0.0
org.apache.poi.hssf.record.RecordFormatException,1,4,0,140,2,0,140,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0,0.0
org.apache.poi.hpsf.PropertySetFactory,2,1,0,6,8,1,0,6,2,2.0,28,0.0,0,0.0,0.5,0,0,13.0,1,0.5,1,0.03571428571428571
